 
 
 
 INPUT PARAMETERS:

 RADIATION SCHEME:             2  streams

 w-grid:          501    280.0000        780.0000    
 z-grid:           81    0.000000        80.00000    
  measurement point: index            1  altitude=    0.000000    
 idate =      20150630  esfact(1) =    0.9675146    
 air temperature: USSA, 1976
 air concentrations: USSA, 1976
 ozone profile: USSA, 1976
 DATAE1/SUN/susim_hi.flx
 DATAE1/SUN/atlas3_1994_317_a.dat        
 DATAE1/SUN/neckel.flx                   
 DATAE1/SUN/sao2010.solref.converted     
 aerosols:  Elterman (1968) continental profile
 lat=    0.000000      long=    0.000000      ut=    12.00000    
 639.00     640.00     1.155E+00  1.967E-01     1.352E-01   1.352E+00
 640.00     641.00     1.126E+00  1.912E-01     1.317E-01   1.317E+00
 641.00     642.00     1.136E+00  1.924E-01     1.329E-01   1.329E+00
 642.00     643.00     1.145E+00  1.933E-01     1.338E-01   1.338E+00
 643.00     644.00     1.148E+00  1.932E-01     1.341E-01   1.341E+00
 644.00     645.00     1.148E+00  1.925E-01     1.340E-01   1.340E+00
 645.00     646.00     1.125E+00  1.882E-01     1.313E-01   1.313E+00
 646.00     647.00     1.140E+00  1.901E-01     1.330E-01   1.330E+00
 647.00     648.00     1.142E+00  1.899E-01     1.332E-01   1.332E+00
 648.00     649.00     1.150E+00  1.907E-01     1.341E-01   1.341E+00
 649.00     650.00     1.091E+00  1.803E-01     1.271E-01   1.271E+00
 650.00     651.00     1.139E+00  1.877E-01     1.326E-01   1.326E+00
 651.00     652.00     1.147E+00  1.885E-01     1.335E-01   1.335E+00
 652.00     653.00     1.133E+00  1.857E-01     1.319E-01   1.319E+00
 653.00     654.00     1.139E+00  1.861E-01     1.325E-01   1.325E+00
 654.00     655.00     1.124E+00  1.832E-01     1.308E-01   1.308E+00
 655.00     656.00     1.091E+00  1.773E-01     1.268E-01   1.268E+00
 656.00     657.00     8.806E-01  1.426E-01     1.023E-01   1.023E+00
 657.00     658.00     1.078E+00  1.741E-01     1.252E-01   1.252E+00
 658.00     659.00     1.113E+00  1.793E-01     1.292E-01   1.292E+00
 659.00     660.00     1.098E+00  1.763E-01     1.274E-01   1.274E+00
 660.00     661.00     1.119E+00  1.792E-01     1.298E-01   1.298E+00
 661.00     662.00     1.116E+00  1.781E-01     1.294E-01   1.294E+00
 662.00     663.00     1.120E+00  1.783E-01     1.298E-01   1.298E+00
 663.00     664.00     1.097E+00  1.742E-01     1.271E-01   1.271E+00
 664.00     665.00     1.101E+00  1.743E-01     1.275E-01   1.275E+00
 665.00     666.00     1.117E+00  1.763E-01     1.293E-01   1.293E+00
 666.00     667.00     1.101E+00  1.734E-01     1.275E-01   1.275E+00
 667.00     668.00     1.109E+00  1.741E-01     1.283E-01   1.283E+00
 668.00     669.00     1.123E+00  1.758E-01     1.299E-01   1.299E+00
 669.00     670.00     1.123E+00  1.754E-01     1.299E-01   1.299E+00
 670.00     671.00     1.118E+00  1.741E-01     1.292E-01   1.292E+00
 671.00     672.00     1.104E+00  1.714E-01     1.275E-01   1.275E+00
 672.00     673.00     1.118E+00  1.732E-01     1.291E-01   1.291E+00
 673.00     674.00     1.127E+00  1.741E-01     1.301E-01   1.301E+00
 674.00     675.00     1.123E+00  1.730E-01     1.296E-01   1.296E+00
 675.00     676.00     1.113E+00  1.709E-01     1.284E-01   1.284E+00
 676.00     677.00     1.115E+00  1.708E-01     1.286E-01   1.286E+00
 677.00     678.00     1.111E+00  1.698E-01     1.281E-01   1.281E+00
 678.00     679.00     1.103E+00  1.679E-01     1.270E-01   1.270E+00
 679.00     680.00     1.099E+00  1.670E-01     1.266E-01   1.266E+00
 680.00     681.00     1.094E+00  1.658E-01     1.260E-01   1.260E+00
 681.00     682.00     1.099E+00  1.660E-01     1.265E-01   1.265E+00
 682.00     683.00     1.105E+00  1.665E-01     1.271E-01   1.271E+00
 683.00     684.00     1.102E+00  1.656E-01     1.268E-01   1.268E+00
 684.00     685.00     1.080E+00  1.618E-01     1.242E-01   1.242E+00
 685.00     686.00     1.095E+00  1.636E-01     1.258E-01   1.258E+00
 686.00     687.00     1.097E+00  1.636E-01     1.261E-01   1.261E+00
 687.00     688.00     1.104E+00  1.641E-01     1.268E-01   1.268E+00
 688.00     689.00     1.087E+00  1.612E-01     1.248E-01   1.248E+00
 689.00     690.00     1.098E+00  1.624E-01     1.260E-01   1.260E+00
 690.00     691.00     1.090E+00  1.608E-01     1.251E-01   1.251E+00
 691.00     692.00     1.080E+00  1.590E-01     1.239E-01   1.239E+00
 692.00     693.00     1.085E+00  1.592E-01     1.244E-01   1.244E+00
 693.00     694.00     1.091E+00  1.597E-01     1.251E-01   1.251E+00
 694.00     695.00     1.088E+00  1.590E-01     1.247E-01   1.247E+00
 695.00     696.00     1.088E+00  1.585E-01     1.247E-01   1.247E+00
 696.00     697.00     1.093E+00  1.588E-01     1.252E-01   1.252E+00
 697.00     698.00     1.084E+00  1.571E-01     1.241E-01   1.241E+00
 698.00     699.00     1.078E+00  1.557E-01     1.233E-01   1.233E+00
 699.00     700.00     1.094E+00  1.577E-01     1.252E-01   1.252E+00
 700.00     701.00     1.064E+00  1.530E-01     1.217E-01   1.217E+00
 701.00     702.00     1.060E+00  1.520E-01     1.212E-01   1.212E+00
 702.00     703.00     1.068E+00  1.527E-01     1.221E-01   1.221E+00
 703.00     704.00     1.070E+00  1.526E-01     1.223E-01   1.223E+00
 704.00     705.00     1.076E+00  1.531E-01     1.229E-01   1.229E+00
 705.00     706.00     1.075E+00  1.526E-01     1.228E-01   1.228E+00
 706.00     707.00     1.068E+00  1.512E-01     1.220E-01   1.220E+00
 707.00     708.00     1.066E+00  1.506E-01     1.217E-01   1.217E+00
 708.00     709.00     1.056E+00  1.487E-01     1.205E-01   1.205E+00
 709.00     710.00     1.053E+00  1.479E-01     1.201E-01   1.201E+00
 710.00     711.00     1.064E+00  1.491E-01     1.213E-01   1.213E+00
 711.00     712.00     1.049E+00  1.466E-01     1.196E-01   1.196E+00
 712.00     713.00     1.044E+00  1.455E-01     1.189E-01   1.189E+00
 713.00     714.00     1.043E+00  1.450E-01     1.188E-01   1.188E+00
 714.00     715.00     1.046E+00  1.451E-01     1.191E-01   1.191E+00
 715.00     716.00     1.036E+00  1.434E-01     1.180E-01   1.180E+00
 716.00     717.00     1.026E+00  1.416E-01     1.167E-01   1.167E+00
 717.00     718.00     1.048E+00  1.443E-01     1.192E-01   1.192E+00
 718.00     719.00     1.015E+00  1.394E-01     1.155E-01   1.155E+00
 719.00     720.00     1.021E+00  1.398E-01     1.161E-01   1.161E+00
 720.00     721.00     1.016E+00  1.388E-01     1.154E-01   1.154E+00
 721.00     722.00     1.030E+00  1.404E-01     1.170E-01   1.170E+00
 722.00     723.00     1.013E+00  1.377E-01     1.151E-01   1.151E+00
 723.00     724.00     1.027E+00  1.395E-01     1.167E-01   1.167E+00
 724.00     725.00     1.024E+00  1.386E-01     1.163E-01   1.163E+00
 725.00     726.00     1.019E+00  1.376E-01     1.157E-01   1.157E+00
 726.00     727.00     1.015E+00  1.367E-01     1.151E-01   1.151E+00
 727.00     728.00     1.020E+00  1.371E-01     1.157E-01   1.157E+00
 728.00     729.00     1.002E+00  1.343E-01     1.136E-01   1.136E+00
 729.00     730.00     9.811E-01  1.312E-01     1.112E-01   1.112E+00
 730.00     731.00     1.008E+00  1.346E-01     1.143E-01   1.143E+00
 731.00     732.00     1.001E+00  1.332E-01     1.134E-01   1.134E+00
 732.00     733.00     9.950E-01  1.321E-01     1.127E-01   1.127E+00
 733.00     734.00     1.005E+00  1.332E-01     1.138E-01   1.138E+00
 734.00     735.00     1.008E+00  1.333E-01     1.142E-01   1.142E+00
 735.00     736.00     9.883E-01  1.303E-01     1.119E-01   1.119E+00
 736.00     737.00     9.936E-01  1.307E-01     1.124E-01   1.124E+00
 737.00     738.00     9.961E-01  1.307E-01     1.127E-01   1.127E+00
 738.00     739.00     9.779E-01  1.280E-01     1.106E-01   1.106E+00
 739.00     740.00     9.750E-01  1.273E-01     1.102E-01   1.102E+00
 740.00     741.00     9.801E-01  1.277E-01     1.108E-01   1.108E+00
 741.00     742.00     9.540E-01  1.240E-01     1.078E-01   1.078E+00
 742.00     743.00     9.697E-01  1.258E-01     1.095E-01   1.095E+00
 743.00     744.00     9.901E-01  1.281E-01     1.118E-01   1.118E+00
 744.00     745.00     9.678E-01  1.249E-01     1.093E-01   1.093E+00
 745.00     746.00     9.918E-01  1.277E-01     1.119E-01   1.119E+00
 746.00     747.00     9.798E-01  1.259E-01     1.106E-01   1.106E+00
 747.00     748.00     9.856E-01  1.263E-01     1.112E-01   1.112E+00
 748.00     749.00     9.862E-01  1.261E-01     1.112E-01   1.112E+00
 749.00     750.00     9.650E-01  1.232E-01     1.088E-01   1.088E+00
 750.00     751.00     9.779E-01  1.245E-01     1.102E-01   1.102E+00
 751.00     752.00     9.649E-01  1.226E-01     1.087E-01   1.087E+00
 752.00     753.00     9.683E-01  1.227E-01     1.091E-01   1.091E+00
 753.00     754.00     9.697E-01  1.226E-01     1.092E-01   1.092E+00
 754.00     755.00     9.716E-01  1.226E-01     1.094E-01   1.094E+00
 755.00     756.00     9.644E-01  1.214E-01     1.086E-01   1.086E+00
 756.00     757.00     9.666E-01  1.214E-01     1.088E-01   1.088E+00
 757.00     758.00     9.579E-01  1.201E-01     1.078E-01   1.078E+00
 758.00     759.00     9.489E-01  1.187E-01     1.068E-01   1.068E+00
 759.00     760.00     9.649E-01  1.204E-01     1.085E-01   1.085E+00
 760.00     761.00     9.528E-01  1.187E-01     1.071E-01   1.071E+00
 761.00     762.00     9.492E-01  1.179E-01     1.067E-01   1.067E+00
 762.00     763.00     9.503E-01  1.178E-01     1.068E-01   1.068E+00
 763.00     764.00     9.617E-01  1.189E-01     1.081E-01   1.081E+00
 764.00     765.00     9.587E-01  1.183E-01     1.077E-01   1.077E+00
 765.00     766.00     9.340E-01  1.150E-01     1.049E-01   1.049E+00
 766.00     767.00     9.006E-01  1.106E-01     1.011E-01   1.011E+00
 767.00     768.00     9.488E-01  1.163E-01     1.065E-01   1.065E+00
 768.00     769.00     9.427E-01  1.153E-01     1.058E-01   1.058E+00
 769.00     770.00     9.296E-01  1.135E-01     1.043E-01   1.043E+00
 770.00     771.00     9.317E-01  1.135E-01     1.045E-01   1.045E+00
 771.00     772.00     9.151E-01  1.112E-01     1.026E-01   1.026E+00
 772.00     773.00     9.215E-01  1.117E-01     1.033E-01   1.033E+00
 773.00     774.00     9.327E-01  1.129E-01     1.046E-01   1.046E+00
 774.00     775.00     9.193E-01  1.110E-01     1.030E-01   1.030E+00
 775.00     776.00     9.075E-01  1.093E-01     1.017E-01   1.017E+00
 776.00     777.00     9.238E-01  1.110E-01     1.035E-01   1.035E+00
 777.00     778.00     9.085E-01  1.089E-01     1.017E-01   1.017E+00
 778.00     779.00     9.104E-01  1.090E-01     1.019E-01   1.019E+00
 779.00     780.00     9.059E-01  1.082E-01     1.014E-01   1.014E+00
