 
 
 
 INPUT PARAMETERS:

 RADIATION SCHEME:             2  streams

 w-grid:          501    280.0000        780.0000    
 z-grid:           82    3.000000        80.00000    
  measurement point: index            4  altitude=    5.000000    
 idate =      20180801  esfact(1) =    0.9707147    
 air temperature: USSA, 1976
 air concentrations: USSA, 1976
 ozone profile: USSA, 1976
 DATAE1/SUN/susim_hi.flx
 DATAE1/SUN/atlas3_1994_317_a.dat        
 DATAE1/SUN/neckel.flx                   
 DATAE1/SUN/sao2010.solref.converted     
 aerosols:  Elterman (1968) continental profile
 lat=    60.00000      long=   -15.00000      ut=    12.00000    
 638.00     639.00     9.517E-01  1.359E-01     1.240E-01   1.088E+00
 639.00     640.00     9.433E-01  1.344E-01     1.229E-01   1.078E+00
 640.00     641.00     9.191E-01  1.305E-01     1.196E-01   1.050E+00
 641.00     642.00     9.274E-01  1.313E-01     1.206E-01   1.059E+00
 642.00     643.00     9.344E-01  1.319E-01     1.214E-01   1.066E+00
 643.00     644.00     9.363E-01  1.318E-01     1.216E-01   1.068E+00
 644.00     645.00     9.362E-01  1.315E-01     1.215E-01   1.068E+00
 645.00     646.00     9.173E-01  1.284E-01     1.190E-01   1.046E+00
 646.00     647.00     9.291E-01  1.297E-01     1.204E-01   1.059E+00
 647.00     648.00     9.307E-01  1.296E-01     1.205E-01   1.060E+00
 648.00     649.00     9.372E-01  1.301E-01     1.213E-01   1.067E+00
 649.00     650.00     8.885E-01  1.230E-01     1.149E-01   1.011E+00
 650.00     651.00     9.271E-01  1.280E-01     1.198E-01   1.055E+00
 651.00     652.00     9.337E-01  1.285E-01     1.206E-01   1.062E+00
 652.00     653.00     9.223E-01  1.266E-01     1.190E-01   1.049E+00
 653.00     654.00     9.271E-01  1.269E-01     1.196E-01   1.054E+00
 654.00     655.00     9.147E-01  1.249E-01     1.179E-01   1.040E+00
 655.00     656.00     8.875E-01  1.208E-01     1.143E-01   1.008E+00
 656.00     657.00     7.160E-01  9.723E-02     9.216E-02   8.133E-01
 657.00     658.00     8.761E-01  1.186E-01     1.127E-01   9.948E-01
 658.00     659.00     9.046E-01  1.222E-01     1.163E-01   1.027E+00
 659.00     660.00     8.922E-01  1.202E-01     1.146E-01   1.012E+00
 660.00     661.00     9.090E-01  1.221E-01     1.167E-01   1.031E+00
 661.00     662.00     9.060E-01  1.214E-01     1.162E-01   1.027E+00
 662.00     663.00     9.092E-01  1.215E-01     1.166E-01   1.031E+00
 663.00     664.00     8.905E-01  1.186E-01     1.141E-01   1.009E+00
 664.00     665.00     8.934E-01  1.187E-01     1.144E-01   1.012E+00
 665.00     666.00     9.060E-01  1.201E-01     1.159E-01   1.026E+00
 666.00     667.00     8.934E-01  1.181E-01     1.142E-01   1.012E+00
 667.00     668.00     8.993E-01  1.185E-01     1.149E-01   1.018E+00
 668.00     669.00     9.104E-01  1.197E-01     1.163E-01   1.030E+00
 669.00     670.00     9.105E-01  1.194E-01     1.162E-01   1.030E+00
 670.00     671.00     9.062E-01  1.185E-01     1.156E-01   1.025E+00
 671.00     672.00     8.945E-01  1.167E-01     1.140E-01   1.011E+00
 672.00     673.00     9.057E-01  1.178E-01     1.154E-01   1.024E+00
 673.00     674.00     9.128E-01  1.184E-01     1.162E-01   1.031E+00
 674.00     675.00     9.094E-01  1.177E-01     1.157E-01   1.027E+00
 675.00     676.00     9.007E-01  1.163E-01     1.145E-01   1.017E+00
 676.00     677.00     9.026E-01  1.162E-01     1.147E-01   1.019E+00
 677.00     678.00     8.994E-01  1.155E-01     1.142E-01   1.015E+00
 678.00     679.00     8.920E-01  1.142E-01     1.132E-01   1.006E+00
 679.00     680.00     8.890E-01  1.136E-01     1.128E-01   1.003E+00
 680.00     681.00     8.848E-01  1.128E-01     1.122E-01   9.976E-01
 681.00     682.00     8.888E-01  1.130E-01     1.126E-01   1.002E+00
 682.00     683.00     8.932E-01  1.132E-01     1.131E-01   1.006E+00
 683.00     684.00     8.908E-01  1.126E-01     1.127E-01   1.003E+00
 684.00     685.00     8.727E-01  1.101E-01     1.104E-01   9.828E-01
 685.00     686.00     8.845E-01  1.113E-01     1.118E-01   9.958E-01
 686.00     687.00     8.867E-01  1.113E-01     1.120E-01   9.980E-01
 687.00     688.00     8.914E-01  1.116E-01     1.126E-01   1.003E+00
 688.00     689.00     8.778E-01  1.096E-01     1.108E-01   9.874E-01
 689.00     690.00     8.867E-01  1.104E-01     1.118E-01   9.971E-01
 690.00     691.00     8.800E-01  1.093E-01     1.109E-01   9.893E-01
 691.00     692.00     8.720E-01  1.081E-01     1.099E-01   9.801E-01
 692.00     693.00     8.757E-01  1.083E-01     1.103E-01   9.840E-01
 693.00     694.00     8.804E-01  1.086E-01     1.108E-01   9.890E-01
 694.00     695.00     8.778E-01  1.080E-01     1.104E-01   9.858E-01
 695.00     696.00     8.779E-01  1.077E-01     1.104E-01   9.856E-01
 696.00     697.00     8.816E-01  1.079E-01     1.108E-01   9.895E-01
 697.00     698.00     8.743E-01  1.068E-01     1.098E-01   9.811E-01
 698.00     699.00     8.688E-01  1.058E-01     1.091E-01   9.746E-01
 699.00     700.00     8.820E-01  1.072E-01     1.107E-01   9.892E-01
 700.00     701.00     8.575E-01  1.039E-01     1.075E-01   9.615E-01
 701.00     702.00     8.542E-01  1.033E-01     1.070E-01   9.575E-01
 702.00     703.00     8.607E-01  1.038E-01     1.078E-01   9.645E-01
 703.00     704.00     8.620E-01  1.037E-01     1.079E-01   9.657E-01
 704.00     705.00     8.670E-01  1.041E-01     1.085E-01   9.710E-01
 705.00     706.00     8.661E-01  1.037E-01     1.083E-01   9.699E-01
 706.00     707.00     8.605E-01  1.028E-01     1.075E-01   9.633E-01
 707.00     708.00     8.587E-01  1.023E-01     1.073E-01   9.610E-01
 708.00     709.00     8.504E-01  1.011E-01     1.062E-01   9.516E-01
 709.00     710.00     8.476E-01  1.005E-01     1.058E-01   9.482E-01
 710.00     711.00     8.567E-01  1.014E-01     1.069E-01   9.581E-01
 711.00     712.00     8.444E-01  9.968E-02     1.053E-01   9.441E-01
 712.00     713.00     8.401E-01  9.894E-02     1.047E-01   9.391E-01
 713.00     714.00     8.394E-01  9.862E-02     1.045E-01   9.380E-01
 714.00     715.00     8.414E-01  9.863E-02     1.047E-01   9.401E-01
 715.00     716.00     8.338E-01  9.750E-02     1.037E-01   9.313E-01
 716.00     717.00     8.252E-01  9.627E-02     1.026E-01   9.215E-01
 717.00     718.00     8.430E-01  9.812E-02     1.048E-01   9.412E-01
 718.00     719.00     8.165E-01  9.481E-02     1.014E-01   9.113E-01
 719.00     720.00     8.208E-01  9.510E-02     1.019E-01   9.159E-01
 720.00     721.00     8.166E-01  9.439E-02     1.014E-01   9.110E-01
 721.00     722.00     8.281E-01  9.549E-02     1.027E-01   9.236E-01
 722.00     723.00     8.141E-01  9.367E-02     1.009E-01   9.078E-01
 723.00     724.00     8.257E-01  9.478E-02     1.023E-01   9.205E-01
 724.00     725.00     8.230E-01  9.425E-02     1.019E-01   9.172E-01
 725.00     726.00     8.189E-01  9.357E-02     1.014E-01   9.124E-01
 726.00     727.00     8.153E-01  9.296E-02     1.009E-01   9.083E-01
 727.00     728.00     8.195E-01  9.321E-02     1.014E-01   9.127E-01
 728.00     729.00     8.047E-01  9.132E-02     9.949E-02   8.960E-01
 729.00     730.00     7.881E-01  8.924E-02     9.740E-02   8.773E-01
 730.00     731.00     8.099E-01  9.150E-02     1.000E-01   9.014E-01
 731.00     732.00     8.039E-01  9.062E-02     9.927E-02   8.946E-01
 732.00     733.00     7.989E-01  8.986E-02     9.860E-02   8.888E-01
 733.00     734.00     8.071E-01  9.057E-02     9.956E-02   8.976E-01
 734.00     735.00     8.095E-01  9.063E-02     9.981E-02   9.001E-01
 735.00     736.00     7.934E-01  8.863E-02     9.778E-02   8.820E-01
 736.00     737.00     7.975E-01  8.890E-02     9.825E-02   8.864E-01
 737.00     738.00     7.995E-01  8.892E-02     9.845E-02   8.884E-01
 738.00     739.00     7.848E-01  8.709E-02     9.660E-02   8.719E-01
 739.00     740.00     7.825E-01  8.664E-02     9.626E-02   8.691E-01
 740.00     741.00     7.865E-01  8.689E-02     9.672E-02   8.734E-01
 741.00     742.00     7.655E-01  8.438E-02     9.409E-02   8.499E-01
 742.00     743.00     7.781E-01  8.558E-02     9.560E-02   8.637E-01
 743.00     744.00     7.944E-01  8.718E-02     9.756E-02   8.816E-01
 744.00     745.00     7.765E-01  8.503E-02     9.532E-02   8.615E-01
 745.00     746.00     7.957E-01  8.694E-02     9.763E-02   8.826E-01
 746.00     747.00     7.860E-01  8.569E-02     9.640E-02   8.717E-01
 747.00     748.00     7.906E-01  8.601E-02     9.693E-02   8.766E-01
 748.00     749.00     7.910E-01  8.587E-02     9.693E-02   8.769E-01
 749.00     750.00     7.740E-01  8.383E-02     9.481E-02   8.578E-01
 750.00     751.00     7.842E-01  8.477E-02     9.602E-02   8.690E-01
 751.00     752.00     7.737E-01  8.345E-02     9.469E-02   8.571E-01
 752.00     753.00     7.763E-01  8.356E-02     9.497E-02   8.599E-01
 753.00     754.00     7.774E-01  8.349E-02     9.506E-02   8.609E-01
 754.00     755.00     7.788E-01  8.347E-02     9.520E-02   8.622E-01
 755.00     756.00     7.730E-01  8.267E-02     9.445E-02   8.556E-01
 756.00     757.00     7.746E-01  8.267E-02     9.461E-02   8.573E-01
 757.00     758.00     7.675E-01  8.174E-02     9.371E-02   8.493E-01
 758.00     759.00     7.603E-01  8.080E-02     9.279E-02   8.411E-01
 759.00     760.00     7.730E-01  8.198E-02     9.430E-02   8.550E-01
 760.00     761.00     7.633E-01  8.078E-02     9.308E-02   8.441E-01
 761.00     762.00     7.604E-01  8.030E-02     9.268E-02   8.407E-01
 762.00     763.00     7.611E-01  8.022E-02     9.274E-02   8.414E-01
 763.00     764.00     7.703E-01  8.101E-02     9.382E-02   8.513E-01
 764.00     765.00     7.677E-01  8.058E-02     9.347E-02   8.483E-01
 765.00     766.00     7.480E-01  7.834E-02     9.102E-02   8.263E-01
 766.00     767.00     7.212E-01  7.537E-02     8.773E-02   7.965E-01
 767.00     768.00     7.597E-01  7.924E-02     9.238E-02   8.389E-01
 768.00     769.00     7.548E-01  7.856E-02     9.175E-02   8.334E-01
 769.00     770.00     7.443E-01  7.731E-02     9.043E-02   8.216E-01
 770.00     771.00     7.459E-01  7.732E-02     9.060E-02   8.232E-01
 771.00     772.00     7.326E-01  7.578E-02     8.894E-02   8.083E-01
 772.00     773.00     7.377E-01  7.615E-02     8.953E-02   8.138E-01
 773.00     774.00     7.467E-01  7.692E-02     9.058E-02   8.236E-01
 774.00     775.00     7.359E-01  7.565E-02     8.924E-02   8.115E-01
 775.00     776.00     7.265E-01  7.453E-02     8.806E-02   8.010E-01
 776.00     777.00     7.395E-01  7.571E-02     8.961E-02   8.152E-01
 777.00     778.00     7.272E-01  7.430E-02     8.809E-02   8.015E-01
 778.00     779.00     7.287E-01  7.430E-02     8.823E-02   8.030E-01
 779.00     780.00     7.251E-01  7.379E-02     8.777E-02   7.989E-01
