 
 
 
 INPUT PARAMETERS:

 RADIATION SCHEME:             2  streams

 w-grid:          501    280.0000        780.0000    
 z-grid:           82    3.000000        80.00000    
  measurement point: index            4  altitude=    5.000000    
 idate =      20180801  esfact(1) =    0.9707147    
 air temperature: USSA, 1976
 air concentrations: USSA, 1976
 ozone profile: USSA, 1976
 DATAE1/SUN/susim_hi.flx
 DATAE1/SUN/atlas3_1994_317_a.dat        
 DATAE1/SUN/neckel.flx                   
 DATAE1/SUN/sao2010.solref.converted     
 aerosols:  Elterman (1968) continental profile
 lat=    60.00000      long=   -15.00000      ut=    12.00000    
 332.00     333.00     2.687E-01  2.501E-01     9.470E-02   5.188E-01
 333.00     334.00     2.549E-01  2.337E-01     8.877E-02   4.886E-01
 334.00     335.00     2.854E-01  2.584E-01     9.838E-02   5.439E-01
 335.00     336.00     2.890E-01  2.588E-01     9.869E-02   5.478E-01
 336.00     337.00     2.274E-01  2.008E-01     7.679E-02   4.282E-01
 337.00     338.00     2.517E-01  2.191E-01     8.404E-02   4.708E-01
 338.00     339.00     2.652E-01  2.285E-01     8.778E-02   4.937E-01
 339.00     340.00     2.894E-01  2.462E-01     9.482E-02   5.355E-01
 340.00     341.00     3.114E-01  2.613E-01     1.010E-01   5.727E-01
 341.00     342.00     2.768E-01  2.297E-01     8.894E-02   5.066E-01
 342.00     343.00     3.078E-01  2.523E-01     9.793E-02   5.601E-01
 343.00     344.00     3.213E-01  2.601E-01     1.012E-01   5.814E-01
 344.00     345.00     2.264E-01  1.809E-01     7.063E-02   4.073E-01
 345.00     346.00     3.105E-01  2.454E-01     9.602E-02   5.559E-01
 346.00     347.00     2.920E-01  2.279E-01     8.945E-02   5.200E-01
 347.00     348.00     2.864E-01  2.209E-01     8.692E-02   5.072E-01
 348.00     349.00     3.157E-01  2.407E-01     9.497E-02   5.564E-01
 349.00     350.00     2.656E-01  2.001E-01     7.917E-02   4.656E-01
 350.00     351.00     3.731E-01  2.779E-01     1.103E-01   6.510E-01
 351.00     352.00     3.228E-01  2.376E-01     9.456E-02   5.604E-01
 352.00     353.00     2.921E-01  2.126E-01     8.483E-02   5.046E-01
 353.00     354.00     3.527E-01  2.538E-01     1.016E-01   6.065E-01
 354.00     355.00     3.829E-01  2.725E-01     1.093E-01   6.554E-01
 355.00     356.00     3.590E-01  2.526E-01     1.017E-01   6.116E-01
 356.00     357.00     3.343E-01  2.326E-01     9.390E-02   5.669E-01
 357.00     358.00     2.852E-01  1.963E-01     7.946E-02   4.815E-01
 358.00     359.00     2.207E-01  1.503E-01     6.102E-02   3.710E-01
 359.00     360.00     3.726E-01  2.510E-01     1.022E-01   6.236E-01
 360.00     361.00     3.465E-01  2.309E-01     9.428E-02   5.773E-01
 361.00     362.00     3.133E-01  2.065E-01     8.460E-02   5.198E-01
 362.00     363.00     3.690E-01  2.407E-01     9.888E-02   6.097E-01
 363.00     364.00     3.292E-01  2.125E-01     8.756E-02   5.417E-01
 364.00     365.00     3.602E-01  2.301E-01     9.508E-02   5.902E-01
 365.00     366.00     4.401E-01  2.782E-01     1.153E-01   7.184E-01
 366.00     367.00     4.671E-01  2.923E-01     1.215E-01   7.594E-01
 367.00     368.00     4.447E-01  2.754E-01     1.149E-01   7.202E-01
 368.00     369.00     3.918E-01  2.402E-01     1.005E-01   6.319E-01
 369.00     370.00     4.712E-01  2.860E-01     1.200E-01   7.572E-01
 370.00     371.00     4.287E-01  2.576E-01     1.084E-01   6.862E-01
 371.00     372.00     4.918E-01  2.926E-01     1.235E-01   7.843E-01
 372.00     373.00     3.642E-01  2.145E-01     9.087E-02   5.787E-01
 373.00     374.00     3.300E-01  1.925E-01     8.180E-02   5.226E-01
 374.00     375.00     3.632E-01  2.098E-01     8.941E-02   5.730E-01
 375.00     376.00     4.108E-01  2.350E-01     1.005E-01   6.458E-01
 376.00     377.00     4.112E-01  2.330E-01     9.993E-02   6.442E-01
 377.00     378.00     4.909E-01  2.755E-01     1.185E-01   7.664E-01
 378.00     379.00     5.363E-01  2.982E-01     1.287E-01   8.345E-01
 379.00     380.00     3.977E-01  2.191E-01     9.484E-02   6.168E-01
 380.00     381.00     4.795E-01  2.616E-01     1.136E-01   7.411E-01
 381.00     382.00     4.516E-01  2.442E-01     1.064E-01   6.957E-01
 382.00     383.00     3.016E-01  1.616E-01     7.061E-02   4.632E-01
 383.00     384.00     2.655E-01  1.409E-01     6.177E-02   4.064E-01
 384.00     385.00     3.993E-01  2.100E-01     9.236E-02   6.093E-01
 385.00     386.00     3.959E-01  2.064E-01     9.105E-02   6.023E-01
 386.00     387.00     4.044E-01  2.089E-01     9.248E-02   6.134E-01
 387.00     388.00     3.767E-01  1.929E-01     8.565E-02   5.696E-01
 388.00     389.00     3.784E-01  1.920E-01     8.555E-02   5.704E-01
 389.00     390.00     4.782E-01  2.406E-01     1.075E-01   7.188E-01
 390.00     391.00     4.707E-01  2.347E-01     1.052E-01   7.054E-01
 391.00     392.00     5.596E-01  2.766E-01     1.244E-01   8.362E-01
 392.00     393.00     4.205E-01  2.061E-01     9.299E-02   6.266E-01
 393.00     394.00     1.832E-01  8.902E-02     4.029E-02   2.722E-01
 394.00     395.00     4.319E-01  2.081E-01     9.451E-02   6.400E-01
 395.00     396.00     5.568E-01  2.660E-01     1.212E-01   8.229E-01
 396.00     397.00     3.276E-01  1.552E-01     7.094E-02   4.828E-01
 397.00     398.00     3.788E-01  1.780E-01     8.161E-02   5.568E-01
 398.00     399.00     6.522E-01  3.039E-01     1.398E-01   9.560E-01
 399.00     400.00     6.797E-01  3.141E-01     1.449E-01   9.937E-01
 400.00     401.00     7.159E-01  3.281E-01     1.519E-01   1.044E+00
 401.00     402.00     7.380E-01  3.355E-01     1.558E-01   1.073E+00
 402.00     403.00     7.675E-01  3.461E-01     1.613E-01   1.114E+00
 403.00     404.00     7.038E-01  3.148E-01     1.472E-01   1.019E+00
 404.00     405.00     6.916E-01  3.069E-01     1.439E-01   9.984E-01
 405.00     406.00     7.197E-01  3.168E-01     1.491E-01   1.037E+00
 406.00     407.00     6.791E-01  2.966E-01     1.400E-01   9.757E-01
 407.00     408.00     6.859E-01  2.972E-01     1.408E-01   9.831E-01
 408.00     409.00     7.652E-01  3.290E-01     1.564E-01   1.094E+00
 409.00     410.00     7.515E-01  3.206E-01     1.529E-01   1.072E+00
 410.00     411.00     6.528E-01  2.763E-01     1.322E-01   9.292E-01
 411.00     412.00     7.860E-01  3.302E-01     1.585E-01   1.116E+00
 412.00     413.00     7.803E-01  3.253E-01     1.566E-01   1.106E+00
 413.00     414.00     7.581E-01  3.136E-01     1.515E-01   1.072E+00
 414.00     415.00     7.804E-01  3.204E-01     1.553E-01   1.101E+00
 415.00     416.00     7.477E-01  3.047E-01     1.482E-01   1.052E+00
 416.00     417.00     8.151E-01  3.297E-01     1.608E-01   1.145E+00
 417.00     418.00     7.463E-01  2.996E-01     1.467E-01   1.046E+00
 418.00     419.00     7.534E-01  3.003E-01     1.474E-01   1.054E+00
 419.00     420.00     7.795E-01  3.084E-01     1.519E-01   1.088E+00
 420.00     421.00     7.846E-01  3.081E-01     1.523E-01   1.093E+00
 421.00     422.00     8.199E-01  3.197E-01     1.585E-01   1.140E+00
 422.00     423.00     7.284E-01  2.819E-01     1.403E-01   1.010E+00
 423.00     424.00     7.954E-01  3.057E-01     1.526E-01   1.101E+00
 424.00     425.00     7.994E-01  3.051E-01     1.527E-01   1.104E+00
 425.00     426.00     7.758E-01  2.939E-01     1.477E-01   1.070E+00
 426.00     427.00     7.853E-01  2.955E-01     1.489E-01   1.081E+00
 427.00     428.00     7.199E-01  2.690E-01     1.360E-01   9.889E-01
 428.00     429.00     7.639E-01  2.834E-01     1.438E-01   1.047E+00
 429.00     430.00     6.997E-01  2.578E-01     1.312E-01   9.574E-01
 430.00     431.00     5.169E-01  1.891E-01     9.657E-02   7.061E-01
 431.00     432.00     7.252E-01  2.635E-01     1.350E-01   9.887E-01
 432.00     433.00     7.758E-01  2.800E-01     1.439E-01   1.056E+00
 433.00     434.00     8.539E-01  3.061E-01     1.578E-01   1.160E+00
 434.00     435.00     7.389E-01  2.631E-01     1.361E-01   1.002E+00
 435.00     436.00     8.420E-01  2.978E-01     1.545E-01   1.140E+00
 436.00     437.00     9.065E-01  3.184E-01     1.658E-01   1.225E+00
 437.00     438.00     8.559E-01  2.987E-01     1.560E-01   1.155E+00
 438.00     439.00     7.644E-01  2.650E-01     1.389E-01   1.029E+00
 439.00     440.00     8.691E-01  2.993E-01     1.573E-01   1.168E+00
 440.00     441.00     8.214E-01  2.810E-01     1.482E-01   1.102E+00
 441.00     442.00     9.200E-01  3.127E-01     1.655E-01   1.233E+00
 442.00     443.00     9.587E-01  3.238E-01     1.719E-01   1.282E+00
 443.00     444.00     9.227E-01  3.096E-01     1.649E-01   1.232E+00
 444.00     445.00     9.529E-01  3.177E-01     1.697E-01   1.271E+00
 445.00     446.00     9.027E-01  2.990E-01     1.603E-01   1.202E+00
 446.00     447.00     8.994E-01  2.961E-01     1.592E-01   1.195E+00
 447.00     448.00     9.822E-01  3.213E-01     1.733E-01   1.304E+00
 448.00     449.00     9.530E-01  3.098E-01     1.676E-01   1.263E+00
 449.00     450.00     9.500E-01  3.069E-01     1.666E-01   1.257E+00
 450.00     451.00     1.021E+00  3.277E-01     1.785E-01   1.348E+00
 451.00     452.00     1.007E+00  3.213E-01     1.755E-01   1.328E+00
 452.00     453.00     9.661E-01  3.063E-01     1.679E-01   1.272E+00
 453.00     454.00     9.327E-01  2.939E-01     1.616E-01   1.227E+00
 454.00     455.00     9.930E-01  3.110E-01     1.716E-01   1.304E+00
 455.00     456.00     9.572E-01  2.980E-01     1.649E-01   1.255E+00
 456.00     457.00     1.024E+00  3.168E-01     1.759E-01   1.341E+00
 457.00     458.00     1.035E+00  3.183E-01     1.773E-01   1.353E+00
 458.00     459.00     9.705E-01  2.967E-01     1.658E-01   1.267E+00
 459.00     460.00     9.941E-01  3.021E-01     1.693E-01   1.296E+00
 460.00     461.00     1.008E+00  3.046E-01     1.713E-01   1.313E+00
 461.00     462.00     1.038E+00  3.116E-01     1.758E-01   1.349E+00
 462.00     463.00     1.036E+00  3.093E-01     1.750E-01   1.345E+00
 463.00     464.00     1.019E+00  3.023E-01     1.716E-01   1.321E+00
 464.00     465.00     9.875E-01  2.914E-01     1.659E-01   1.279E+00
 465.00     466.00     1.007E+00  2.955E-01     1.688E-01   1.302E+00
 466.00     467.00     9.805E-01  2.860E-01     1.639E-01   1.267E+00
 467.00     468.00     1.017E+00  2.949E-01     1.695E-01   1.311E+00
 468.00     469.00     9.986E-01  2.880E-01     1.661E-01   1.287E+00
 469.00     470.00     1.015E+00  2.911E-01     1.684E-01   1.306E+00
 470.00     471.00     9.554E-01  2.724E-01     1.581E-01   1.228E+00
 471.00     472.00     9.998E-01  2.835E-01     1.650E-01   1.283E+00
 472.00     473.00     1.048E+00  2.954E-01     1.725E-01   1.343E+00
 473.00     474.00     9.937E-01  2.786E-01     1.632E-01   1.272E+00
 474.00     475.00     1.044E+00  2.911E-01     1.710E-01   1.335E+00
 475.00     476.00     1.028E+00  2.850E-01     1.680E-01   1.313E+00
 476.00     477.00     1.001E+00  2.761E-01     1.632E-01   1.277E+00
 477.00     478.00     1.069E+00  2.933E-01     1.739E-01   1.363E+00
 478.00     479.00     1.043E+00  2.845E-01     1.692E-01   1.328E+00
 479.00     480.00     1.055E+00  2.863E-01     1.708E-01   1.342E+00
 480.00     481.00     1.038E+00  2.799E-01     1.676E-01   1.318E+00
 481.00     482.00     1.063E+00  2.851E-01     1.712E-01   1.348E+00
 482.00     483.00     1.058E+00  2.823E-01     1.700E-01   1.340E+00
 483.00     484.00     1.035E+00  2.749E-01     1.661E-01   1.310E+00
 484.00     485.00     1.017E+00  2.686E-01     1.628E-01   1.286E+00
 485.00     486.00     9.724E-01  2.554E-01     1.553E-01   1.228E+00
 486.00     487.00     8.080E-01  2.111E-01     1.287E-01   1.019E+00
 487.00     488.00     9.407E-01  2.446E-01     1.496E-01   1.185E+00
 488.00     489.00     1.016E+00  2.627E-01     1.611E-01   1.278E+00
 489.00     490.00     1.012E+00  2.603E-01     1.602E-01   1.272E+00
 490.00     491.00     1.055E+00  2.700E-01     1.666E-01   1.325E+00
 491.00     492.00     1.019E+00  2.595E-01     1.606E-01   1.278E+00
 492.00     493.00     9.510E-01  2.409E-01     1.496E-01   1.192E+00
 493.00     494.00     1.025E+00  2.585E-01     1.610E-01   1.284E+00
 494.00     495.00     1.041E+00  2.611E-01     1.631E-01   1.302E+00
 495.00     496.00     1.007E+00  2.511E-01     1.573E-01   1.258E+00
 496.00     497.00     1.062E+00  2.635E-01     1.656E-01   1.325E+00
 497.00     498.00     1.051E+00  2.596E-01     1.637E-01   1.311E+00
 498.00     499.00     9.733E-01  2.392E-01     1.512E-01   1.213E+00
 499.00     500.00     1.030E+00  2.519E-01     1.598E-01   1.282E+00
 500.00     501.00     9.585E-01  2.332E-01     1.483E-01   1.192E+00
 501.00     502.00     9.502E-01  2.300E-01     1.467E-01   1.180E+00
 502.00     503.00     9.817E-01  2.364E-01     1.513E-01   1.218E+00
 503.00     504.00     1.023E+00  2.452E-01     1.574E-01   1.268E+00
 504.00     505.00     9.747E-01  2.324E-01     1.496E-01   1.207E+00
 505.00     506.00     1.012E+00  2.401E-01     1.550E-01   1.252E+00
 506.00     507.00     1.031E+00  2.436E-01     1.577E-01   1.275E+00
 507.00     508.00     1.012E+00  2.379E-01     1.545E-01   1.250E+00
 508.00     509.00     9.635E-01  2.254E-01     1.468E-01   1.189E+00
 509.00     510.00     1.022E+00  2.381E-01     1.555E-01   1.261E+00
 510.00     511.00     9.798E-01  2.271E-01     1.488E-01   1.207E+00
 511.00     512.00     1.022E+00  2.357E-01     1.549E-01   1.258E+00
 512.00     513.00     9.863E-01  2.264E-01     1.492E-01   1.213E+00
 513.00     514.00     9.823E-01  2.244E-01     1.484E-01   1.207E+00
 514.00     515.00     9.379E-01  2.133E-01     1.414E-01   1.151E+00
 515.00     516.00     9.954E-01  2.253E-01     1.498E-01   1.221E+00
 516.00     517.00     8.996E-01  2.027E-01     1.352E-01   1.102E+00
 517.00     518.00     8.691E-01  1.949E-01     1.303E-01   1.064E+00
 518.00     519.00     8.786E-01  1.961E-01     1.315E-01   1.075E+00
 519.00     520.00     9.484E-01  2.107E-01     1.418E-01   1.159E+00
 520.00     521.00     9.704E-01  2.147E-01     1.448E-01   1.185E+00
 521.00     522.00     9.878E-01  2.175E-01     1.471E-01   1.205E+00
 522.00     523.00     9.718E-01  2.130E-01     1.445E-01   1.185E+00
 523.00     524.00     9.906E-01  2.161E-01     1.471E-01   1.207E+00
 524.00     525.00     1.032E+00  2.240E-01     1.529E-01   1.256E+00
 525.00     526.00     1.012E+00  2.188E-01     1.497E-01   1.231E+00
 526.00     527.00     9.310E-01  2.004E-01     1.375E-01   1.131E+00
 527.00     528.00     9.207E-01  1.972E-01     1.358E-01   1.118E+00
 528.00     529.00     1.004E+00  2.140E-01     1.478E-01   1.218E+00
 529.00     530.00     1.021E+00  2.168E-01     1.502E-01   1.238E+00
 530.00     531.00     1.027E+00  2.171E-01     1.508E-01   1.244E+00
 531.00     532.00     1.045E+00  2.200E-01     1.532E-01   1.265E+00
 532.00     533.00     9.626E-01  2.017E-01     1.409E-01   1.164E+00
 533.00     534.00     1.011E+00  2.108E-01     1.477E-01   1.221E+00
 534.00     535.00     9.914E-01  2.059E-01     1.446E-01   1.197E+00
 535.00     536.00     1.039E+00  2.149E-01     1.514E-01   1.254E+00
 536.00     537.00     1.012E+00  2.083E-01     1.471E-01   1.220E+00
 537.00     538.00     9.899E-01  2.030E-01     1.438E-01   1.193E+00
 538.00     539.00     1.021E+00  2.084E-01     1.480E-01   1.229E+00
 539.00     540.00     9.745E-01  1.982E-01     1.411E-01   1.173E+00
 540.00     541.00     9.662E-01  1.956E-01     1.397E-01   1.162E+00
 541.00     542.00     9.948E-01  2.006E-01     1.436E-01   1.195E+00
 542.00     543.00     1.014E+00  2.036E-01     1.462E-01   1.217E+00
 543.00     544.00     9.807E-01  1.961E-01     1.412E-01   1.177E+00
 544.00     545.00     1.017E+00  2.024E-01     1.462E-01   1.219E+00
 545.00     546.00     1.030E+00  2.042E-01     1.478E-01   1.234E+00
 546.00     547.00     1.023E+00  2.020E-01     1.467E-01   1.225E+00
 547.00     548.00     1.001E+00  1.967E-01     1.433E-01   1.197E+00
 548.00     549.00     1.020E+00  1.997E-01     1.458E-01   1.219E+00
 549.00     550.00     1.033E+00  2.014E-01     1.475E-01   1.234E+00
 550.00     551.00     1.026E+00  1.984E-01     1.461E-01   1.225E+00
 551.00     552.00     1.021E+00  1.965E-01     1.451E-01   1.217E+00
 552.00     553.00     1.024E+00  1.963E-01     1.454E-01   1.220E+00
 553.00     554.00     1.019E+00  1.945E-01     1.444E-01   1.213E+00
 554.00     555.00     1.033E+00  1.964E-01     1.462E-01   1.229E+00
 555.00     556.00     1.036E+00  1.963E-01     1.465E-01   1.233E+00
 556.00     557.00     1.011E+00  1.909E-01     1.428E-01   1.202E+00
 557.00     558.00     9.942E-01  1.869E-01     1.402E-01   1.181E+00
 558.00     559.00     9.859E-01  1.845E-01     1.389E-01   1.170E+00
 559.00     560.00     9.707E-01  1.810E-01     1.366E-01   1.152E+00
 560.00     561.00     9.906E-01  1.839E-01     1.392E-01   1.175E+00
 561.00     562.00     9.951E-01  1.840E-01     1.396E-01   1.179E+00
 562.00     563.00     9.934E-01  1.830E-01     1.392E-01   1.176E+00
 563.00     564.00     1.008E+00  1.849E-01     1.411E-01   1.193E+00
 564.00     565.00     1.009E+00  1.843E-01     1.410E-01   1.193E+00
 565.00     566.00     9.911E-01  1.805E-01     1.384E-01   1.172E+00
 566.00     567.00     9.729E-01  1.764E-01     1.357E-01   1.149E+00
 567.00     568.00     1.021E+00  1.845E-01     1.423E-01   1.206E+00
 568.00     569.00     9.787E-01  1.762E-01     1.362E-01   1.155E+00
 569.00     570.00     1.009E+00  1.809E-01     1.402E-01   1.190E+00
 570.00     571.00     9.807E-01  1.749E-01     1.361E-01   1.156E+00
 571.00     572.00     9.646E-01  1.716E-01     1.337E-01   1.136E+00
 572.00     573.00     1.027E+00  1.820E-01     1.422E-01   1.209E+00
 573.00     574.00     1.021E+00  1.803E-01     1.412E-01   1.201E+00
 574.00     575.00     1.015E+00  1.787E-01     1.403E-01   1.194E+00
 575.00     576.00     9.959E-01  1.746E-01     1.374E-01   1.171E+00
 576.00     577.00     1.003E+00  1.753E-01     1.383E-01   1.179E+00
 577.00     578.00     1.012E+00  1.762E-01     1.394E-01   1.189E+00
 578.00     579.00     9.702E-01  1.683E-01     1.335E-01   1.139E+00
 579.00     580.00     9.956E-01  1.721E-01     1.368E-01   1.168E+00
 580.00     581.00     1.005E+00  1.732E-01     1.379E-01   1.178E+00
 581.00     582.00     1.000E+00  1.716E-01     1.371E-01   1.172E+00
 582.00     583.00     1.018E+00  1.740E-01     1.394E-01   1.192E+00
 583.00     584.00     1.011E+00  1.723E-01     1.383E-01   1.183E+00
 584.00     585.00     1.011E+00  1.717E-01     1.382E-01   1.183E+00
 585.00     586.00     9.788E-01  1.656E-01     1.336E-01   1.144E+00
 586.00     587.00     9.883E-01  1.667E-01     1.348E-01   1.155E+00
 587.00     588.00     1.010E+00  1.696E-01     1.376E-01   1.179E+00
 588.00     589.00     9.983E-01  1.671E-01     1.359E-01   1.165E+00
 589.00     590.00     8.541E-01  1.425E-01     1.161E-01   9.967E-01
 590.00     591.00     9.926E-01  1.650E-01     1.348E-01   1.158E+00
 591.00     592.00     9.867E-01  1.635E-01     1.339E-01   1.150E+00
 592.00     593.00     1.001E+00  1.654E-01     1.357E-01   1.166E+00
 593.00     594.00     9.815E-01  1.615E-01     1.329E-01   1.143E+00
 594.00     595.00     9.968E-01  1.634E-01     1.349E-01   1.160E+00
 595.00     596.00     9.719E-01  1.588E-01     1.314E-01   1.131E+00
 596.00     597.00     9.933E-01  1.617E-01     1.341E-01   1.155E+00
 597.00     598.00     9.849E-01  1.598E-01     1.328E-01   1.145E+00
 598.00     599.00     9.673E-01  1.564E-01     1.304E-01   1.124E+00
 599.00     600.00     9.784E-01  1.576E-01     1.317E-01   1.136E+00
 600.00     601.00     9.680E-01  1.554E-01     1.302E-01   1.123E+00
 601.00     602.00     9.599E-01  1.536E-01     1.290E-01   1.113E+00
 602.00     603.00     9.473E-01  1.510E-01     1.272E-01   1.098E+00
 603.00     604.00     9.866E-01  1.568E-01     1.323E-01   1.143E+00
 604.00     605.00     9.814E-01  1.554E-01     1.315E-01   1.137E+00
 605.00     606.00     9.766E-01  1.542E-01     1.307E-01   1.131E+00
 606.00     607.00     9.771E-01  1.538E-01     1.307E-01   1.131E+00
 607.00     608.00     9.921E-01  1.557E-01     1.326E-01   1.148E+00
 608.00     609.00     9.665E-01  1.512E-01     1.290E-01   1.118E+00
 609.00     610.00     9.752E-01  1.520E-01     1.301E-01   1.127E+00
 610.00     611.00     9.559E-01  1.486E-01     1.274E-01   1.105E+00
 611.00     612.00     9.826E-01  1.523E-01     1.308E-01   1.135E+00
 612.00     613.00     9.584E-01  1.481E-01     1.275E-01   1.106E+00
 613.00     614.00     9.445E-01  1.454E-01     1.256E-01   1.090E+00
 614.00     615.00     9.645E-01  1.480E-01     1.281E-01   1.112E+00
 615.00     616.00     9.603E-01  1.469E-01     1.274E-01   1.107E+00
 616.00     617.00     9.250E-01  1.411E-01     1.227E-01   1.066E+00
 617.00     618.00     9.387E-01  1.427E-01     1.244E-01   1.081E+00
 618.00     619.00     9.701E-01  1.471E-01     1.284E-01   1.117E+00
 619.00     620.00     9.611E-01  1.453E-01     1.271E-01   1.106E+00
 620.00     621.00     9.754E-01  1.470E-01     1.289E-01   1.122E+00
 621.00     622.00     9.618E-01  1.445E-01     1.270E-01   1.106E+00
 622.00     623.00     9.614E-01  1.439E-01     1.269E-01   1.105E+00
 623.00     624.00     9.424E-01  1.407E-01     1.243E-01   1.083E+00
 624.00     625.00     9.342E-01  1.390E-01     1.231E-01   1.073E+00
 625.00     626.00     9.341E-01  1.386E-01     1.230E-01   1.073E+00
 626.00     627.00     9.546E-01  1.413E-01     1.256E-01   1.096E+00
 627.00     628.00     9.664E-01  1.426E-01     1.270E-01   1.109E+00
 628.00     629.00     9.593E-01  1.410E-01     1.260E-01   1.100E+00
 629.00     630.00     9.583E-01  1.405E-01     1.258E-01   1.099E+00
 630.00     631.00     9.444E-01  1.381E-01     1.238E-01   1.082E+00
 631.00     632.00     9.342E-01  1.362E-01     1.224E-01   1.070E+00
 632.00     633.00     9.456E-01  1.374E-01     1.238E-01   1.083E+00
 633.00     634.00     9.414E-01  1.364E-01     1.232E-01   1.078E+00
 634.00     635.00     9.391E-01  1.357E-01     1.228E-01   1.075E+00
 635.00     636.00     9.560E-01  1.377E-01     1.249E-01   1.094E+00
 636.00     637.00     9.288E-01  1.334E-01     1.212E-01   1.062E+00
 637.00     638.00     9.563E-01  1.370E-01     1.247E-01   1.093E+00
