UNIX time;ISO time;temperature min;temperature avg;temperature max;pressure min;pressure avg;pressure max;humidity min;humidity avg;humidity max
1505278800;2017-09-13T08:00:00.000Z;16.685;16.704;16.728;984.948;985.072;985.215;60.665;60.747;60.81
1505282400;2017-09-13T09:00:00.000Z;16.674;16.701;16.749;984.635;984.861;985.028;60.383;60.583;60.749
1505286000;2017-09-13T10:00:00.000Z;16.739;16.78;16.846;984.205;984.444;984.698;59.887;60.17;60.406
1505289600;2017-09-13T11:00:00.000Z;16.792;16.852;16.921;983.795;984.049;984.29;59.75;59.868;60.062
1505293200;2017-09-13T12:00:00.000Z;16.91;16.938;17.007;983.45;983.672;983.865;59.864;60.086;60.291
1505296800;2017-09-13T13:00:00.000Z;16.996;17.058;17.168;982.99;983.233;983.558;59.94;60.1;60.429
1505300400;2017-09-13T14:00:00.000Z;17.125;17.176;17.211;982.803;982.921;983.088;60.001;60.161;60.398
1505304000;2017-09-13T15:00:00.000Z;17.2;17.395;17.725;982.438;982.807;983.025;59.33;59.953;60.429
1505307600;2017-09-13T16:00:00.000Z;17.597;17.632;17.682;982.18;982.432;982.613;59.444;59.835;60.131
1505311200;2017-09-13T17:00:00.000Z;17.586;17.634;17.768;982.09;982.229;982.368;60.017;60.181;60.276
1505314800;2017-09-13T18:00:00.000Z;17.757;18.171;18.787;981.403;981.898;982.223;57.69;59.153;60.07
1505318400;2017-09-13T19:00:00.000Z;18.39;18.694;18.948;980.97;981.175;981.483;57.43;58.099;59.17
1505322000;2017-09-13T20:00:00.000Z;18.036;18.179;18.39;980.658;980.858;981.033;59.147;59.917;60.444
1505325600;2017-09-13T21:00:00.000Z;17.897;17.997;18.069;980.278;980.526;980.745;60.093;60.31;60.558
1505329200;2017-09-13T22:00:00.000Z;17.672;17.783;17.908;979.945;980.204;980.398;60.528;60.841;61.161
1505332800;2017-09-13T23:00:00.000Z;17.468;17.573;17.682;979.163;979.538;980.003;60.741;60.93;61.199
1505336400;2017-09-14T00:00:00.000Z;17.189;17.326;17.468;978.898;979.094;979.278;60.772;60.846;60.886
1505340000;2017-09-14T01:00:00.000Z;16.964;17.07;17.189;978.273;978.637;978.983;60.81;60.866;60.917
1505343600;2017-09-14T02:00:00.000Z;16.771;16.869;16.975;977.365;977.89;978.338;60.81;60.848;60.894
1505347200;2017-09-14T03:00:00.000Z;16.631;16.703;16.782;976.605;977.006;977.44;60.757;60.819;60.864
1505350800;2017-09-14T04:00:00.000Z;16.492;16.565;16.642;975.848;976.23;976.67;60.726;60.763;60.81
1505354400;2017-09-14T05:00:00.000Z;16.385;16.437;16.492;975.068;975.462;975.908;60.642;60.728;60.81
1505358000;2017-09-14T06:00:00.000Z;16.277;16.332;16.395;974.195;974.69;975.125;60.612;60.684;60.726
1505361600;2017-09-14T07:00:00.000Z;16.17;16.223;16.288;973.753;974.019;974.255;60.619;60.697;60.757
1505365200;2017-09-14T08:00:00.000Z;16.095;16.143;16.181;973.533;973.68;973.833;60.444;60.577;60.673
1505368800;2017-09-14T09:00:00.000Z;16.052;16.081;16.106;973.278;973.477;973.67;60.421;60.591;60.734
1505372400;2017-09-14T10:00:00.000Z;16.009;16.036;16.063;973.053;973.193;973.35;60.36;60.495;60.619
1505376000;2017-09-14T11:00:00.000Z;16.009;16.045;16.159;972.615;972.933;973.165;59.849;60.294;60.589
1505379600;2017-09-14T12:00:00.000Z;16.159;16.213;16.32;972.508;972.635;972.745;59.788;59.97;60.131
1505383200;2017-09-14T13:00:00.000Z;16.31;16.322;16.331;972.503;972.617;972.765;59.788;59.957;60.101
1505386800;2017-09-14T14:00:00.000Z;16.32;16.362;16.492;972.683;972.829;972.943;59.75;60.053;60.184
1505390400;2017-09-14T15:00:00.000Z;16.438;16.556;16.739;972.733;972.869;972.97;59.521;59.804;59.986
1505394000;2017-09-14T16:00:00.000Z;16.685;16.741;16.803;972.47;972.638;972.805;59.376;59.584;59.834
1505397600;2017-09-14T17:00:00.000Z;16.749;16.929;17.007;972.44;972.574;972.688;59.376;59.539;59.75
1505401200;2017-09-14T18:00:00.000Z;16.975;17.011;17.06;972.438;972.549;972.675;59.399;59.664;60.032
1505404800;2017-09-14T19:00:00.000Z;16.857;16.899;16.996;972.303;972.382;972.52;59.864;60.372;60.604
1505408400;2017-09-14T20:00:00.000Z;16.835;16.887;16.921;971.98;972.157;972.37;60.436;60.538;60.604
1505412000;2017-09-14T21:00:00.000Z;16.717;16.774;16.835;972.045;972.137;972.213;60.551;60.718;60.925
1505415600;2017-09-14T22:00:00.000Z;16.631;16.677;16.728;972.098;972.193;972.295;60.78;61.049;61.298
1505419200;2017-09-14T23:00:00.000Z;16.546;16.596;16.642;972.08;972.193;972.323;61.123;61.203;61.298
1505422800;2017-09-15T00:00:00.000Z;16.46;16.504;16.556;972.263;972.422;972.568;61.016;61.105;61.214
1505426400;2017-09-15T01:00:00.000Z;16.385;16.427;16.46;972.508;972.6;972.685;60.986;61.073;61.131
1505430000;2017-09-15T02:00:00.000Z;16.32;16.351;16.395;972.56;972.874;973.143;61.039;61.133;61.214
1505433600;2017-09-15T03:00:00.000Z;16.235;16.281;16.32;973.06;973.283;973.668;61.077;61.144;61.214
1505437200;2017-09-15T04:00:00.000Z;16.17;16.205;16.245;973.565;973.688;973.845;61.1;61.155;61.214
1505440800;2017-09-15T05:00:00.000Z;16.084;16.125;16.181;973.76;974.023;974.265;61.1;61.167;61.245
1505444400;2017-09-15T06:00:00.000Z;16.02;16.06;16.084;974.198;974.463;974.758;61.131;61.181;61.245
1505448000;2017-09-15T07:00:00.000Z;15.945;15.983;16.02;974.66;974.867;975.25;61.131;61.205;61.245
1505451600;2017-09-15T08:00:00.000Z;15.891;15.915;15.945;975.195;975.42;975.753;61.138;61.193;61.253
1505455200;2017-09-15T09:00:00.000Z;15.859;15.875;15.902;975.683;976.229;976.61;60.993;61.094;61.169
1505458800;2017-09-15T10:00:00.000Z;15.848;15.877;15.923;976.553;976.813;977.033;60.764;60.939;61.077
1505462400;2017-09-15T11:00:00.000Z;15.902;15.938;15.999;976.958;977.266;977.673;60.566;60.752;60.879
1505466000;2017-09-15T12:00:00.000Z;15.999;16.081;16.17;977.585;977.763;977.96;60.246;60.447;60.65
1505469600;2017-09-15T13:00:00.000Z;16.159;16.253;16.363;977.87;978.168;978.465;60.184;60.316;60.444
1505473200;2017-09-15T14:00:00.000Z;16.32;16.397;16.481;978.383;978.819;979.218;60.215;60.37;60.474
1505476800;2017-09-15T15:00:00.000Z;16.47;16.634;16.792;979.145;979.525;979.863;59.719;60.167;60.413
1505480400;2017-09-15T16:00:00.000Z;16.749;16.858;17.007;979.788;980.068;980.313;59.483;59.807;60.238
1505484000;2017-09-15T17:00:00.000Z;16.899;17.079;17.404;980.05;980.415;980.888;59.338;59.84;60.345
1505487600;2017-09-15T18:00:00.000Z;17.135;17.302;17.489;980.683;981.005;981.333;59.162;59.628;60.055
1505491200;2017-09-15T19:00:00.000Z;17.028;17.163;17.307;981.248;981.509;981.885;59.597;59.989;60.314
1505494800;2017-09-15T20:00:00.000Z;16.932;17.016;17.082;981.805;982.134;982.383;60.261;60.75;61.237
1505498400;2017-09-15T21:00:00.000Z;16.696;16.821;16.932;982.313;982.714;983.21;60.864;61.069;61.321
1505502000;2017-09-15T22:00:00.000Z;16.47;16.578;16.696;983.118;983.449;983.723;60.871;60.976;61.07
1505505600;2017-09-15T23:00:00.000Z;16.256;16.362;16.481;983.65;983.764;983.943;60.871;60.992;61.07
1505509200;2017-09-16T00:00:00.000Z;16.02;16.134;16.256;983.89;983.991;984.075;60.963;61.08;61.131
1505512800;2017-09-16T01:00:00.000Z;15.795;15.905;16.02;983.95;984.092;984.318;61.024;61.095;61.161
1505516400;2017-09-16T02:00:00.000Z;15.57;15.685;15.795;984.22;984.554;984.798;60.94;61.022;61.077
1505520000;2017-09-16T03:00:00.000Z;15.377;15.474;15.57;984.673;984.931;985.078;60.886;60.932;61.001
1505523600;2017-09-16T04:00:00.000Z;15.205;15.292;15.377;985.01;985.184;985.378;60.864;60.918;60.97
1505527200;2017-09-16T05:00:00.000Z;15.076;15.143;15.216;985.258;985.374;985.473;60.635;60.806;60.917
1505530800;2017-09-16T06:00:00.000Z;14.958;15.022;15.076;985.303;985.502;985.66;60.581;60.659;60.749
1505534400;2017-09-16T07:00:00.000Z;14.872;14.923;14.969;985.5;985.595;985.713;60.497;60.622;60.719
1505538000;2017-09-16T08:00:00.000Z;14.808;14.843;14.872;985.625;986.118;986.5;60.528;60.622;60.696
1505541600;2017-09-16T09:00:00.000Z;14.787;14.804;14.819;986.393;986.705;987.015;60.497;60.598;60.696
1505545200;2017-09-16T10:00:00.000Z;14.776;14.824;14.872;986.915;987.542;988.003;60.268;60.493;60.642
1505548800;2017-09-16T11:00:00.000Z;14.862;14.894;14.969;987.945;988.401;988.87;60.207;60.294;60.413
1505552400;2017-09-16T12:00:00.000Z;14.969;15.04;15.162;988.735;989.123;989.483;60.032;60.174;60.299
1505556000;2017-09-16T13:00:00.000Z;15.108;15.188;15.248;989.343;989.813;990.478;60.062;60.23;60.375
1505559600;2017-09-16T14:00:00.000Z;15.216;15.283;15.312;990.415;991.017;991.523;60.116;60.254;60.406
1505563200;2017-09-16T15:00:00.000Z;15.301;15.488;15.623;991.46;991.904;992.328;59.795;60.017;60.261
1505566800;2017-09-16T16:00:00.000Z;15.559;15.698;15.795;992.273;992.642;993.083;59.544;59.86;60.116
1505570400;2017-09-16T17:00:00.000Z;15.72;15.771;15.816;992.98;993.462;993.875;59.826;60.051;60.314
1505574000;2017-09-16T18:00:00.000Z;15.645;15.677;15.72;993.745;994.2;994.585;60.2;60.319;60.452
1505577600;2017-09-16T19:00:00.000Z;15.698;15.736;15.763;994.505;994.885;995.243;60.2;60.283;60.429
1505581200;2017-09-16T20:00:00.000Z;15.591;15.646;15.73;995.173;995.39;995.738;60.314;60.54;60.741
1505584800;2017-09-16T21:00:00.000Z;15.494;15.546;15.591;995.665;996.243;996.793;60.711;60.859;61.024
1505588400;2017-09-16T22:00:00.000Z;15.398;15.453;15.505;996.728;996.99;997.3;60.94;61.083;61.23
1505592000;2017-09-16T23:00:00.000Z;15.291;15.354;15.409;997.243;997.643;997.89;61.146;61.338;61.481
1505595600;2017-09-17T00:00:00.000Z;15.13;15.218;15.301;997.803;998.074;998.323;61.428;61.482;61.543
1505599200;2017-09-17T01:00:00.000Z;14.937;15.042;15.141;998.238;998.475;998.748;61.489;61.563;61.634
1505602800;2017-09-17T02:00:00.000Z;14.701;14.827;14.948;998.695;999.044;999.368;61.581;61.613;61.665
1505606400;2017-09-17T03:00:00.000Z;14.443;14.579;14.712;999.288;999.514;999.718;61.55;61.598;61.634
1505610000;2017-09-17T04:00:00.000Z;14.24;14.318;14.454;999.525;999.754;999.903;61.497;61.561;61.611
1505613600;2017-09-17T05:00:00.000Z;13.939;14.092;14.24;999.818;1000.028;1000.138;61.474;61.515;61.558
1505617200;2017-09-17T06:00:00.000Z;13.682;13.815;13.939;1000.043;1000.211;1000.448;61.39;61.472;61.527
1505620800;2017-09-17T07:00:00.000Z;13.425;13.562;13.693;1000.39;1000.602;1000.963;61.367;61.409;61.451
1505624400;2017-09-17T08:00:00.000Z;13.199;13.31;13.425;1000.91;1001.321;1001.62;61.26;61.348;61.42
1505628000;2017-09-17T09:00:00.000Z;13.146;13.181;13.21;1001.515;1001.826;1002.02;61.176;61.278;61.398
1505631600;2017-09-17T10:00:00.000Z;13.21;13.313;13.457;1001.818;1002;1002.178;61.367;61.629;61.764
1505635200;2017-09-17T11:00:00.000Z;13.457;13.638;13.789;1002.068;1002.41;1002.628;61.138;61.335;61.596
1505638800;2017-09-17T12:00:00.000Z;13.768;13.824;13.918;1002.425;1002.531;1002.63;60.566;60.853;61.222
1505642400;2017-09-17T13:00:00.000Z;13.854;13.905;14.004;1002.255;1002.424;1002.568;60.223;60.523;60.795
1505646000;2017-09-17T14:00:00.000Z;13.982;14.04;14.132;1002.348;1002.46;1002.563;60.192;60.274;60.337
1505649600;2017-09-17T15:00:00.000Z;14.122;14.229;14.315;1002.275;1002.478;1002.595;59.963;60.095;60.192
1505653200;2017-09-17T16:00:00.000Z;14.304;14.437;14.572;1001.9;1002.133;1002.375;59.986;60.148;60.276
1505656800;2017-09-17T17:00:00.000Z;14.54;14.643;14.722;1001.655;1001.784;1001.968;60.047;60.167;60.299
1505660400;2017-09-17T18:00:00.000Z;14.701;14.767;14.84;1001.695;1001.854;1001.998;60.184;60.277;60.383
1505664000;2017-09-17T19:00:00.000Z;14.83;14.87;14.905;1001.29;1001.534;1001.875;59.902;60.013;60.246
1505667600;2017-09-17T20:00:00.000Z;14.701;14.784;14.862;1001.075;1001.243;1001.37;59.933;60.063;60.246
1505671200;2017-09-17T21:00:00.000Z;14.551;14.633;14.712;1001.158;1001.308;1001.463;60.215;60.423;60.558
1505674800;2017-09-17T22:00:00.000Z;14.368;14.463;14.561;1001.063;1001.382;1001.558;60.528;60.683;60.787
1505678400;2017-09-17T23:00:00.000Z;14.229;14.272;14.368;1000.89;1001.079;1001.268;60.757;60.837;60.902
1505682000;2017-09-18T00:00:00.000Z;14.014;14.12;14.24;1000.585;1000.77;1000.97;60.879;60.937;61.016
1505685600;2017-09-18T01:00:00.000Z;13.811;13.913;14.025;1000.278;1000.552;1000.708;60.932;61.016;61.077
1505689200;2017-09-18T02:00:00.000Z;13.618;13.709;13.811;1000.125;1000.319;1000.498;61.024;61.083;61.138
1505692800;2017-09-18T03:00:00.000Z;13.435;13.527;13.618;999.165;999.748;1000.205;60.97;61.034;61.108
1505696400;2017-09-18T04:00:00.000Z;13.285;13.365;13.446;998.743;998.962;999.233;60.917;60.986;61.054
1505700000;2017-09-18T05:00:00.000Z;13.156;13.222;13.296;998.1;998.44;998.805;60.864;60.95;61.001
1505703600;2017-09-18T06:00:00.000Z;13.038;13.103;13.167;997.513;997.893;998.19;60.833;60.901;60.947
1505707200;2017-09-18T07:00:00.000Z;12.942;12.994;13.049;997.135;997.478;997.753;60.78;60.845;60.947
1505710800;2017-09-18T08:00:00.000Z;12.856;12.898;12.942;996.395;996.852;997.233;60.696;60.802;60.864
1505714400;2017-09-18T09:00:00.000Z;12.824;12.846;12.867;995.835;996.142;996.463;60.413;60.603;60.78
1505718000;2017-09-18T10:00:00.000Z;12.824;12.834;12.856;995.205;995.655;995.913;60.047;60.312;60.497
1505721600;2017-09-18T11:00:00.000Z;12.835;12.855;12.867;994.073;994.804;995.28;59.818;60.038;60.246
1505725200;2017-09-18T12:00:00.000Z;12.867;12.893;12.931;993.203;993.591;994.13;59.589;59.714;59.872
1505728800;2017-09-18T13:00:00.000Z;12.92;12.951;12.985;992.633;993.021;993.265;59.536;59.611;59.673
1505732400;2017-09-18T14:00:00.000Z;12.963;12.981;13.017;991.593;992.175;992.705;59.536;59.601;59.673
1505736000;2017-09-18T15:00:00.000Z;13.006;13.019;13.038;990.74;991.174;991.65;59.536;59.622;59.704
1505739600;2017-09-18T16:00:00.000Z;13.028;13.084;13.135;989.67;990.277;990.82;59.559;59.649;59.757
1505743200;2017-09-18T17:00:00.000Z;13.114;13.134;13.146;989.435;989.567;989.753;59.559;59.68;59.818
1505746800;2017-09-18T18:00:00.000Z;13.114;13.135;13.146;989.213;989.365;989.56;59.643;59.76;59.956
1505750400;2017-09-18T19:00:00.000Z;13.06;13.096;13.135;988.58;988.965;989.315;59.956;60.329;60.604
1505754000;2017-09-18T20:00:00.000Z;12.985;13.035;13.071;988.008;988.293;988.638;60.52;60.664;60.78
1505757600;2017-09-18T21:00:00.000Z;12.91;12.956;12.996;987.873;987.996;988.118;60.726;60.925;61.123
1505761200;2017-09-18T22:00:00.000Z;12.856;12.889;12.92;987.52;987.782;988.068;61.008;61.07;61.123
1505764800;2017-09-18T23:00:00.000Z;12.792;12.833;12.867;987.353;987.478;987.6;61.039;61.107;61.207
1505768400;2017-09-19T00:00:00.000Z;12.738;12.772;12.802;987.268;987.344;987.438;61.092;61.176;61.291
1505772000;2017-09-19T01:00:00.000Z;12.674;12.713;12.749;987.138;987.252;987.363;61.123;61.203;61.291
1505775600;2017-09-19T02:00:00.000Z;12.631;12.658;12.685;987.148;987.345;987.625;61.153;61.247;61.352
1505779200;2017-09-19T03:00:00.000Z;12.577;12.605;12.642;987.53;987.661;987.788;61.207;61.307;61.405
1505782800;2017-09-19T04:00:00.000Z;12.502;12.543;12.588;987.613;987.77;987.908;61.291;61.4;61.52
1505786400;2017-09-19T05:00:00.000Z;12.449;12.481;12.513;987.803;987.931;988.098;61.321;61.461;61.581
1505790000;2017-09-19T06:00:00.000Z;12.395;12.426;12.459;988;988.134;988.3;61.405;61.512;61.604
1505793600;2017-09-19T07:00:00.000Z;12.363;12.39;12.406;988.238;988.484;988.783;61.466;61.585;61.718
1505797200;2017-09-19T08:00:00.000Z;12.32;12.342;12.384;988.713;989.092;989.46;61.52;61.686;61.81
1505800800;2017-09-19T09:00:00.000Z;12.32;12.33;12.352;989.378;989.735;989.943;61.581;61.72;61.832
1505804400;2017-09-19T10:00:00.000Z;12.331;12.372;12.406;989.875;990.253;990.58;61.352;61.641;61.832
1505808000;2017-09-19T11:00:00.000Z;12.395;12.438;12.47;990.505;990.839;991.198;61.237;61.39;61.581
1505811600;2017-09-19T12:00:00.000Z;12.449;12.462;12.481;991.128;991.472;991.82;61.207;61.384;61.581
1505815200;2017-09-19T13:00:00.000Z;12.459;12.5;12.567;991.765;992.137;992.438;61.321;61.489;61.634
1505818800;2017-09-19T14:00:00.000Z;12.567;12.665;12.781;992.345;992.612;992.823;60.642;60.922;61.352
1505822400;2017-09-19T15:00:00.000Z;12.738;12.808;12.91;992.753;993.062;993.405;60.612;60.716;60.81
1505826000;2017-09-19T16:00:00.000Z;12.888;12.923;12.974;993.318;993.731;994.088;60.726;60.797;60.894
1505829600;2017-09-19T17:00:00.000Z;12.899;12.933;12.963;994.003;994.33;994.668;60.749;60.939;61.176
1505833200;2017-09-19T18:00:00.000Z;12.91;12.934;12.953;994.588;994.929;995.198;60.833;61.096;61.314
1505836800;2017-09-19T19:00:00.000Z;12.813;12.868;12.92;995.118;995.48;995.723;61.146;61.449;61.718
1505840400;2017-09-19T20:00:00.000Z;12.738;12.778;12.824;995.648;995.938;996.28;61.657;61.888;62
1505844000;2017-09-19T21:00:00.000Z;12.663;12.707;12.749;996.19;996.67;996.948;61.939;62.047;62.138
1505847600;2017-09-19T22:00:00.000Z;12.588;12.634;12.674;996.828;997.088;997.295;62.054;62.176;62.313
1505851200;2017-09-19T23:00:00.000Z;12.481;12.541;12.588;997.238;997.486;997.708;62.283;62.43;62.626
1505854800;2017-09-20T00:00:00.000Z;12.384;12.434;12.491;997.623;997.83;998.025;62.511;62.637;62.794
1505858400;2017-09-20T01:00:00.000Z;12.256;12.326;12.395;997.935;998.161;998.423;62.679;62.752;62.824
1505862000;2017-09-20T02:00:00.000Z;12.148;12.208;12.266;998.363;998.573;998.773;62.687;62.763;62.824
1505865600;2017-09-20T03:00:00.000Z;12.03;12.093;12.159;998.683;998.943;999.215;62.656;62.731;62.794
1505869200;2017-09-20T04:00:00.000Z;11.923;11.989;12.041;999.148;999.396;999.575;62.656;62.72;62.794
1505872800;2017-09-20T05:00:00.000Z;11.837;11.888;11.934;999.478;999.56;999.678;62.656;62.719;62.771
1505876400;2017-09-20T06:00:00.000Z;11.751;11.804;11.848;999.533;999.868;1000.19;62.656;62.714;62.771
1505880000;2017-09-20T07:00:00.000Z;11.655;11.715;11.762;1000.115;1000.334;1000.563;62.687;62.725;62.771
1505883600;2017-09-20T08:00:00.000Z;11.591;11.625;11.676;1000.44;1000.776;1001.11;62.603;62.686;62.771
1505887200;2017-09-20T09:00:00.000Z;11.569;11.587;11.601;1001.01;1001.443;1001.785;62.321;62.479;62.687
1505890800;2017-09-20T10:00:00.000Z;11.58;11.593;11.601;1001.72;1001.872;1002.065;62.153;62.36;62.519
1505894400;2017-09-20T11:00:00.000Z;11.591;11.638;11.687;1001.96;1002.06;1002.145;61.611;61.936;62.344
1505898000;2017-09-20T12:00:00.000Z;11.676;11.771;11.902;1002.068;1002.223;1002.358;61.047;61.35;61.672
1505901600;2017-09-20T13:00:00.000Z;11.891;11.971;12.062;1002.278;1002.475;1002.673;61.131;61.194;61.276
1505905200;2017-09-20T14:00:00.000Z;12.062;12.08;12.116;1002.613;1002.863;1003.09;61.07;61.164;61.329
1505908800;2017-09-20T15:00:00.000Z;12.105;12.148;12.202;1002.993;1003.178;1003.435;61.184;61.275;61.352
1505912400;2017-09-20T16:00:00.000Z;12.202;12.247;12.277;1003.318;1003.591;1003.858;61.07;61.32;61.581
1505916000;2017-09-20T17:00:00.000Z;12.245;12.289;12.32;1003.768;1003.947;1004.173;61.382;61.514;61.665
1505919600;2017-09-20T18:00:00.000Z;12.298;12.323;12.363;1004.02;1004.104;1004.205;61.153;61.472;61.634
1505923200;2017-09-20T19:00:00.000Z;12.341;12.38;12.395;1004.155;1004.464;1004.72;61.039;61.11;61.237
1505926800;2017-09-20T20:00:00.000Z;12.363;12.383;12.395;1004.438;1004.741;1005.015;61.016;61.099;61.207
1505930400;2017-09-20T21:00:00.000Z;12.341;12.356;12.384;1004.938;1005.339;1005.618;61.123;61.202;61.268
1505934000;2017-09-20T22:00:00.000Z;12.331;12.341;12.352;1005.535;1005.848;1006.145;61.184;61.234;61.298
1505937600;2017-09-20T23:00:00.000Z;12.309;12.326;12.341;1005.948;1006.171;1006.433;61.237;61.29;61.352
1505941200;2017-09-21T00:00:00.000Z;12.298;12.314;12.331;1006.363;1006.666;1006.975;61.214;61.311;61.382
1505944800;2017-09-21T01:00:00.000Z;12.288;12.295;12.309;1006.89;1007.125;1007.483;61.329;61.399;61.466
1505948400;2017-09-21T02:00:00.000Z;12.266;12.283;12.298;1007.423;1007.739;1008.063;61.382;61.432;61.497
1505952000;2017-09-21T03:00:00.000Z;12.256;12.266;12.277;1007.978;1008.245;1008.55;61.413;61.462;61.52
1505955600;2017-09-21T04:00:00.000Z;12.234;12.25;12.266;1008.498;1008.755;1008.968;61.436;61.527;61.604
1505959200;2017-09-21T05:00:00.000Z;12.223;12.231;12.245;1008.898;1009.139;1009.363;61.497;61.561;61.634
1505962800;2017-09-21T06:00:00.000Z;12.191;12.21;12.223;1009.27;1009.453;1009.65;61.52;61.619;61.718
1505966400;2017-09-21T07:00:00.000Z;12.17;12.185;12.202;1009.558;1009.78;1009.925;61.604;61.682;61.779
1505970000;2017-09-21T08:00:00.000Z;12.148;12.164;12.18;1009.88;1010.372;1010.873;61.665;61.774;61.863
1505973600;2017-09-21T09:00:00.000Z;12.148;12.174;12.213;1010.803;1011.237;1011.675;61.718;61.844;61.916
1505977200;2017-09-21T10:00:00.000Z;12.213;12.224;12.245;1011.615;1011.797;1012.015;61.497;61.687;61.916
1505980800;2017-09-21T11:00:00.000Z;12.234;12.268;12.288;1011.915;1012.02;1012.12;61.153;61.331;61.55
1505984400;2017-09-21T12:00:00.000Z;12.277;12.34;12.384;1012.015;1012.152;1012.285;60.932;61.04;61.184
1505988000;2017-09-21T13:00:00.000Z;12.384;12.459;12.588;1012.193;1012.494;1012.673;60.589;60.77;61.016
1505991600;2017-09-21T14:00:00.000Z;12.577;12.682;12.76;1012.528;1012.659;1012.828;60.642;60.737;60.864
1505995200;2017-09-21T15:00:00.000Z;12.76;12.851;12.974;1012.703;1012.877;1013.08;60.81;60.993;61.146
1505998800;2017-09-21T16:00:00.000Z;12.963;13.088;13.21;1012.97;1013.083;1013.195;61.031;61.173;61.344
1506002400;2017-09-21T17:00:00.000Z;13.21;13.329;13.414;1012.653;1012.832;1013.065;61.115;61.251;61.451
1506006000;2017-09-21T18:00:00.000Z;13.403;13.437;13.457;1012.508;1012.635;1012.81;61.398;61.757;62.275
1506009600;2017-09-21T19:00:00.000Z;13.435;13.517;13.596;1012.635;1012.734;1012.84;62.107;62.21;62.305
1506013200;2017-09-21T20:00:00.000Z;13.553;13.576;13.607;1012.723;1012.927;1013.105;62.161;62.374;62.473
1506016800;2017-09-21T21:00:00.000Z;13.575;13.595;13.607;1013.01;1013.135;1013.248;62.359;62.399;62.443
1506020400;2017-09-21T22:00:00.000Z;13.564;13.587;13.607;1013.165;1013.321;1013.495;62.191;62.318;62.389
1506024000;2017-09-21T23:00:00.000Z;13.553;13.573;13.585;1013.283;1013.39;1013.56;62.077;62.21;62.328
1506027600;2017-09-22T00:00:00.000Z;13.51;13.551;13.585;1013.48;1013.771;1013.983;61.932;62.079;62.191
1506031200;2017-09-22T01:00:00.000Z;13.467;13.495;13.532;1013.675;1013.908;1014.108;61.932;62.115;62.305
1506034800;2017-09-22T02:00:00.000Z;13.435;13.461;13.489;1013.71;1013.857;1014.008;62.046;62.187;62.305
1506038400;2017-09-22T03:00:00.000Z;13.371;13.411;13.446;1013.21;1013.556;1013.843;61.909;62.011;62.107
1506042000;2017-09-22T04:00:00.000Z;13.307;13.344;13.382;1013.113;1013.357;1013.628;61.909;61.973;62.046
1506045600;2017-09-22T05:00:00.000Z;13.253;13.285;13.317;1012.883;1013.19;1013.565;61.939;62.005;62.023
1506049200;2017-09-22T06:00:00.000Z;13.189;13.222;13.264;1012.62;1012.921;1013.215;61.97;62.032;62.077
1506052800;2017-09-22T07:00:00.000Z;13.135;13.161;13.199;1012.41;1012.884;1013.39;61.993;62.066;62.138
1506056400;2017-09-22T08:00:00.000Z;13.071;13.109;13.135;1012.415;1012.75;1013.325;61.993;62.095;62.191
1506060000;2017-09-22T09:00:00.000Z;13.028;13.054;13.081;1011.455;1012.015;1012.795;61.939;62.093;62.222
1506063600;2017-09-22T10:00:00.000Z;12.985;13.017;13.038;1011.353;1011.711;1012.118;61.939;62.035;62.138
1506067200;2017-09-22T11:00:00.000Z;12.963;12.981;12.996;1010.19;1011.571;1012.15;61.825;62.004;62.138
1506070800;2017-09-22T12:00:00.000Z;12.985;13.005;13.017;1012.018;1012.539;1013.035;61.916;62.012;62.191
1506074400;2017-09-22T13:00:00.000Z;12.985;12.999;13.017;1011.985;1012.377;1012.715;61.825;61.944;62.023
1506078000;2017-09-22T14:00:00.000Z;12.974;13.004;13.017;1012.038;1012.422;1012.638;61.626;61.806;61.993
1506081600;2017-09-22T15:00:00.000Z;13.006;13.028;13.049;1012.29;1012.55;1012.715;61.398;61.619;61.855
1506085200;2017-09-22T16:00:00.000Z;13.017;13.029;13.049;1012.273;1012.439;1012.598;61.398;61.515;61.657
1506088800;2017-09-22T17:00:00.000Z;13.006;13.021;13.038;1012.138;1012.385;1012.59;61.344;61.481;61.626
1506092400;2017-09-22T18:00:00.000Z;12.963;12.99;13.017;1012.025;1012.249;1012.548;61.459;61.552;61.657
1506096000;2017-09-22T19:00:00.000Z;12.942;12.957;12.974;1011.82;1011.992;1012.255;61.489;61.584;61.657
1506099600;2017-09-22T20:00:00.000Z;12.91;12.928;12.953;1011.783;1011.942;1012.08;61.489;61.569;61.657
1506103200;2017-09-22T21:00:00.000Z;12.899;12.905;12.92;1011.94;1012.332;1012.628;61.405;61.511;61.573
1506106800;2017-09-22T22:00:00.000Z;12.878;12.898;12.91;1012.443;1012.581;1012.698;61.459;61.517;61.604
1506110400;2017-09-22T23:00:00.000Z;12.867;12.886;12.899;1012.503;1012.748;1013.013;61.428;61.508;61.604
1506114000;2017-09-23T00:00:00.000Z;12.867;12.88;12.899;1012.875;1013.016;1013.228;61.405;61.487;61.573
1506117600;2017-09-23T01:00:00.000Z;12.856;12.868;12.878;1013.11;1013.289;1013.44;61.405;61.481;61.573
1506121200;2017-09-23T02:00:00.000Z;12.856;12.861;12.867;1013.32;1013.426;1013.54;61.428;61.551;61.71
