UNIX time;ISO time;temperature min;temperature avg;temperature max;pressure min;pressure avg;pressure max;humidity min;humidity avg;humidity max
1504846800;2017-09-08T08:00:00.000Z;13.714;13.745;13.778;988.15;988.299;988.438;58.102;58.208;58.3
1504850400;2017-09-08T09:00:00.000Z;13.682;13.704;13.736;988.333;988.402;988.475;58.018;58.161;58.3
1504854000;2017-09-08T10:00:00.000Z;13.693;13.698;13.714;988.328;988.396;988.49;57.987;58.06;58.163
1504857600;2017-09-08T11:00:00.000Z;13.693;13.721;13.746;988.383;988.489;988.615;57.873;58.021;58.132
1504861200;2017-09-08T12:00:00.000Z;13.725;13.737;13.768;988.54;988.644;988.755;57.789;57.945;58.071
1504864800;2017-09-08T13:00:00.000Z;13.746;13.805;13.843;988.61;988.775;988.918;57.423;57.62;57.842
1504868400;2017-09-08T14:00:00.000Z;13.832;13.924;14.025;988.868;989.018;989.14;57.133;57.283;57.529
1504872000;2017-09-08T15:00:00.000Z;14.014;14.119;14.24;989.05;989.223;989.365;56.988;57.16;57.301
1504875600;2017-09-08T16:00:00.000Z;14.24;14.248;14.293;989.275;989.465;989.683;57.011;57.144;57.323
1504879200;2017-09-08T17:00:00.000Z;14.261;14.359;14.443;989.56;989.699;989.818;56.919;57.071;57.232
1504882800;2017-09-08T18:00:00.000Z;14.443;14.473;14.497;989.683;989.775;989.903;56.973;57.173;57.377
1504886400;2017-09-08T19:00:00.000Z;14.486;14.528;14.583;989.82;989.917;990.025;57.064;57.237;57.346
1504890000;2017-09-08T20:00:00.000Z;14.476;14.551;14.594;989.723;989.861;990.035;56.919;57.128;57.377
1504893600;2017-09-08T21:00:00.000Z;14.39;14.423;14.476;989.738;989.863;990;57.377;57.631;57.827
1504897200;2017-09-08T22:00:00.000Z;14.325;14.362;14.401;989.948;990.026;990.125;57.804;57.898;57.972
1504900800;2017-09-08T23:00:00.000Z;14.25;14.28;14.336;989.875;989.973;990.068;57.941;58.049;58.17
1504904400;2017-09-09T00:00:00.000Z;14.24;14.243;14.25;989.965;990.112;990.298;58.086;58.19;58.262
1504908000;2017-09-09T01:00:00.000Z;14.175;14.225;14.24;990.213;990.351;990.453;58.178;58.252;58.346
1504911600;2017-09-09T02:00:00.000Z;14.079;14.137;14.186;990.215;990.402;990.553;58.292;58.368;58.491
1504915200;2017-09-09T03:00:00.000Z;14.004;14.045;14.09;990.183;990.343;990.498;58.46;58.529;58.605
1504918800;2017-09-09T04:00:00.000Z;13.918;13.962;14.014;990.108;990.25;990.373;58.552;58.634;58.72
1504922400;2017-09-09T05:00:00.000Z;13.843;13.887;13.929;989.925;990.065;990.195;58.582;58.663;58.75
1504926000;2017-09-09T06:00:00.000Z;13.778;13.82;13.854;989.758;989.905;990.028;58.468;58.58;58.666
1504929600;2017-09-09T07:00:00.000Z;13.714;13.749;13.789;989.538;989.664;989.845;58.437;58.561;58.666
1504933200;2017-09-09T08:00:00.000Z;13.671;13.695;13.725;989.363;989.529;989.65;58.414;58.478;58.613
1504936800;2017-09-09T09:00:00.000Z;13.65;13.666;13.682;989.285;989.401;989.493;58.132;58.323;58.468
1504940400;2017-09-09T10:00:00.000Z;13.628;13.647;13.661;989.203;989.342;989.415;57.819;57.989;58.216
1504944000;2017-09-09T11:00:00.000Z;13.628;13.638;13.65;989.193;989.308;989.43;57.758;57.849;57.957
1504947600;2017-09-09T12:00:00.000Z;13.628;13.648;13.682;989.15;989.226;989.315;57.652;57.779;57.873
1504951200;2017-09-09T13:00:00.000Z;13.671;13.7;13.736;989.04;989.188;989.315;57.537;57.594;57.674
1504954800;2017-09-09T14:00:00.000Z;13.736;13.802;13.864;989.19;989.312;989.428;57.423;57.49;57.591
1504958400;2017-09-09T15:00:00.000Z;13.854;13.904;13.929;989.305;989.441;989.615;57.354;57.428;57.499
1504962000;2017-09-09T16:00:00.000Z;13.929;13.981;14.036;989.51;989.724;989.993;57.301;57.386;57.468
1504965600;2017-09-09T17:00:00.000Z;14.025;14.079;14.175;989.94;990.085;990.298;57.415;57.538;57.72
1504969200;2017-09-09T18:00:00.000Z;14.165;14.224;14.25;990.17;990.384;990.763;57.636;57.742;57.888
1504972800;2017-09-09T19:00:00.000Z;14.25;14.284;14.336;990.575;990.71;990.885;57.774;57.895;57.972
1504976400;2017-09-09T20:00:00.000Z;14.325;14.372;14.401;990.698;990.822;990.938;57.919;58;58.117
1504980000;2017-09-09T21:00:00.000Z;14.39;14.43;14.465;990.863;991.095;991.26;57.941;58.072;58.254
1504983600;2017-09-09T22:00:00.000Z;14.454;14.487;14.519;991.163;991.246;991.36;58.002;58.107;58.254
1504987200;2017-09-09T23:00:00.000Z;14.508;14.539;14.572;991.08;991.228;991.4;58.056;58.128;58.224
1504990800;2017-09-10T00:00:00.000Z;14.561;14.591;14.615;991.075;991.163;991.233;58.056;58.161;58.338
1504994400;2017-09-10T01:00:00.000Z;14.615;14.639;14.658;990.835;991.067;991.238;58.109;58.284;58.453
1504998000;2017-09-10T02:00:00.000Z;14.658;14.676;14.701;990.65;990.754;990.923;58.14;58.286;58.369
1505001600;2017-09-10T03:00:00.000Z;14.69;14.724;14.744;990.653;990.77;990.893;58.254;58.42;58.537
1505005200;2017-09-10T04:00:00.000Z;14.744;14.761;14.787;990.32;990.551;990.763;58.308;58.456;58.567
1505008800;2017-09-10T05:00:00.000Z;14.765;14.796;14.819;990.06;990.381;990.628;58.361;58.499;58.62
1505012400;2017-09-10T06:00:00.000Z;14.787;14.816;14.84;989.933;990.109;990.22;58.338;58.59;58.819
1505016000;2017-09-10T07:00:00.000Z;14.83;14.852;14.872;988.975;989.606;990.02;58.567;58.696;58.849
1505019600;2017-09-10T08:00:00.000Z;14.862;14.88;14.915;988.743;989.047;989.353;58.506;58.708;58.987
1505023200;2017-09-10T09:00:00.000Z;14.905;14.934;14.958;988.98;989.314;989.548;58.788;58.955;59.216
1505026800;2017-09-10T10:00:00.000Z;14.948;14.988;15.023;989.14;989.479;989.773;58.842;59.077;59.383
1505030400;2017-09-10T11:00:00.000Z;15.012;15.045;15.076;989.51;989.686;989.935;59.071;59.292;59.528
1505034000;2017-09-10T12:00:00.000Z;15.055;15.1;15.151;989.818;989.941;990.123;58.987;59.181;59.414
1505037600;2017-09-10T13:00:00.000Z;15.151;15.229;15.323;989.758;989.915;990.108;58.811;59.018;59.208
1505041200;2017-09-10T14:00:00.000Z;15.323;15.395;15.505;989.815;990.054;990.19;58.857;59.056;59.261
1505044800;2017-09-10T15:00:00.000Z;15.494;15.59;15.688;990.045;990.16;990.345;58.834;59.228;59.483
1505048400;2017-09-10T16:00:00.000Z;15.677;15.735;15.795;990.045;990.23;990.36;59.315;59.526;59.711
1505052000;2017-09-10T17:00:00.000Z;15.784;15.814;15.87;990.26;990.413;990.535;59.597;59.834;59.963
1505055600;2017-09-10T18:00:00.000Z;15.859;15.897;15.934;990.375;990.46;990.555;59.795;59.858;59.94
1505059200;2017-09-10T19:00:00.000Z;15.913;15.932;15.956;990.418;990.518;990.638;59.826;59.997;60.108
1505062800;2017-09-10T20:00:00.000Z;15.923;15.951;15.977;990.055;990.346;990.545;59.849;59.982;60.108
1505066400;2017-09-10T21:00:00.000Z;15.881;15.915;15.966;989.903;990.057;990.21;59.849;59.962;60.055
1505070000;2017-09-10T22:00:00.000Z;15.848;15.878;15.913;989.535;989.699;989.993;59.963;60.038;60.139
1505073600;2017-09-10T23:00:00.000Z;15.87;15.887;15.902;989.553;989.695;989.82;59.879;59.968;60.192
1505077200;2017-09-11T00:00:00.000Z;15.827;15.861;15.891;989.435;989.594;989.783;59.826;59.948;60.169
1505080800;2017-09-11T01:00:00.000Z;15.795;15.814;15.838;989.17;989.391;989.618;59.94;60.071;60.452
1505084400;2017-09-11T02:00:00.000Z;15.784;15.806;15.827;989.145;989.237;989.33;59.994;60.276;60.734
1505088000;2017-09-11T03:00:00.000Z;15.784;15.813;15.838;989.198;989.361;989.513;60.055;60.21;60.337
1505091600;2017-09-11T04:00:00.000Z;15.752;15.779;15.806;989.415;989.719;989.918;60.085;60.241;60.429
1505095200;2017-09-11T05:00:00.000Z;15.655;15.696;15.752;989.77;989.975;990.198;60.085;60.769;61.337
1505098800;2017-09-11T06:00:00.000Z;15.559;15.615;15.677;990.128;990.212;990.333;60.261;60.893;61.314
1505102400;2017-09-11T07:00:00.000Z;15.473;15.508;15.57;990.208;990.383;990.673;61.23;61.531;61.855
1505106000;2017-09-11T08:00:00.000Z;15.43;15.454;15.484;990.62;991.183;991.58;60.97;61.233;61.428
1505109600;2017-09-11T09:00:00.000Z;15.43;15.443;15.462;991.518;991.686;991.898;60.23;60.67;61.054
1505113200;2017-09-11T10:00:00.000Z;15.452;15.517;15.591;991.835;992.009;992.185;59.399;59.799;60.261
1505116800;2017-09-11T11:00:00.000Z;15.58;15.635;15.688;992.035;992.16;992.358;59.345;59.614;59.856
1505120400;2017-09-11T12:00:00.000Z;15.655;15.723;15.795;992.288;992.606;992.795;59.368;59.485;59.795
1505124000;2017-09-11T13:00:00.000Z;15.773;15.861;15.945;992.67;992.788;992.88;59.254;59.352;59.452
1505127600;2017-09-11T14:00:00.000Z;15.934;16.048;16.202;992.578;992.771;992.883;59.361;59.456;59.536
1505131200;2017-09-11T15:00:00.000Z;16.202;16.429;16.739;992.548;992.717;992.883;59.49;59.771;60.101
1505134800;2017-09-11T16:00:00.000Z;16.696;16.935;17.318;992.815;992.961;993.083;58.994;59.489;59.834
1505138400;2017-09-11T17:00:00.000Z;17.307;17.623;18.111;992.91;993.121;993.34;58.025;58.756;59.254
1505142000;2017-09-11T18:00:00.000Z;18.111;18.391;18.927;992.808;993.13;993.34;56.736;57.818;58.17
1505145600;2017-09-11T19:00:00.000Z;18.648;18.987;19.173;992.63;992.78;992.933;56.332;56.963;57.957
1505149200;2017-09-11T20:00:00.000Z;18.219;18.398;18.658;992.368;992.592;992.758;57.957;58.53;58.888
1505152800;2017-09-11T21:00:00.000Z;17.886;18.039;18.229;992.31;992.446;992.593;58.857;59.314;59.872
1505156400;2017-09-11T22:00:00.000Z;17.715;17.775;17.886;992.203;992.329;992.488;59.643;60.269;60.734
1505160000;2017-09-11T23:00:00.000Z;17.532;17.623;17.715;991.865;992.171;992.408;60.131;60.361;60.619
1505163600;2017-09-12T00:00:00.000Z;17.382;17.439;17.543;991.578;991.776;992.09;59.994;60.17;60.307
1505167200;2017-09-12T01:00:00.000Z;17.307;17.361;17.404;991.333;991.549;991.768;59.94;60.152;60.284
1505170800;2017-09-12T02:00:00.000Z;17.189;17.256;17.318;990.98;991.257;991.475;60.085;60.432;60.596
1505174400;2017-09-12T03:00:00.000Z;17.06;17.129;17.189;990.455;990.927;991.238;60.543;60.678;60.802
1505178000;2017-09-12T04:00:00.000Z;16.964;17.005;17.06;989.943;990.246;990.613;60.574;60.75;60.833
1505181600;2017-09-12T05:00:00.000Z;16.835;16.896;16.975;988.673;989.315;990.015;60.49;60.556;60.635
1505185200;2017-09-12T06:00:00.000Z;16.739;16.793;16.846;987.81;988.243;988.788;60.52;60.635;60.696
1505188800;2017-09-12T07:00:00.000Z;16.664;16.707;16.749;986.358;987.235;987.883;60.581;60.656;60.749
1505192400;2017-09-12T08:00:00.000Z;16.599;16.633;16.674;984.735;985.508;986.415;60.299;60.468;60.612
1505196000;2017-09-12T09:00:00.000Z;16.556;16.581;16.61;983.373;984.158;984.78;60.04;60.214;60.352
1505199600;2017-09-12T10:00:00.000Z;16.513;16.54;16.556;982.343;982.698;983.43;59.811;59.925;60.07
1505203200;2017-09-12T11:00:00.000Z;16.503;16.516;16.546;982.138;982.265;982.453;59.635;59.725;59.841
1505206800;2017-09-12T12:00:00.000Z;16.524;16.611;16.696;982.228;982.874;983.21;59.696;59.846;60.009
1505210400;2017-09-12T13:00:00.000Z;16.674;16.725;16.749;983.17;983.8;984.39;59.521;59.686;59.895
1505214000;2017-09-12T14:00:00.000Z;16.728;16.798;16.867;984.323;984.871;985.39;59.75;59.834;59.948
1505217600;2017-09-12T15:00:00.000Z;16.867;16.979;17.114;985.32;985.727;986.195;59.94;60.03;60.146
1505221200;2017-09-12T16:00:00.000Z;17.114;17.319;17.522;986.118;986.4;986.58;59.391;59.767;60.055
1505224800;2017-09-12T17:00:00.000Z;17.479;17.674;18.122;986.448;986.932;987.195;58.628;59.365;59.704
1505228400;2017-09-12T18:00:00.000Z;18.122;18.44;18.948;986.878;987.044;987.265;57.43;58.329;58.773
1505232000;2017-09-12T19:00:00.000Z;18.626;18.875;19.152;987.088;987.367;987.535;57.14;57.908;58.674
1505235600;2017-09-12T20:00:00.000Z;18.326;18.455;18.626;987.288;987.398;987.543;58.674;59.037;59.261
1505239200;2017-09-12T21:00:00.000Z;18.015;18.157;18.326;987.295;987.462;987.568;59.231;59.716;60.299
1505242800;2017-09-12T22:00:00.000Z;17.897;17.936;18.026;987.163;987.284;987.45;60.07;60.549;60.757
1505246400;2017-09-12T23:00:00.000Z;17.682;17.794;17.918;987.083;987.215;987.345;60.505;60.639;60.734
1505250000;2017-09-13T00:00:00.000Z;17.532;17.605;17.693;987.273;987.476;987.678;60.65;60.8;60.909
1505253600;2017-09-13T01:00:00.000Z;17.361;17.449;17.543;987.28;987.378;987.615;60.741;60.886;61.024
1505257200;2017-09-13T02:00:00.000Z;17.211;17.296;17.371;987.16;987.304;987.44;60.627;60.801;60.97
1505260800;2017-09-13T03:00:00.000Z;17.071;17.143;17.221;986.638;986.936;987.253;60.604;60.695;60.802
1505264400;2017-09-13T04:00:00.000Z;16.996;17.027;17.082;986.183;986.45;986.71;60.719;60.786;60.833
1505268000;2017-09-13T05:00:00.000Z;16.889;16.947;17.007;985.785;986.042;986.283;60.696;60.77;60.802
1505271600;2017-09-13T06:00:00.000Z;16.803;16.853;16.899;985.315;985.629;985.95;60.696;60.769;60.81
1505275200;2017-09-13T07:00:00.000Z;16.728;16.761;16.814;985.115;985.237;985.39;60.696;60.794;60.864
