 
 
 
 INPUT PARAMETERS:

 RADIATION SCHEME:             2  streams

 w-grid:          501    280.0000        780.0000    
 z-grid:           82    3.000000        80.00000    
  measurement point: index            4  altitude=    5.000000    
 idate =      20180801  esfact(1) =    0.9706353    
 air temperature: USSA, 1976
 air concentrations: USSA, 1976
 ozone profile: USSA, 1976
 DATAE1/SUN/susim_hi.flx
 DATAE1/SUN/atlas3_1994_317_a.dat        
 DATAE1/SUN/neckel.flx                   
 DATAE1/SUN/sao2010.solref.converted     
 aerosols:  Elterman (1968) continental profile
 lat=    60.00000      long=   -15.00000      ut=    4.000000    
 629.00     630.00    -0.000E+00  1.096E-04     1.273E-05   1.096E-04
 630.00     631.00    -0.000E+00  1.084E-04     1.258E-05   1.084E-04
 631.00     632.00    -0.000E+00  1.075E-04     1.247E-05   1.075E-04
 632.00     633.00    -0.000E+00  1.091E-04     1.265E-05   1.091E-04
 633.00     634.00    -0.000E+00  1.089E-04     1.263E-05   1.089E-04
 634.00     635.00    -0.000E+00  1.090E-04     1.263E-05   1.090E-04
 635.00     636.00    -0.000E+00  1.113E-04     1.289E-05   1.113E-04
 636.00     637.00    -0.000E+00  1.085E-04     1.256E-05   1.085E-04
 637.00     638.00    -0.000E+00  1.121E-04     1.297E-05   1.121E-04
 638.00     639.00    -0.000E+00  1.119E-04     1.294E-05   1.119E-04
 639.00     640.00    -0.000E+00  1.113E-04     1.287E-05   1.113E-04
 640.00     641.00    -0.000E+00  1.088E-04     1.258E-05   1.088E-04
 641.00     642.00    -0.000E+00  1.102E-04     1.274E-05   1.102E-04
 642.00     643.00    -0.000E+00  1.114E-04     1.286E-05   1.114E-04
 643.00     644.00    -0.000E+00  1.119E-04     1.292E-05   1.119E-04
 644.00     645.00    -0.000E+00  1.121E-04     1.294E-05   1.121E-04
 645.00     646.00    -0.000E+00  1.101E-04     1.270E-05   1.101E-04
 646.00     647.00    -0.000E+00  1.117E-04     1.288E-05   1.117E-04
 647.00     648.00    -0.000E+00  1.121E-04     1.292E-05   1.121E-04
 648.00     649.00    -0.000E+00  1.131E-04     1.303E-05   1.131E-04
 649.00     650.00    -0.000E+00  1.073E-04     1.236E-05   1.073E-04
 650.00     651.00    -0.000E+00  1.122E-04     1.291E-05   1.122E-04
 651.00     652.00    -0.000E+00  1.132E-04     1.303E-05   1.132E-04
 652.00     653.00    -0.000E+00  1.120E-04     1.288E-05   1.120E-04
 653.00     654.00    -0.000E+00  1.128E-04     1.297E-05   1.128E-04
 654.00     655.00    -0.000E+00  1.115E-04     1.282E-05   1.115E-04
 655.00     656.00    -0.000E+00  1.084E-04     1.246E-05   1.084E-04
 656.00     657.00    -0.000E+00  8.767E-05     1.007E-05   8.767E-05
 657.00     658.00    -0.000E+00  1.075E-04     1.235E-05   1.075E-04
 658.00     659.00    -0.000E+00  1.113E-04     1.278E-05   1.113E-04
 659.00     660.00    -0.000E+00  1.099E-04     1.262E-05   1.099E-04
 660.00     661.00    -0.000E+00  1.122E-04     1.288E-05   1.122E-04
 661.00     662.00    -0.000E+00  1.121E-04     1.286E-05   1.121E-04
 662.00     663.00    -0.000E+00  1.128E-04     1.293E-05   1.128E-04
 663.00     664.00    -0.000E+00  1.107E-04     1.269E-05   1.107E-04
 664.00     665.00    -0.000E+00  1.113E-04     1.275E-05   1.113E-04
 665.00     666.00    -0.000E+00  1.131E-04     1.295E-05   1.131E-04
 666.00     667.00    -0.000E+00  1.118E-04     1.280E-05   1.118E-04
 667.00     668.00    -0.000E+00  1.129E-04     1.292E-05   1.129E-04
 668.00     669.00    -0.000E+00  1.146E-04     1.311E-05   1.146E-04
 669.00     670.00    -0.000E+00  1.149E-04     1.314E-05   1.149E-04
 670.00     671.00    -0.000E+00  1.146E-04     1.311E-05   1.146E-04
 671.00     672.00    -0.000E+00  1.134E-04     1.296E-05   1.134E-04
 672.00     673.00    -0.000E+00  1.151E-04     1.315E-05   1.151E-04
 673.00     674.00    -0.000E+00  1.162E-04     1.328E-05   1.162E-04
 674.00     675.00    -0.000E+00  1.160E-04     1.325E-05   1.160E-04
 675.00     676.00    -0.000E+00  1.151E-04     1.314E-05   1.151E-04
 676.00     677.00    -0.000E+00  1.156E-04     1.319E-05   1.156E-04
 677.00     678.00    -0.000E+00  1.153E-04     1.316E-05   1.153E-04
 678.00     679.00    -0.000E+00  1.145E-04     1.306E-05   1.145E-04
 679.00     680.00    -0.000E+00  1.143E-04     1.303E-05   1.143E-04
 680.00     681.00    -0.000E+00  1.139E-04     1.298E-05   1.139E-04
 681.00     682.00    -0.000E+00  1.145E-04     1.304E-05   1.145E-04
 682.00     683.00    -0.000E+00  1.152E-04     1.311E-05   1.152E-04
 683.00     684.00    -0.000E+00  1.149E-04     1.308E-05   1.149E-04
 684.00     685.00    -0.000E+00  1.126E-04     1.282E-05   1.126E-04
 685.00     686.00    -0.000E+00  1.143E-04     1.300E-05   1.143E-04
 686.00     687.00    -0.000E+00  1.147E-04     1.304E-05   1.147E-04
 687.00     688.00    -0.000E+00  1.155E-04     1.313E-05   1.155E-04
 688.00     689.00    -0.000E+00  1.139E-04     1.295E-05   1.139E-04
 689.00     690.00    -0.000E+00  1.153E-04     1.310E-05   1.153E-04
 690.00     691.00    -0.000E+00  1.147E-04     1.303E-05   1.147E-04
 691.00     692.00    -0.000E+00  1.138E-04     1.293E-05   1.138E-04
 692.00     693.00    -0.000E+00  1.145E-04     1.300E-05   1.145E-04
 693.00     694.00    -0.000E+00  1.153E-04     1.309E-05   1.153E-04
 694.00     695.00    -0.000E+00  1.151E-04     1.306E-05   1.151E-04
 695.00     696.00    -0.000E+00  1.153E-04     1.308E-05   1.153E-04
 696.00     697.00    -0.000E+00  1.160E-04     1.316E-05   1.160E-04
 697.00     698.00    -0.000E+00  1.152E-04     1.307E-05   1.152E-04
 698.00     699.00    -0.000E+00  1.147E-04     1.300E-05   1.147E-04
 699.00     700.00    -0.000E+00  1.166E-04     1.321E-05   1.166E-04
 700.00     701.00    -0.000E+00  1.135E-04     1.285E-05   1.135E-04
 701.00     702.00    -0.000E+00  1.132E-04     1.281E-05   1.132E-04
 702.00     703.00    -0.000E+00  1.141E-04     1.292E-05   1.141E-04
 703.00     704.00    -0.000E+00  1.143E-04     1.294E-05   1.143E-04
 704.00     705.00    -0.000E+00  1.151E-04     1.302E-05   1.151E-04
 705.00     706.00    -0.000E+00  1.150E-04     1.301E-05   1.150E-04
 706.00     707.00    -0.000E+00  1.143E-04     1.292E-05   1.143E-04
 707.00     708.00    -0.000E+00  1.140E-04     1.289E-05   1.140E-04
 708.00     709.00    -0.000E+00  1.129E-04     1.276E-05   1.129E-04
 709.00     710.00    -0.000E+00  1.126E-04     1.272E-05   1.126E-04
 710.00     711.00    -0.000E+00  1.138E-04     1.285E-05   1.138E-04
 711.00     712.00    -0.000E+00  1.121E-04     1.266E-05   1.121E-04
 712.00     713.00    -0.000E+00  1.115E-04     1.259E-05   1.115E-04
 713.00     714.00    -0.000E+00  1.114E-04     1.257E-05   1.114E-04
 714.00     715.00    -0.000E+00  1.116E-04     1.259E-05   1.116E-04
 715.00     716.00    -0.000E+00  1.105E-04     1.247E-05   1.105E-04
 716.00     717.00    -0.000E+00  1.094E-04     1.234E-05   1.094E-04
 717.00     718.00    -0.000E+00  1.118E-04     1.261E-05   1.118E-04
 718.00     719.00    -0.000E+00  1.084E-04     1.222E-05   1.084E-04
 719.00     720.00    -0.000E+00  1.092E-04     1.230E-05   1.092E-04
 720.00     721.00    -0.000E+00  1.088E-04     1.225E-05   1.088E-04
 721.00     722.00    -0.000E+00  1.105E-04     1.244E-05   1.105E-04
 722.00     723.00    -0.000E+00  1.087E-04     1.224E-05   1.087E-04
 723.00     724.00    -0.000E+00  1.103E-04     1.242E-05   1.103E-04
 724.00     725.00    -0.000E+00  1.100E-04     1.238E-05   1.100E-04
 725.00     726.00    -0.000E+00  1.095E-04     1.232E-05   1.095E-04
 726.00     727.00    -0.000E+00  1.091E-04     1.228E-05   1.091E-04
 727.00     728.00    -0.000E+00  1.098E-04     1.234E-05   1.098E-04
 728.00     729.00    -0.000E+00  1.079E-04     1.213E-05   1.079E-04
 729.00     730.00    -0.000E+00  1.058E-04     1.189E-05   1.058E-04
 730.00     731.00    -0.000E+00  1.088E-04     1.222E-05   1.088E-04
 731.00     732.00    -0.000E+00  1.080E-04     1.213E-05   1.080E-04
 732.00     733.00    -0.000E+00  1.074E-04     1.206E-05   1.074E-04
 733.00     734.00    -0.000E+00  1.085E-04     1.218E-05   1.085E-04
 734.00     735.00    -0.000E+00  1.088E-04     1.221E-05   1.088E-04
 735.00     736.00    -0.000E+00  1.066E-04     1.196E-05   1.066E-04
 736.00     737.00    -0.000E+00  1.071E-04     1.201E-05   1.071E-04
 737.00     738.00    -0.000E+00  1.073E-04     1.204E-05   1.073E-04
 738.00     739.00    -0.000E+00  1.053E-04     1.181E-05   1.053E-04
 739.00     740.00    -0.000E+00  1.049E-04     1.176E-05   1.049E-04
 740.00     741.00    -0.000E+00  1.054E-04     1.181E-05   1.054E-04
 741.00     742.00    -0.000E+00  1.025E-04     1.149E-05   1.025E-04
 742.00     743.00    -0.000E+00  1.041E-04     1.166E-05   1.041E-04
 743.00     744.00    -0.000E+00  1.062E-04     1.189E-05   1.062E-04
 744.00     745.00    -0.000E+00  1.036E-04     1.160E-05   1.036E-04
 745.00     746.00    -0.000E+00  1.061E-04     1.187E-05   1.061E-04
 746.00     747.00    -0.000E+00  1.047E-04     1.171E-05   1.047E-04
 747.00     748.00    -0.000E+00  1.052E-04     1.177E-05   1.052E-04
 748.00     749.00    -0.000E+00  1.053E-04     1.177E-05   1.053E-04
 749.00     750.00    -0.000E+00  1.031E-04     1.153E-05   1.031E-04
 750.00     751.00    -0.000E+00  1.046E-04     1.169E-05   1.046E-04
 751.00     752.00    -0.000E+00  1.034E-04     1.155E-05   1.034E-04
 752.00     753.00    -0.000E+00  1.039E-04     1.161E-05   1.039E-04
 753.00     754.00    -0.000E+00  1.042E-04     1.165E-05   1.042E-04
 754.00     755.00    -0.000E+00  1.046E-04     1.169E-05   1.046E-04
 755.00     756.00    -0.000E+00  1.040E-04     1.161E-05   1.040E-04
 756.00     757.00    -0.000E+00  1.043E-04     1.165E-05   1.043E-04
 757.00     758.00    -0.000E+00  1.035E-04     1.155E-05   1.035E-04
 758.00     759.00    -0.000E+00  1.026E-04     1.145E-05   1.026E-04
 759.00     760.00    -0.000E+00  1.043E-04     1.164E-05   1.043E-04
 760.00     761.00    -0.000E+00  1.031E-04     1.150E-05   1.031E-04
 761.00     762.00    -0.000E+00  1.027E-04     1.145E-05   1.027E-04
 762.00     763.00    -0.000E+00  1.028E-04     1.147E-05   1.028E-04
 763.00     764.00    -0.000E+00  1.041E-04     1.160E-05   1.041E-04
 764.00     765.00    -0.000E+00  1.038E-04     1.157E-05   1.038E-04
 765.00     766.00    -0.000E+00  1.011E-04     1.127E-05   1.011E-04
 766.00     767.00    -0.000E+00  9.746E-05     1.086E-05   9.746E-05
 767.00     768.00    -0.000E+00  1.027E-04     1.144E-05   1.027E-04
 768.00     769.00    -0.000E+00  1.020E-04     1.136E-05   1.020E-04
 769.00     770.00    -0.000E+00  1.005E-04     1.119E-05   1.005E-04
 770.00     771.00    -0.000E+00  1.007E-04     1.121E-05   1.007E-04
 771.00     772.00    -0.000E+00  9.881E-05     1.100E-05   9.881E-05
 772.00     773.00    -0.000E+00  9.941E-05     1.106E-05   9.941E-05
 773.00     774.00    -0.000E+00  1.005E-04     1.118E-05   1.005E-04
 774.00     775.00    -0.000E+00  9.889E-05     1.100E-05   9.889E-05
 775.00     776.00    -0.000E+00  9.747E-05     1.084E-05   9.747E-05
 776.00     777.00    -0.000E+00  9.907E-05     1.101E-05   9.907E-05
 777.00     778.00    -0.000E+00  9.729E-05     1.081E-05   9.729E-05
 778.00     779.00    -0.000E+00  9.739E-05     1.082E-05   9.739E-05
 779.00     780.00    -0.000E+00  9.687E-05     1.076E-05   9.687E-05
