 
 
 
 INPUT PARAMETERS:

 RADIATION SCHEME:             2  streams

 w-grid:          501    280.0000        780.0000    
 z-grid:           82    3.000000        80.00000    
  measurement point: index            4  altitude=    5.000000    
 idate =      20180801  esfact(1) =    0.9706353    
 air temperature: USSA, 1976
 air concentrations: USSA, 1976
 ozone profile: USSA, 1976
 DATAE1/SUN/susim_hi.flx
 DATAE1/SUN/atlas3_1994_317_a.dat        
 DATAE1/SUN/neckel.flx                   
 DATAE1/SUN/sao2010.solref.converted     
 aerosols:  Elterman (1968) continental profile
 lat=    60.00000      long=   -15.00000      ut=    4.000000    
 304.00     305.00    -0.000E+00  6.433E-06     1.336E-06   6.433E-06
 305.00     306.00    -0.000E+00  9.061E-06     1.881E-06   9.061E-06
 306.00     307.00    -0.000E+00  9.743E-06     2.017E-06   9.743E-06
 307.00     308.00    -0.000E+00  1.515E-05     3.132E-06   1.515E-05
 308.00     309.00    -0.000E+00  1.751E-05     3.607E-06   1.751E-05
 309.00     310.00    -0.000E+00  1.650E-05     3.392E-06   1.650E-05
 310.00     311.00    -0.000E+00  2.382E-05     4.880E-06   2.382E-05
 311.00     312.00    -0.000E+00  3.189E-05     6.509E-06   3.189E-05
 312.00     313.00    -0.000E+00  3.421E-05     6.962E-06   3.421E-05
 313.00     314.00    -0.000E+00  3.969E-05     8.041E-06   3.969E-05
 314.00     315.00    -0.000E+00  4.406E-05     8.898E-06   4.406E-05
 315.00     316.00    -0.000E+00  4.638E-05     9.324E-06   4.638E-05
 316.00     317.00    -0.000E+00  5.133E-05     1.028E-05   5.133E-05
 317.00     318.00    -0.000E+00  7.235E-05     1.442E-05   7.235E-05
 318.00     319.00    -0.000E+00  6.413E-05     1.274E-05   6.413E-05
 319.00     320.00    -0.000E+00  8.018E-05     1.585E-05   8.018E-05
 320.00     321.00    -0.000E+00  1.002E-04     1.971E-05   1.002E-04
 321.00     322.00    -0.000E+00  9.925E-05     1.946E-05   9.925E-05
 322.00     323.00    -0.000E+00  8.748E-05     1.705E-05   8.748E-05
 323.00     324.00    -0.000E+00  1.101E-04     2.140E-05   1.101E-04
 324.00     325.00    -0.000E+00  1.277E-04     2.471E-05   1.277E-04
 325.00     326.00    -0.000E+00  1.377E-04     2.651E-05   1.377E-04
 326.00     327.00    -0.000E+00  1.966E-04     3.769E-05   1.966E-04
 327.00     328.00    -0.000E+00  1.719E-04     3.281E-05   1.719E-04
 328.00     329.00    -0.000E+00  1.573E-04     2.988E-05   1.573E-04
 329.00     330.00    -0.000E+00  2.344E-04     4.434E-05   2.344E-04
 330.00     331.00    -0.000E+00  1.991E-04     3.749E-05   1.991E-04
 331.00     332.00    -0.000E+00  1.928E-04     3.613E-05   1.928E-04
 332.00     333.00    -0.000E+00  2.110E-04     3.939E-05   2.110E-04
 333.00     334.00    -0.000E+00  1.876E-04     3.485E-05   1.876E-04
 334.00     335.00    -0.000E+00  2.133E-04     3.946E-05   2.133E-04
 335.00     336.00    -0.000E+00  2.278E-04     4.197E-05   2.278E-04
 336.00     337.00    -0.000E+00  1.739E-04     3.190E-05   1.739E-04
 337.00     338.00    -0.000E+00  1.822E-04     3.328E-05   1.822E-04
 338.00     339.00    -0.000E+00  2.031E-04     3.694E-05   2.031E-04
 339.00     340.00    -0.000E+00  2.211E-04     4.006E-05   2.211E-04
 340.00     341.00    -0.000E+00  2.297E-04     4.144E-05   2.297E-04
 341.00     342.00    -0.000E+00  2.095E-04     3.764E-05   2.095E-04
 342.00     343.00    -0.000E+00  2.320E-04     4.151E-05   2.320E-04
 343.00     344.00    -0.000E+00  2.367E-04     4.219E-05   2.367E-04
 344.00     345.00    -0.000E+00  1.629E-04     2.891E-05   1.629E-04
 345.00     346.00    -0.000E+00  2.292E-04     4.053E-05   2.292E-04
 346.00     347.00    -0.000E+00  2.089E-04     3.679E-05   2.089E-04
 347.00     348.00    -0.000E+00  2.033E-04     3.566E-05   2.033E-04
 348.00     349.00    -0.000E+00  2.237E-04     3.908E-05   2.237E-04
 349.00     350.00    -0.000E+00  1.861E-04     3.239E-05   1.861E-04
 350.00     351.00    -0.000E+00  2.594E-04     4.498E-05   2.594E-04
 351.00     352.00    -0.000E+00  2.215E-04     3.827E-05   2.215E-04
 352.00     353.00    -0.000E+00  1.990E-04     3.425E-05   1.990E-04
 353.00     354.00    -0.000E+00  2.390E-04     4.099E-05   2.390E-04
 354.00     355.00    -0.000E+00  2.579E-04     4.407E-05   2.579E-04
 355.00     356.00    -0.000E+00  2.396E-04     4.079E-05   2.396E-04
 356.00     357.00    -0.000E+00  2.210E-04     3.748E-05   2.210E-04
 357.00     358.00    -0.000E+00  1.866E-04     3.154E-05   1.866E-04
 358.00     359.00    -0.000E+00  1.434E-04     2.415E-05   1.434E-04
 359.00     360.00    -0.000E+00  2.398E-04     4.025E-05   2.398E-04
 360.00     361.00    -0.000E+00  2.210E-04     3.696E-05   2.210E-04
 361.00     362.00    -0.000E+00  1.982E-04     3.304E-05   1.982E-04
 362.00     363.00    -0.000E+00  2.315E-04     3.846E-05   2.315E-04
 363.00     364.00    -0.000E+00  2.048E-04     3.391E-05   2.048E-04
 364.00     365.00    -0.000E+00  2.220E-04     3.663E-05   2.220E-04
 365.00     366.00    -0.000E+00  2.688E-04     4.420E-05   2.688E-04
 366.00     367.00    -0.000E+00  2.829E-04     4.637E-05   2.829E-04
 367.00     368.00    -0.000E+00  2.672E-04     4.365E-05   2.672E-04
 368.00     369.00    -0.000E+00  2.333E-04     3.800E-05   2.333E-04
 369.00     370.00    -0.000E+00  2.782E-04     4.517E-05   2.782E-04
 370.00     371.00    -0.000E+00  2.509E-04     4.061E-05   2.509E-04
 371.00     372.00    -0.000E+00  2.855E-04     4.605E-05   2.855E-04
 372.00     373.00    -0.000E+00  2.097E-04     3.372E-05   2.097E-04
 373.00     374.00    -0.000E+00  1.884E-04     3.020E-05   1.884E-04
 374.00     375.00    -0.000E+00  2.055E-04     3.285E-05   2.055E-04
 375.00     376.00    -0.000E+00  2.306E-04     3.674E-05   2.306E-04
 376.00     377.00    -0.000E+00  2.289E-04     3.637E-05   2.289E-04
 377.00     378.00    -0.000E+00  2.710E-04     4.294E-05   2.710E-04
 378.00     379.00    -0.000E+00  2.937E-04     4.639E-05   2.937E-04
 379.00     380.00    -0.000E+00  2.160E-04     3.402E-05   2.160E-04
 380.00     381.00    -0.000E+00  2.583E-04     4.057E-05   2.583E-04
 381.00     382.00    -0.000E+00  2.414E-04     3.780E-05   2.414E-04
 382.00     383.00    -0.000E+00  1.599E-04     2.497E-05   1.599E-04
 383.00     384.00    -0.000E+00  1.396E-04     2.174E-05   1.396E-04
 384.00     385.00    -0.000E+00  2.084E-04     3.235E-05   2.084E-04
 385.00     386.00    -0.000E+00  2.050E-04     3.174E-05   2.050E-04
 386.00     387.00    -0.000E+00  2.078E-04     3.209E-05   2.078E-04
 387.00     388.00    -0.000E+00  1.920E-04     2.957E-05   1.920E-04
 388.00     389.00    -0.000E+00  1.914E-04     2.940E-05   1.914E-04
 389.00     390.00    -0.000E+00  2.400E-04     3.677E-05   2.400E-04
 390.00     391.00    -0.000E+00  2.344E-04     3.582E-05   2.344E-04
 391.00     392.00    -0.000E+00  2.766E-04     4.215E-05   2.766E-04
 392.00     393.00    -0.000E+00  2.063E-04     3.135E-05   2.063E-04
 393.00     394.00    -0.000E+00  8.918E-05     1.352E-05   8.918E-05
 394.00     395.00    -0.000E+00  2.087E-04     3.156E-05   2.087E-04
 395.00     396.00    -0.000E+00  2.671E-04     4.028E-05   2.671E-04
 396.00     397.00    -0.000E+00  1.560E-04     2.347E-05   1.560E-04
 397.00     398.00    -0.000E+00  1.790E-04     2.687E-05   1.790E-04
 398.00     399.00    -0.000E+00  3.059E-04     4.581E-05   3.059E-04
 399.00     400.00    -0.000E+00  3.165E-04     4.728E-05   3.165E-04
 400.00     401.00    -0.000E+00  3.309E-04     4.931E-05   3.309E-04
 401.00     402.00    -0.000E+00  3.386E-04     5.034E-05   3.386E-04
 402.00     403.00    -0.000E+00  3.497E-04     5.186E-05   3.497E-04
 403.00     404.00    -0.000E+00  3.184E-04     4.711E-05   3.184E-04
 404.00     405.00    -0.000E+00  3.106E-04     4.585E-05   3.106E-04
 405.00     406.00    -0.000E+00  3.210E-04     4.727E-05   3.210E-04
 406.00     407.00    -0.000E+00  3.007E-04     4.419E-05   3.007E-04
 407.00     408.00    -0.000E+00  3.015E-04     4.421E-05   3.015E-04
 408.00     409.00    -0.000E+00  3.340E-04     4.886E-05   3.340E-04
 409.00     410.00    -0.000E+00  3.257E-04     4.753E-05   3.257E-04
 410.00     411.00    -0.000E+00  2.809E-04     4.092E-05   2.809E-04
 411.00     412.00    -0.000E+00  3.359E-04     4.882E-05   3.359E-04
 412.00     413.00    -0.000E+00  3.313E-04     4.804E-05   3.313E-04
 413.00     414.00    -0.000E+00  3.197E-04     4.625E-05   3.197E-04
 414.00     415.00    -0.000E+00  3.268E-04     4.719E-05   3.268E-04
 415.00     416.00    -0.000E+00  3.109E-04     4.480E-05   3.109E-04
 416.00     417.00    -0.000E+00  3.366E-04     4.840E-05   3.366E-04
 417.00     418.00    -0.000E+00  3.061E-04     4.393E-05   3.061E-04
 418.00     419.00    -0.000E+00  3.069E-04     4.396E-05   3.069E-04
 419.00     420.00    -0.000E+00  3.155E-04     4.509E-05   3.155E-04
 420.00     421.00    -0.000E+00  3.155E-04     4.499E-05   3.155E-04
 421.00     422.00    -0.000E+00  3.274E-04     4.660E-05   3.274E-04
 422.00     423.00    -0.000E+00  2.888E-04     4.103E-05   2.888E-04
 423.00     424.00    -0.000E+00  3.132E-04     4.440E-05   3.132E-04
 424.00     425.00    -0.000E+00  3.126E-04     4.423E-05   3.126E-04
 425.00     426.00    -0.000E+00  3.012E-04     4.255E-05   3.012E-04
 426.00     427.00    -0.000E+00  3.030E-04     4.271E-05   3.030E-04
 427.00     428.00    -0.000E+00  2.760E-04     3.884E-05   2.760E-04
 428.00     429.00    -0.000E+00  2.911E-04     4.088E-05   2.911E-04
 429.00     430.00    -0.000E+00  2.650E-04     3.714E-05   2.650E-04
 430.00     431.00    -0.000E+00  1.945E-04     2.721E-05   1.945E-04
 431.00     432.00    -0.000E+00  2.710E-04     3.785E-05   2.710E-04
 432.00     433.00    -0.000E+00  2.880E-04     4.014E-05   2.880E-04
 433.00     434.00    -0.000E+00  3.149E-04     4.381E-05   3.149E-04
 434.00     435.00    -0.000E+00  2.708E-04     3.761E-05   2.708E-04
 435.00     436.00    -0.000E+00  3.067E-04     4.253E-05   3.067E-04
 436.00     437.00    -0.000E+00  3.281E-04     4.542E-05   3.281E-04
 437.00     438.00    -0.000E+00  3.078E-04     4.253E-05   3.078E-04
 438.00     439.00    -0.000E+00  2.730E-04     3.766E-05   2.730E-04
 439.00     440.00    -0.000E+00  3.081E-04     4.243E-05   3.081E-04
 440.00     441.00    -0.000E+00  2.890E-04     3.974E-05   2.890E-04
 441.00     442.00    -0.000E+00  3.214E-04     4.411E-05   3.214E-04
 442.00     443.00    -0.000E+00  3.326E-04     4.557E-05   3.326E-04
 443.00     444.00    -0.000E+00  3.181E-04     4.352E-05   3.181E-04
 444.00     445.00    -0.000E+00  3.268E-04     4.463E-05   3.268E-04
 445.00     446.00    -0.000E+00  3.080E-04     4.199E-05   3.080E-04
 446.00     447.00    -0.000E+00  3.052E-04     4.155E-05   3.052E-04
 447.00     448.00    -0.000E+00  3.314E-04     4.504E-05   3.314E-04
 448.00     449.00    -0.000E+00  3.194E-04     4.334E-05   3.194E-04
 449.00     450.00    -0.000E+00  3.161E-04     4.283E-05   3.161E-04
 450.00     451.00    -0.000E+00  3.373E-04     4.563E-05   3.373E-04
 451.00     452.00    -0.000E+00  3.307E-04     4.467E-05   3.307E-04
 452.00     453.00    -0.000E+00  3.155E-04     4.255E-05   3.155E-04
 453.00     454.00    -0.000E+00  3.030E-04     4.080E-05   3.030E-04
 454.00     455.00    -0.000E+00  3.206E-04     4.311E-05   3.206E-04
 455.00     456.00    -0.000E+00  3.070E-04     4.121E-05   3.070E-04
 456.00     457.00    -0.000E+00  3.259E-04     4.369E-05   3.259E-04
 457.00     458.00    -0.000E+00  3.267E-04     4.373E-05   3.267E-04
 458.00     459.00    -0.000E+00  3.038E-04     4.061E-05   3.038E-04
 459.00     460.00    -0.000E+00  3.086E-04     4.118E-05   3.086E-04
 460.00     461.00    -0.000E+00  3.104E-04     4.138E-05   3.104E-04
 461.00     462.00    -0.000E+00  3.171E-04     4.221E-05   3.171E-04
 462.00     463.00    -0.000E+00  3.149E-04     4.185E-05   3.149E-04
 463.00     464.00    -0.000E+00  3.083E-04     4.091E-05   3.083E-04
 464.00     465.00    -0.000E+00  2.977E-04     3.946E-05   2.977E-04
 465.00     466.00    -0.000E+00  3.024E-04     4.002E-05   3.024E-04
 466.00     467.00    -0.000E+00  2.929E-04     3.872E-05   2.929E-04
 467.00     468.00    -0.000E+00  3.018E-04     3.983E-05   3.018E-04
 468.00     469.00    -0.000E+00  2.942E-04     3.879E-05   2.942E-04
 469.00     470.00    -0.000E+00  2.969E-04     3.909E-05   2.969E-04
 470.00     471.00    -0.000E+00  2.777E-04     3.651E-05   2.777E-04
 471.00     472.00    -0.000E+00  2.890E-04     3.794E-05   2.890E-04
 472.00     473.00    -0.000E+00  3.012E-04     3.950E-05   3.012E-04
 473.00     474.00    -0.000E+00  2.841E-04     3.720E-05   2.841E-04
 474.00     475.00    -0.000E+00  2.965E-04     3.878E-05   2.965E-04
 475.00     476.00    -0.000E+00  2.896E-04     3.783E-05   2.896E-04
 476.00     477.00    -0.000E+00  2.796E-04     3.647E-05   2.796E-04
 477.00     478.00    -0.000E+00  2.958E-04     3.853E-05   2.958E-04
 478.00     479.00    -0.000E+00  2.855E-04     3.715E-05   2.855E-04
 479.00     480.00    -0.000E+00  2.859E-04     3.715E-05   2.859E-04
 480.00     481.00    -0.000E+00  2.782E-04     3.611E-05   2.782E-04
 481.00     482.00    -0.000E+00  2.823E-04     3.659E-05   2.823E-04
 482.00     483.00    -0.000E+00  2.790E-04     3.613E-05   2.790E-04
 483.00     484.00    -0.000E+00  2.718E-04     3.515E-05   2.718E-04
 484.00     485.00    -0.000E+00  2.661E-04     3.438E-05   2.661E-04
 485.00     486.00    -0.000E+00  2.538E-04     3.274E-05   2.538E-04
 486.00     487.00    -0.000E+00  2.102E-04     2.710E-05   2.102E-04
 487.00     488.00    -0.000E+00  2.438E-04     3.138E-05   2.438E-04
 488.00     489.00    -0.000E+00  2.617E-04     3.365E-05   2.617E-04
 489.00     490.00    -0.000E+00  2.588E-04     3.324E-05   2.588E-04
 490.00     491.00    -0.000E+00  2.678E-04     3.436E-05   2.678E-04
 491.00     492.00    -0.000E+00  2.569E-04     3.292E-05   2.569E-04
 492.00     493.00    -0.000E+00  2.383E-04     3.050E-05   2.383E-04
 493.00     494.00    -0.000E+00  2.555E-04     3.267E-05   2.555E-04
 494.00     495.00    -0.000E+00  2.579E-04     3.294E-05   2.579E-04
 495.00     496.00    -0.000E+00  2.478E-04     3.162E-05   2.478E-04
 496.00     497.00    -0.000E+00  2.593E-04     3.305E-05   2.593E-04
 497.00     498.00    -0.000E+00  2.545E-04     3.240E-05   2.545E-04
 498.00     499.00    -0.000E+00  2.332E-04     2.966E-05   2.332E-04
 499.00     500.00    -0.000E+00  2.440E-04     3.100E-05   2.440E-04
 500.00     501.00    -0.000E+00  2.241E-04     2.845E-05   2.241E-04
 501.00     502.00    -0.000E+00  2.193E-04     2.781E-05   2.193E-04
 502.00     503.00    -0.000E+00  2.237E-04     2.833E-05   2.237E-04
 503.00     504.00    -0.000E+00  2.304E-04     2.914E-05   2.304E-04
 504.00     505.00    -0.000E+00  2.171E-04     2.744E-05   2.171E-04
 505.00     506.00    -0.000E+00  2.235E-04     2.822E-05   2.235E-04
 506.00     507.00    -0.000E+00  2.266E-04     2.858E-05   2.266E-04
 507.00     508.00    -0.000E+00  2.216E-04     2.792E-05   2.216E-04
 508.00     509.00    -0.000E+00  2.104E-04     2.649E-05   2.104E-04
 509.00     510.00    -0.000E+00  2.228E-04     2.802E-05   2.228E-04
 510.00     511.00    -0.000E+00  2.128E-04     2.674E-05   2.128E-04
 511.00     512.00    -0.000E+00  2.210E-04     2.774E-05   2.210E-04
 512.00     513.00    -0.000E+00  2.120E-04     2.658E-05   2.120E-04
 513.00     514.00    -0.000E+00  2.096E-04     2.626E-05   2.096E-04
 514.00     515.00    -0.000E+00  1.986E-04     2.486E-05   1.986E-04
 515.00     516.00    -0.000E+00  2.092E-04     2.616E-05   2.092E-04
 516.00     517.00    -0.000E+00  1.877E-04     2.345E-05   1.877E-04
 517.00     518.00    -0.000E+00  1.800E-04     2.247E-05   1.800E-04
 518.00     519.00    -0.000E+00  1.807E-04     2.253E-05   1.807E-04
 519.00     520.00    -0.000E+00  1.936E-04     2.412E-05   1.936E-04
 520.00     521.00    -0.000E+00  1.965E-04     2.446E-05   1.965E-04
 521.00     522.00    -0.000E+00  1.982E-04     2.466E-05   1.982E-04
 522.00     523.00    -0.000E+00  1.931E-04     2.399E-05   1.931E-04
 523.00     524.00    -0.000E+00  1.947E-04     2.416E-05   1.947E-04
 524.00     525.00    -0.000E+00  2.003E-04     2.485E-05   2.003E-04
 525.00     526.00    -0.000E+00  1.941E-04     2.405E-05   1.941E-04
 526.00     527.00    -0.000E+00  1.763E-04     2.182E-05   1.763E-04
 527.00     528.00    -0.000E+00  1.721E-04     2.128E-05   1.721E-04
 528.00     529.00    -0.000E+00  1.851E-04     2.288E-05   1.851E-04
 529.00     530.00    -0.000E+00  1.861E-04     2.298E-05   1.861E-04
 530.00     531.00    -0.000E+00  1.850E-04     2.283E-05   1.850E-04
 531.00     532.00    -0.000E+00  1.863E-04     2.296E-05   1.863E-04
 532.00     533.00    -0.000E+00  1.701E-04     2.095E-05   1.701E-04
 533.00     534.00    -0.000E+00  1.773E-04     2.182E-05   1.773E-04
 534.00     535.00    -0.000E+00  1.729E-04     2.127E-05   1.729E-04
 535.00     536.00    -0.000E+00  1.805E-04     2.218E-05   1.805E-04
 536.00     537.00    -0.000E+00  1.750E-04     2.149E-05   1.750E-04
 537.00     538.00    -0.000E+00  1.705E-04     2.091E-05   1.705E-04
 538.00     539.00    -0.000E+00  1.749E-04     2.144E-05   1.749E-04
 539.00     540.00    -0.000E+00  1.658E-04     2.031E-05   1.658E-04
 540.00     541.00    -0.000E+00  1.631E-04     1.996E-05   1.631E-04
 541.00     542.00    -0.000E+00  1.664E-04     2.036E-05   1.664E-04
 542.00     543.00    -0.000E+00  1.681E-04     2.054E-05   1.681E-04
 543.00     544.00    -0.000E+00  1.611E-04     1.968E-05   1.611E-04
 544.00     545.00    -0.000E+00  1.656E-04     2.020E-05   1.656E-04
 545.00     546.00    -0.000E+00  1.664E-04     2.029E-05   1.664E-04
 546.00     547.00    -0.000E+00  1.640E-04     1.998E-05   1.640E-04
 547.00     548.00    -0.000E+00  1.592E-04     1.939E-05   1.592E-04
 548.00     549.00    -0.000E+00  1.612E-04     1.961E-05   1.612E-04
 549.00     550.00    -0.000E+00  1.621E-04     1.971E-05   1.621E-04
 550.00     551.00    -0.000E+00  1.586E-04     1.925E-05   1.586E-04
 551.00     552.00    -0.000E+00  1.567E-04     1.900E-05   1.567E-04
 552.00     553.00    -0.000E+00  1.560E-04     1.891E-05   1.560E-04
 553.00     554.00    -0.000E+00  1.541E-04     1.866E-05   1.541E-04
 554.00     555.00    -0.000E+00  1.550E-04     1.875E-05   1.550E-04
 555.00     556.00    -0.000E+00  1.541E-04     1.863E-05   1.541E-04
 556.00     557.00    -0.000E+00  1.490E-04     1.801E-05   1.490E-04
 557.00     558.00    -0.000E+00  1.449E-04     1.750E-05   1.449E-04
 558.00     559.00    -0.000E+00  1.420E-04     1.714E-05   1.420E-04
 559.00     560.00    -0.000E+00  1.381E-04     1.666E-05   1.381E-04
 560.00     561.00    -0.000E+00  1.392E-04     1.678E-05   1.392E-04
 561.00     562.00    -0.000E+00  1.382E-04     1.664E-05   1.382E-04
 562.00     563.00    -0.000E+00  1.363E-04     1.640E-05   1.363E-04
 563.00     564.00    -0.000E+00  1.367E-04     1.644E-05   1.367E-04
 564.00     565.00    -0.000E+00  1.354E-04     1.627E-05   1.354E-04
 565.00     566.00    -0.000E+00  1.318E-04     1.583E-05   1.318E-04
 566.00     567.00    -0.000E+00  1.282E-04     1.538E-05   1.282E-04
 567.00     568.00    -0.000E+00  1.334E-04     1.600E-05   1.334E-04
 568.00     569.00    -0.000E+00  1.268E-04     1.520E-05   1.268E-04
 569.00     570.00    -0.000E+00  1.296E-04     1.552E-05   1.296E-04
 570.00     571.00    -0.000E+00  1.248E-04     1.494E-05   1.248E-04
 571.00     572.00    -0.000E+00  1.218E-04     1.457E-05   1.218E-04
 572.00     573.00    -0.000E+00  1.286E-04     1.538E-05   1.286E-04
 573.00     574.00    -0.000E+00  1.271E-04     1.519E-05   1.271E-04
 574.00     575.00    -0.000E+00  1.258E-04     1.502E-05   1.258E-04
 575.00     576.00    -0.000E+00  1.229E-04     1.467E-05   1.229E-04
 576.00     577.00    -0.000E+00  1.236E-04     1.474E-05   1.236E-04
 577.00     578.00    -0.000E+00  1.246E-04     1.485E-05   1.246E-04
 578.00     579.00    -0.000E+00  1.194E-04     1.422E-05   1.194E-04
 579.00     580.00    -0.000E+00  1.225E-04     1.458E-05   1.225E-04
 580.00     581.00    -0.000E+00  1.236E-04     1.471E-05   1.236E-04
 581.00     582.00    -0.000E+00  1.230E-04     1.462E-05   1.230E-04
 582.00     583.00    -0.000E+00  1.252E-04     1.487E-05   1.252E-04
 583.00     584.00    -0.000E+00  1.242E-04     1.476E-05   1.242E-04
 584.00     585.00    -0.000E+00  1.241E-04     1.473E-05   1.241E-04
 585.00     586.00    -0.000E+00  1.199E-04     1.422E-05   1.199E-04
 586.00     587.00    -0.000E+00  1.208E-04     1.432E-05   1.208E-04
 587.00     588.00    -0.000E+00  1.229E-04     1.457E-05   1.229E-04
 588.00     589.00    -0.000E+00  1.211E-04     1.434E-05   1.211E-04
 589.00     590.00    -0.000E+00  1.031E-04     1.221E-05   1.031E-04
 590.00     591.00    -0.000E+00  1.191E-04     1.409E-05   1.191E-04
 591.00     592.00    -0.000E+00  1.176E-04     1.391E-05   1.176E-04
 592.00     593.00    -0.000E+00  1.184E-04     1.399E-05   1.184E-04
 593.00     594.00    -0.000E+00  1.149E-04     1.358E-05   1.149E-04
 594.00     595.00    -0.000E+00  1.155E-04     1.363E-05   1.155E-04
 595.00     596.00    -0.000E+00  1.114E-04     1.314E-05   1.114E-04
 596.00     597.00    -0.000E+00  1.125E-04     1.326E-05   1.125E-04
 597.00     598.00    -0.000E+00  1.103E-04     1.300E-05   1.103E-04
 598.00     599.00    -0.000E+00  1.072E-04     1.262E-05   1.072E-04
 599.00     600.00    -0.000E+00  1.074E-04     1.264E-05   1.074E-04
 600.00     601.00    -0.000E+00  1.054E-04     1.240E-05   1.054E-04
 601.00     602.00    -0.000E+00  1.038E-04     1.220E-05   1.038E-04
 602.00     603.00    -0.000E+00  1.019E-04     1.198E-05   1.019E-04
 603.00     604.00    -0.000E+00  1.058E-04     1.242E-05   1.058E-04
 604.00     605.00    -0.000E+00  1.051E-04     1.233E-05   1.051E-04
 605.00     606.00    -0.000E+00  1.046E-04     1.227E-05   1.046E-04
 606.00     607.00    -0.000E+00  1.049E-04     1.230E-05   1.049E-04
 607.00     608.00    -0.000E+00  1.068E-04     1.253E-05   1.068E-04
 608.00     609.00    -0.000E+00  1.045E-04     1.224E-05   1.045E-04
 609.00     610.00    -0.000E+00  1.058E-04     1.240E-05   1.058E-04
 610.00     611.00    -0.000E+00  1.042E-04     1.220E-05   1.042E-04
 611.00     612.00    -0.000E+00  1.076E-04     1.259E-05   1.076E-04
 612.00     613.00    -0.000E+00  1.054E-04     1.232E-05   1.054E-04
 613.00     614.00    -0.000E+00  1.042E-04     1.219E-05   1.042E-04
 614.00     615.00    -0.000E+00  1.069E-04     1.249E-05   1.069E-04
 615.00     616.00    -0.000E+00  1.068E-04     1.248E-05   1.068E-04
 616.00     617.00    -0.000E+00  1.032E-04     1.205E-05   1.032E-04
 617.00     618.00    -0.000E+00  1.051E-04     1.226E-05   1.051E-04
 618.00     619.00    -0.000E+00  1.089E-04     1.270E-05   1.089E-04
 619.00     620.00    -0.000E+00  1.081E-04     1.260E-05   1.081E-04
 620.00     621.00    -0.000E+00  1.099E-04     1.281E-05   1.099E-04
 621.00     622.00    -0.000E+00  1.085E-04     1.264E-05   1.085E-04
 622.00     623.00    -0.000E+00  1.086E-04     1.264E-05   1.086E-04
 623.00     624.00    -0.000E+00  1.065E-04     1.240E-05   1.065E-04
 624.00     625.00    -0.000E+00  1.058E-04     1.231E-05   1.058E-04
 625.00     626.00    -0.000E+00  1.060E-04     1.232E-05   1.060E-04
 626.00     627.00    -0.000E+00  1.085E-04     1.261E-05   1.085E-04
 627.00     628.00    -0.000E+00  1.101E-04     1.280E-05   1.101E-04
 628.00     629.00    -0.000E+00  1.095E-04     1.272E-05   1.095E-04
