ENLIGHTEN Version,2.2.7
Measurement ID,20211004-005336-877725-WP-00591
Serial Number,WP-00591
Model,WP-UV-VIS-C-S-25
Label,00:53:36 WP-00591
Declared Match,
Declared Score,0
Scan Averaging,1
Boxcar,0
Technique,Absorbance
Baseline Correction Algo,
ROI Pixel Start,0
ROI Pixel End,1023
Slit Width,25
Vignetted,False
Interpolated,False
Raman Intensity Corrected,False
Deconvolved,False
Integration Time,25
Timestamp,2021-10-04 00:53:36.877725
Note,Dark substracted
Temperature,-14.56424103398058
CCD C0,247.9385986328125
CCD C1,0.5131465792655945
CCD C2,-0.00012270470324438065
CCD C3,7.728250039917839e-08
CCD Offset,0
CCD Gain,1.9
Laser Wavelength,0.0
Laser Enable,False
Laser Power,100
Laser Temperature,0
Pixel Count,1024

Pixel,Wavelength,Processed,Raw,Dark,Reference
67,281.79,0.12222,869.00000,829.00000,53.00000
68,282.29,0.19107,865.00000,827.00000,59.00000
69,282.79,0.16633,867.00000,822.00000,66.00000
70,283.28,0.11764,863.00000,818.00000,59.00000
71,283.78,0.13622,861.00000,823.00000,52.00000
72,284.28,0.21671,856.00000,822.00000,56.00000
73,284.77,0.22440,859.00000,825.00000,57.00000
74,285.27,0.15127,865.00000,829.00000,51.00000
75,285.77,0.18406,863.00000,827.00000,55.00000
76,286.26,0.13753,865.00000,814.00000,70.00000
77,286.76,0.15970,861.00000,825.00000,52.00000
78,287.25,0.11580,869.00000,833.00000,47.00000
79,287.75,0.16058,869.00000,831.00000,55.00000
80,288.24,0.26977,863.00000,827.00000,67.00000
81,288.74,0.19107,869.00000,831.00000,59.00000
82,289.23,0.21307,863.00000,833.00000,49.00000
83,289.73,0.18406,861.00000,825.00000,55.00000
84,290.22,0.18406,863.00000,827.00000,55.00000
85,290.72,0.16481,863.00000,837.00000,38.00000
86,291.21,0.24304,865.00000,829.00000,63.00000
87,291.70,0.12887,869.00000,814.00000,74.00000
88,292.20,0.24304,854.00000,822.00000,56.00000
89,292.69,0.23736,856.00000,823.00000,57.00000
90,293.18,0.23045,863.00000,833.00000,51.00000
91,293.68,0.14062,867.00000,833.00000,47.00000
92,294.17,0.14722,871.00000,814.00000,80.00000
93,294.66,0.14449,869.00000,831.00000,53.00000
94,295.15,0.10646,865.00000,829.00000,46.00000
95,295.65,0.26570,861.00000,829.00000,59.00000
96,296.14,0.34090,859.00000,833.00000,57.00000
97,296.63,0.10409,873.00000,825.00000,61.00000
98,297.12,0.30629,859.00000,818.00000,83.00000
99,297.61,0.23313,863.00000,825.00000,65.00000
100,298.10,0.23313,863.00000,825.00000,65.00000
101,298.59,0.18505,867.00000,835.00000,49.00000
102,299.08,0.30737,861.00000,827.00000,69.00000
103,299.57,0.21560,865.00000,823.00000,69.00000
104,300.06,0.32585,863.00000,829.00000,72.00000
105,300.55,0.22760,865.00000,820.00000,76.00000
106,301.04,0.32369,859.00000,831.00000,59.00000
107,301.53,0.21956,865.00000,827.00000,63.00000
108,302.02,0.12124,877.00000,818.00000,78.00000
109,302.51,0.31362,863.00000,829.00000,70.00000
110,303.00,0.11007,877.00000,825.00000,67.00000
111,303.49,0.18327,867.00000,827.00000,61.00000
112,303.98,0.19957,869.00000,833.00000,57.00000
113,304.47,0.18184,875.00000,825.00000,76.00000
114,304.95,0.18452,865.00000,814.00000,78.00000
115,305.44,0.33995,861.00000,829.00000,70.00000
116,305.93,0.26717,865.00000,825.00000,74.00000
117,306.42,0.21956,865.00000,827.00000,63.00000
118,306.91,0.19540,869.00000,825.00000,69.00000
119,307.39,0.25302,863.00000,820.00000,77.00000
120,307.88,0.32585,859.00000,825.00000,72.00000
121,308.37,0.27174,871.00000,825.00000,86.00000
122,308.85,0.33817,863.00000,835.00000,61.00000
123,309.34,0.27755,867.00000,829.00000,72.00000
124,309.83,0.14133,877.00000,825.00000,72.00000
125,310.31,0.32906,863.00000,833.00000,64.00000
126,310.80,0.32906,869.00000,839.00000,64.00000
127,311.28,0.22888,871.00000,822.00000,83.00000
128,311.77,0.17609,875.00000,833.00000,63.00000
129,312.25,0.19457,873.00000,827.00000,72.00000
130,312.74,0.15261,873.00000,816.00000,81.00000
131,313.22,0.18327,875.00000,835.00000,61.00000
132,313.71,0.33775,863.00000,829.00000,74.00000
133,314.19,0.19957,871.00000,823.00000,76.00000
134,314.68,0.15261,877.00000,820.00000,81.00000
135,315.16,0.22185,869.00000,818.00000,85.00000
136,315.65,0.37566,861.00000,829.00000,76.00000
137,316.13,0.30103,871.00000,833.00000,76.00000
138,316.61,0.26885,869.00000,827.00000,78.00000
139,317.10,0.21085,871.00000,831.00000,65.00000
140,317.58,0.22934,873.00000,827.00000,78.00000
141,318.06,0.31231,863.00000,825.00000,78.00000
142,318.55,0.30103,871.00000,831.00000,80.00000
143,319.03,0.16166,878.00000,827.00000,74.00000
144,319.51,0.27676,875.00000,829.00000,87.00000
145,319.99,0.15654,878.00000,825.00000,76.00000
146,320.48,0.27729,869.00000,822.00000,89.00000
147,320.96,0.39280,861.00000,827.00000,84.00000
148,321.44,0.25527,867.00000,822.00000,81.00000
149,321.92,0.23553,873.00000,823.00000,86.00000
150,322.40,0.15173,878.00000,823.00000,78.00000
151,322.88,0.14613,875.00000,820.00000,77.00000
152,323.36,0.31125,865.00000,823.00000,86.00000
153,323.85,0.34933,861.00000,827.00000,76.00000
154,324.33,0.27036,867.00000,823.00000,82.00000
155,324.81,0.27036,871.00000,827.00000,82.00000
156,325.29,0.14483,873.00000,825.00000,67.00000
157,325.77,0.17930,878.00000,833.00000,68.00000
158,326.25,0.32585,863.00000,829.00000,72.00000
159,326.73,0.34426,863.00000,820.00000,95.00000
160,327.21,0.38694,865.00000,833.00000,78.00000
161,327.69,0.17324,878.00000,827.00000,76.00000
162,328.17,0.32222,865.00000,825.00000,84.00000
163,328.64,0.30103,869.00000,831.00000,76.00000
164,329.12,0.34450,865.00000,827.00000,84.00000
165,329.60,0.28663,877.00000,831.00000,89.00000
166,330.08,0.35751,867.00000,831.00000,82.00000
167,330.56,0.22000,865.00000,818.00000,78.00000
168,331.04,0.25326,873.00000,825.00000,86.00000
169,331.52,0.45593,859.00000,831.00000,80.00000
170,331.99,0.29105,871.00000,827.00000,86.00000
171,332.47,0.31293,869.00000,833.00000,74.00000
172,332.95,0.16749,873.00000,822.00000,75.00000
173,333.43,0.26695,875.00000,822.00000,98.00000
174,333.90,0.34679,869.00000,833.00000,80.00000
175,334.38,0.40866,863.00000,831.00000,82.00000
176,334.86,0.27015,878.00000,827.00000,95.00000
177,335.33,0.26885,869.00000,827.00000,78.00000
178,335.81,0.29208,869.00000,820.00000,96.00000
179,336.29,0.35447,867.00000,825.00000,95.00000
180,336.76,0.41791,863.00000,829.00000,89.00000
181,337.24,0.27470,873.00000,822.00000,96.00000
182,337.72,0.26666,877.00000,831.00000,85.00000
183,338.19,0.26324,873.00000,825.00000,88.00000
184,338.67,0.24033,871.00000,825.00000,80.00000
185,339.14,0.42427,863.00000,831.00000,85.00000
186,339.62,0.37161,863.00000,829.00000,80.00000
187,340.09,0.46584,863.00000,837.00000,76.00000
188,340.57,0.35008,869.00000,823.00000,103.00000
189,341.04,0.23824,877.00000,825.00000,90.00000
190,341.52,0.31079,869.00000,825.00000,90.00000
191,341.99,0.29276,871.00000,818.00000,104.00000
192,342.46,0.29628,875.00000,829.00000,91.00000
193,342.94,0.26152,873.00000,827.00000,84.00000
194,343.41,0.28366,873.00000,822.00000,98.00000
195,343.89,0.36653,865.00000,822.00000,100.00000
196,344.36,0.56255,852.00000,829.00000,84.00000
197,344.83,0.42756,865.00000,831.00000,91.00000
198,345.31,0.40369,869.00000,839.00000,76.00000
199,345.78,0.31840,869.00000,820.00000,102.00000
200,346.25,0.35218,875.00000,839.00000,81.00000
201,346.73,0.42597,863.00000,833.00000,80.00000
202,347.20,0.29148,871.00000,825.00000,90.00000
203,347.67,0.32308,875.00000,827.00000,101.00000
204,348.14,0.35218,867.00000,823.00000,99.00000
205,348.61,0.30519,877.00000,825.00000,105.00000
206,349.09,0.35698,873.00000,833.00000,91.00000
207,349.56,0.48812,859.00000,833.00000,80.00000
208,350.03,0.43537,865.00000,825.00000,109.00000
209,350.50,0.40274,861.00000,825.00000,91.00000
210,350.97,0.35120,867.00000,818.00000,110.00000
211,351.44,0.45653,859.00000,823.00000,103.00000
212,351.91,0.30103,873.00000,831.00000,84.00000
213,352.39,0.40226,869.00000,829.00000,101.00000
214,352.86,0.44624,867.00000,833.00000,95.00000
215,353.33,0.35619,871.00000,823.00000,109.00000
216,353.80,0.39794,871.00000,829.00000,105.00000
217,354.27,0.47308,863.00000,827.00000,107.00000
218,354.74,0.42427,869.00000,837.00000,85.00000
219,355.21,0.32222,875.00000,825.00000,105.00000
220,355.68,0.45484,865.00000,825.00000,114.00000
221,356.15,0.38818,867.00000,822.00000,110.00000
222,356.62,0.36663,873.00000,827.00000,107.00000
223,357.09,0.35843,869.00000,823.00000,105.00000
224,357.55,0.42142,863.00000,827.00000,95.00000
225,358.02,0.50268,858.00000,825.00000,105.00000
226,358.49,0.38535,867.00000,818.00000,119.00000
227,358.96,0.36352,871.00000,829.00000,97.00000
228,359.43,0.40699,873.00000,835.00000,97.00000
229,359.90,0.35698,873.00000,833.00000,91.00000
230,360.37,0.40804,867.00000,833.00000,87.00000
231,360.83,0.37566,871.00000,823.00000,114.00000
232,361.30,0.31338,877.00000,825.00000,107.00000
233,361.77,0.45079,873.00000,839.00000,96.00000
234,362.24,0.33041,877.00000,827.00000,107.00000
235,362.71,0.38870,871.00000,833.00000,93.00000
236,363.17,0.52543,859.00000,825.00000,114.00000
237,363.64,0.31338,877.00000,825.00000,107.00000
238,364.11,0.43933,867.00000,827.00000,110.00000
239,364.57,0.55630,859.00000,829.00000,108.00000
240,365.04,0.42454,865.00000,827.00000,101.00000
241,365.51,0.67778,858.00000,837.00000,100.00000
242,365.97,0.46161,867.00000,829.00000,110.00000
243,366.44,0.40170,871.00000,825.00000,116.00000
244,366.91,0.35948,875.00000,816.00000,135.00000
245,367.37,0.48555,867.00000,833.00000,104.00000
246,367.84,0.39064,871.00000,823.00000,118.00000
247,368.30,0.61033,865.00000,839.00000,106.00000
248,368.77,0.39064,877.00000,829.00000,118.00000
249,369.24,0.40671,865.00000,816.00000,125.00000
250,369.70,0.34074,878.00000,831.00000,103.00000
251,370.17,0.39794,873.00000,835.00000,95.00000
252,370.63,0.62554,858.00000,831.00000,114.00000
253,371.10,0.43366,871.00000,829.00000,114.00000
254,371.56,0.38349,869.00000,814.00000,133.00000
255,372.03,0.51364,867.00000,829.00000,124.00000
256,372.49,0.49210,863.00000,825.00000,118.00000
257,372.95,0.50585,861.00000,822.00000,125.00000
258,373.42,0.39415,875.00000,829.00000,114.00000
259,373.88,0.37742,877.00000,825.00000,124.00000
260,374.35,0.43761,869.00000,823.00000,126.00000
261,374.81,0.45692,871.00000,827.00000,126.00000
262,375.27,0.46982,871.00000,831.00000,118.00000
263,375.74,0.52543,865.00000,831.00000,114.00000
264,376.20,0.46109,871.00000,825.00000,133.00000
265,376.66,0.48667,865.00000,820.00000,138.00000
266,377.13,0.37742,875.00000,823.00000,124.00000
267,377.59,0.49292,867.00000,831.00000,112.00000
268,378.05,0.54770,861.00000,827.00000,120.00000
269,378.52,0.49136,865.00000,825.00000,124.00000
270,378.98,0.59885,859.00000,825.00000,135.00000
271,379.44,0.51558,867.00000,831.00000,118.00000
272,379.90,0.55429,871.00000,835.00000,129.00000
273,380.37,0.72818,856.00000,833.00000,123.00000
274,380.83,0.48734,869.00000,827.00000,129.00000
275,381.29,0.44105,875.00000,829.00000,127.00000
276,381.75,0.45451,875.00000,829.00000,131.00000
277,382.21,0.57232,867.00000,833.00000,127.00000
278,382.67,0.52402,871.00000,833.00000,127.00000
279,383.14,0.46406,867.00000,822.00000,131.00000
280,383.60,0.40886,878.00000,823.00000,141.00000
281,384.06,0.36798,878.00000,818.00000,140.00000
282,384.52,0.34749,884.00000,822.00000,138.00000
283,384.98,0.45451,869.00000,823.00000,131.00000
284,385.44,0.68318,861.00000,833.00000,135.00000
285,385.90,0.44968,871.00000,822.00000,138.00000
286,386.36,0.51347,867.00000,825.00000,137.00000
287,386.82,0.50708,869.00000,827.00000,135.00000
288,387.28,0.52827,875.00000,835.00000,135.00000
289,387.74,0.50577,867.00000,823.00000,141.00000
290,388.20,0.51012,875.00000,837.00000,123.00000
291,388.66,0.49327,873.00000,829.00000,137.00000
292,389.12,0.46177,873.00000,825.00000,139.00000
293,389.58,0.42990,880.00000,825.00000,148.00000
294,390.04,0.45637,873.00000,823.00000,143.00000
295,390.50,0.57978,865.00000,825.00000,152.00000
296,390.96,0.54716,867.00000,827.00000,141.00000
297,391.42,0.51705,880.00000,835.00000,148.00000
298,391.88,0.55284,869.00000,827.00000,150.00000
299,392.34,0.52476,871.00000,825.00000,154.00000
300,392.80,0.59106,869.00000,829.00000,156.00000
301,393.25,0.64235,865.00000,829.00000,158.00000
302,393.71,0.60805,869.00000,833.00000,146.00000
303,394.17,0.57024,873.00000,827.00000,171.00000
304,394.63,0.47712,882.00000,823.00000,177.00000
305,395.09,0.61423,869.00000,825.00000,181.00000
306,395.55,0.60940,867.00000,823.00000,179.00000
307,396.00,0.57644,875.00000,827.00000,181.00000
308,396.46,0.56128,873.00000,820.00000,193.00000
309,396.92,0.57561,873.00000,818.00000,207.00000
310,397.38,0.75119,867.00000,831.00000,203.00000
311,397.83,0.72341,875.00000,837.00000,201.00000
312,398.29,0.80043,863.00000,825.00000,240.00000
313,398.75,0.72964,878.00000,837.00000,220.00000
314,399.21,0.67461,873.00000,818.00000,260.00000
315,399.66,0.79903,869.00000,825.00000,277.00000
316,400.12,0.82012,871.00000,825.00000,304.00000
317,400.58,0.93924,865.00000,829.00000,313.00000
318,401.03,0.96484,875.00000,839.00000,332.00000
319,401.49,0.89395,873.00000,825.00000,376.00000
320,401.94,0.86217,877.00000,820.00000,415.00000
321,402.40,0.87946,882.00000,823.00000,447.00000
322,402.86,0.98174,873.00000,822.00000,489.00000
323,403.31,1.09108,873.00000,831.00000,518.00000
324,403.77,1.08740,877.00000,829.00000,587.00000
325,404.22,1.05637,871.00000,814.00000,649.00000
326,404.68,1.27391,865.00000,827.00000,714.00000
327,405.14,1.16523,877.00000,823.00000,790.00000
328,405.59,1.19740,880.00000,823.00000,898.00000
329,406.05,1.37976,871.00000,831.00000,959.00000
330,406.50,1.40735,869.00000,827.00000,1073.00000
331,406.96,1.36358,873.00000,822.00000,1178.00000
332,407.41,1.37691,880.00000,825.00000,1310.00000
333,407.87,1.60115,867.00000,831.00000,1437.00000
334,408.32,1.62515,863.00000,825.00000,1603.00000
335,408.78,1.54605,877.00000,827.00000,1758.00000
336,409.23,1.64902,871.00000,827.00000,1961.00000
337,409.68,1.59186,878.00000,822.00000,2188.00000
338,410.14,1.87361,865.00000,833.00000,2392.00000
339,410.59,1.79934,875.00000,833.00000,2646.00000
340,411.05,1.88782,871.00000,833.00000,2935.00000
341,411.50,1.93437,871.00000,833.00000,3267.00000
342,411.95,1.84366,875.00000,823.00000,3628.00000
343,412.41,1.93952,869.00000,823.00000,4002.00000
344,412.86,2.01303,863.00000,820.00000,4431.00000
345,413.32,1.96343,878.00000,825.00000,4872.00000
346,413.77,2.06714,873.00000,827.00000,5369.00000
347,414.22,2.12548,873.00000,829.00000,5874.00000
348,414.68,2.14512,869.00000,823.00000,6425.00000
349,415.13,2.18029,877.00000,831.00000,6967.00000
350,415.58,2.25435,873.00000,831.00000,7544.00000
351,416.03,2.16962,878.00000,823.00000,8128.00000
352,416.49,2.25803,877.00000,829.00000,8695.00000
353,416.94,2.26820,873.00000,823.00000,9272.00000
354,417.39,2.31224,873.00000,825.00000,9851.00000
355,417.84,2.29217,884.00000,831.00000,10386.00000
356,418.30,2.39218,877.00000,833.00000,10855.00000
357,418.75,2.52079,867.00000,833.00000,11279.00000
358,419.20,2.42347,875.00000,831.00000,11666.00000
359,419.65,2.37071,873.00000,822.00000,11975.00000
360,420.11,2.50683,865.00000,827.00000,12207.00000
361,420.56,2.34982,880.00000,825.00000,12308.00000
362,421.01,2.51353,873.00000,835.00000,12397.00000
363,421.46,2.45151,873.00000,829.00000,12444.00000
364,421.91,2.34432,878.00000,822.00000,12374.00000
365,422.36,2.44681,873.00000,829.00000,12310.00000
366,422.81,2.57860,859.00000,827.00000,12127.00000
367,423.27,2.41428,875.00000,829.00000,11941.00000
368,423.72,2.38471,875.00000,827.00000,11640.00000
369,424.17,2.31635,880.00000,825.00000,11395.00000
370,424.62,2.23848,884.00000,820.00000,11083.00000
371,425.07,2.39202,875.00000,831.00000,10851.00000
372,425.52,2.42374,871.00000,831.00000,10612.00000
373,425.97,2.41351,873.00000,833.00000,10365.00000
374,426.42,2.36031,871.00000,827.00000,10087.00000
375,426.87,2.28081,877.00000,825.00000,9927.00000
376,427.32,2.34724,873.00000,829.00000,9788.00000
377,427.77,2.38247,869.00000,829.00000,9650.00000
378,428.22,2.23941,877.00000,822.00000,9545.00000
379,428.67,2.20407,877.00000,818.00000,9439.00000
380,429.12,2.18000,882.00000,820.00000,9384.00000
381,429.57,2.24802,882.00000,829.00000,9382.00000
382,430.02,2.36768,873.00000,833.00000,9327.00000
383,430.47,2.30371,875.00000,829.00000,9257.00000
384,430.92,2.34313,869.00000,827.00000,9255.00000
385,431.37,2.30070,869.00000,823.00000,9193.00000
386,431.82,2.25711,878.00000,827.00000,9219.00000
387,432.27,2.32142,873.00000,829.00000,9223.00000
388,432.72,2.40274,859.00000,823.00000,9100.00000
389,433.17,2.37840,873.00000,835.00000,9082.00000
390,433.62,2.29471,869.00000,823.00000,9067.00000
391,434.06,2.27517,871.00000,823.00000,9045.00000
392,434.51,2.21475,882.00000,827.00000,9018.00000
393,434.96,2.35184,871.00000,831.00000,8993.00000
394,435.41,2.32974,873.00000,831.00000,8974.00000
395,435.86,2.24643,880.00000,829.00000,8995.00000
396,436.31,2.24624,880.00000,829.00000,8991.00000
397,436.76,2.27775,875.00000,827.00000,9099.00000
398,437.20,2.31372,875.00000,831.00000,9061.00000
399,437.65,2.28589,867.00000,820.00000,9078.00000
400,438.10,2.32076,877.00000,833.00000,9209.00000
401,438.55,2.32531,869.00000,825.00000,9306.00000
402,439.00,2.27596,875.00000,825.00000,9439.00000
403,439.44,2.37840,875.00000,835.00000,9560.00000
404,439.89,2.48046,865.00000,833.00000,9674.00000
405,440.34,2.36913,871.00000,829.00000,9826.00000
406,440.79,2.47038,863.00000,829.00000,10043.00000
407,441.23,2.26627,875.00000,820.00000,10154.00000
408,441.68,2.32432,871.00000,822.00000,10340.00000
409,442.13,2.42111,867.00000,827.00000,10548.00000
410,442.58,2.30709,880.00000,827.00000,10749.00000
411,443.02,2.23616,882.00000,818.00000,11024.00000
412,443.47,2.28668,880.00000,822.00000,11223.00000
413,443.92,2.27035,884.00000,823.00000,11368.00000
414,444.36,2.61584,861.00000,833.00000,11561.00000
415,444.81,2.51639,867.00000,831.00000,11822.00000
416,445.26,2.36401,877.00000,825.00000,12023.00000
417,445.70,2.38874,873.00000,823.00000,12238.00000
418,446.15,2.32467,884.00000,825.00000,12460.00000
419,446.60,2.57219,871.00000,837.00000,12696.00000
420,447.04,2.52952,867.00000,829.00000,12862.00000
421,447.49,2.43387,877.00000,829.00000,13035.00000
422,447.93,2.28954,880.00000,812.00000,13245.00000
423,448.38,2.40341,878.00000,825.00000,13418.00000
424,448.83,2.45322,877.00000,829.00000,13629.00000
425,449.27,2.58320,865.00000,829.00000,13788.00000
426,449.72,2.46215,877.00000,829.00000,13912.00000
427,450.16,2.48628,873.00000,827.00000,14094.00000
428,450.61,2.41373,877.00000,822.00000,14259.00000
429,451.05,2.41890,878.00000,823.00000,14430.00000
430,451.50,2.53836,877.00000,835.00000,14508.00000
431,451.95,2.44540,880.00000,827.00000,14780.00000
432,452.39,2.41740,880.00000,823.00000,14903.00000
433,452.84,2.47486,873.00000,823.00000,14922.00000
434,453.28,2.48792,880.00000,831.00000,15070.00000
435,453.73,2.55688,875.00000,833.00000,15140.00000
436,454.17,2.55917,875.00000,833.00000,15220.00000
437,454.62,2.52278,877.00000,831.00000,15330.00000
438,455.06,2.47430,875.00000,823.00000,15499.00000
439,455.51,2.40782,877.00000,816.00000,15601.00000
440,455.95,2.57265,873.00000,831.00000,15700.00000
441,456.39,2.45028,878.00000,822.00000,15793.00000
442,456.84,2.47471,880.00000,827.00000,15812.00000
443,457.28,2.54734,878.00000,833.00000,15869.00000
444,457.73,2.55996,873.00000,829.00000,15974.00000
445,458.17,2.50371,877.00000,827.00000,15947.00000
446,458.62,2.49696,878.00000,827.00000,16015.00000
447,459.06,2.48972,877.00000,825.00000,16059.00000
448,459.50,2.56170,873.00000,829.00000,16038.00000
449,459.95,2.50669,877.00000,827.00000,16057.00000
450,460.39,2.40116,880.00000,816.00000,16119.00000
451,460.84,2.67505,875.00000,841.00000,16089.00000
452,461.28,2.58463,867.00000,825.00000,16139.00000
453,461.72,2.60396,869.00000,829.00000,16070.00000
454,462.17,2.47626,877.00000,823.00000,16168.00000
455,462.61,2.45074,880.00000,823.00000,16092.00000
456,463.05,2.49723,878.00000,827.00000,16025.00000
457,463.50,2.53180,878.00000,831.00000,15992.00000
458,463.94,2.48052,884.00000,831.00000,16025.00000
459,464.38,2.56072,877.00000,833.00000,16002.00000
460,464.83,2.43109,888.00000,829.00000,15920.00000
461,465.27,2.43049,884.00000,825.00000,15898.00000
462,465.71,2.53905,875.00000,829.00000,15915.00000
463,466.16,2.55732,873.00000,829.00000,15877.00000
464,466.60,2.50931,880.00000,831.00000,15831.00000
465,467.04,2.48205,877.00000,825.00000,15778.00000
466,467.48,2.48880,882.00000,831.00000,15717.00000
467,467.93,2.41827,882.00000,822.00000,15719.00000
468,468.37,2.47135,875.00000,822.00000,15690.00000
469,468.81,2.43666,884.00000,827.00000,15579.00000
470,469.25,2.46592,880.00000,827.00000,15495.00000
471,469.70,2.37048,886.00000,820.00000,15489.00000
472,470.14,2.39586,884.00000,822.00000,15426.00000
473,470.58,2.46073,890.00000,837.00000,15311.00000
474,471.02,2.39984,886.00000,825.00000,15317.00000
475,471.46,2.44373,880.00000,825.00000,15279.00000
476,471.91,2.45828,884.00000,831.00000,15225.00000
477,472.35,2.39546,886.00000,825.00000,15163.00000
478,472.79,2.39485,888.00000,827.00000,15142.00000
479,473.23,2.45231,880.00000,827.00000,15017.00000
480,473.67,2.43576,877.00000,822.00000,15001.00000
481,474.12,2.44943,886.00000,833.00000,14918.00000
482,474.56,2.44833,880.00000,827.00000,14880.00000
483,475.00,2.28962,888.00000,812.00000,14806.00000
484,475.44,2.44375,882.00000,829.00000,14724.00000
485,475.88,2.56682,871.00000,831.00000,14753.00000
486,476.32,2.42550,880.00000,825.00000,14651.00000
487,476.76,2.47620,880.00000,831.00000,14669.00000
488,477.21,2.41673,878.00000,822.00000,14619.00000
489,477.65,2.33050,888.00000,820.00000,14555.00000
490,478.09,2.43751,880.00000,827.00000,14514.00000
491,478.53,2.41896,884.00000,829.00000,14432.00000
492,478.97,2.37562,884.00000,823.00000,14486.00000
493,479.41,2.43357,882.00000,829.00000,14383.00000
494,479.85,2.35158,884.00000,820.00000,14380.00000
495,480.29,2.43155,878.00000,825.00000,14316.00000
496,480.73,2.41418,875.00000,820.00000,14274.00000
497,481.17,2.47135,877.00000,829.00000,14210.00000
498,481.61,2.47013,877.00000,829.00000,14170.00000
