ENLIGHTEN Version,2.2.7
Measurement ID,20211004-005100-188305-WP-00591
Serial Number,WP-00591
Model,WP-UV-VIS-C-S-25
Label,00:51:00 WP-00591
Declared Match,
Declared Score,0
Scan Averaging,1
Boxcar,0
Technique,Transmission
Baseline Correction Algo,
ROI Pixel Start,0
ROI Pixel End,1023
Slit Width,25
Vignetted,False
Interpolated,False
Raman Intensity Corrected,False
Deconvolved,False
Integration Time,25
Timestamp,2021-10-04 00:51:00.188305
Note,Dark substracted
Temperature,-14.702589910057213
CCD C0,247.9385986328125
CCD C1,0.5131465792655945
CCD C2,-0.00012270470324438065
CCD C3,7.728250039917839e-08
CCD Offset,0
CCD Gain,1.9
Laser Wavelength,0.0
Laser Enable,False
Laser Power,100
Laser Temperature,0
Pixel Count,1024

Pixel,Wavelength,Processed,Raw,Dark,Reference
988,694.42,103.96574,15284.00000,839.00000,13894.00000
989,694.85,103.19449,15066.00000,820.00000,13805.00000
990,695.29,104.41416,14929.00000,831.00000,13502.00000
991,695.73,103.95514,14551.00000,831.00000,13198.00000
992,696.16,104.27057,14209.00000,829.00000,12832.00000
993,696.60,103.56829,13776.00000,831.00000,12499.00000
994,697.03,103.96234,13528.00000,829.00000,12215.00000
995,697.47,103.86525,13376.00000,827.00000,12082.00000
996,697.90,104.09022,13199.00000,831.00000,11882.00000
997,698.34,102.93895,13055.00000,831.00000,11875.00000
998,698.77,103.62288,12985.00000,829.00000,11731.00000
999,699.21,103.80829,12852.00000,831.00000,11580.00000
1000,699.64,104.08394,12776.00000,823.00000,11484.00000
1001,700.08,103.72840,12647.00000,823.00000,11399.00000
1002,700.51,103.43034,12552.00000,823.00000,11340.00000
1003,700.95,104.48378,12459.00000,831.00000,11129.00000
1004,701.39,103.86486,12349.00000,820.00000,11100.00000
1005,701.82,102.95260,12237.00000,835.00000,11075.00000
1006,702.26,103.95377,12155.00000,823.00000,10901.00000
1007,702.69,104.02411,12056.00000,837.00000,10785.00000
1008,703.13,103.74581,11971.00000,837.00000,10732.00000
1009,703.56,103.95629,11859.00000,823.00000,10616.00000
1010,704.00,103.32131,11719.00000,831.00000,10538.00000
1011,704.44,104.87546,11696.00000,833.00000,10358.00000
1012,704.87,104.17030,11595.00000,829.00000,10335.00000
1013,705.31,103.96300,11512.00000,835.00000,10270.00000
1014,705.74,103.42964,11350.00000,825.00000,10176.00000
1015,706.18,104.53639,11308.00000,823.00000,10030.00000
1016,706.62,104.60932,11176.00000,827.00000,9893.00000
1017,707.05,104.17813,11048.00000,825.00000,9813.00000
1018,707.49,104.27087,10955.00000,823.00000,9717.00000
1019,707.92,103.85859,10790.00000,831.00000,9589.00000
1020,708.36,104.00671,10743.00000,827.00000,9534.00000
1021,708.80,104.19766,10623.00000,818.00000,9410.00000
1022,709.23,103.36574,10496.00000,822.00000,9359.00000
1023,709.67,104.10780,10407.00000,827.00000,9202.00000
