Filename-->,F1_G2_201505290001.IRR
327.411,0.030287834
328.010,0.041496073
328.609,0.046354274
329.208,0.038091843
329.807,0.031757888
330.406,0.051657166
331.005,0.047523889
331.604,0.037316956
332.203,0.04590242
332.802,0.04486983
333.401,0.04027932
334.000,0.038839622
334.599,0.051057147
335.198,0.042566456
335.797,0.05609831
336.395,0.054199423
336.994,0.053907656
337.593,0.043175677
338.191,0.054076647
338.790,0.043822579
339.389,0.043255793
339.987,0.039438552
340.586,0.054010008
341.184,0.032652916
341.783,0.041538309
342.381,0.033847186
342.980,0.032439439
343.578,0.037074153
344.177,0.035347105
344.775,0.027295705
345.373,0.04179744
345.972,0.039609556
346.570,0.045138631
347.168,0.039105484
347.766,0.041547108
348.364,0.042958398
348.963,0.033098836
349.561,0.056337132
350.159,0.043960573
350.757,0.043445954
351.355,0.028889826
351.953,0.04490997
352.551,0.038599417
353.149,0.042809434
353.747,0.024263866
354.345,0.040275863
354.942,0.027616462
355.540,0.046598896
356.138,0.046502764
356.736,0.04647171
357.333,0.042408493
357.931,0.030119923
358.529,0.026172599
359.126,0.036581284
359.724,0.044926815
360.322,0.047808449
360.919,0.047283128
361.517,0.026112089
362.114,0.034643364
362.711,0.02211935
363.309,0.057118502
363.906,0.035607303
364.504,0.037447859
365.101,0.033956083
365.698,0.03239509
366.295,0.026889391
366.893,0.04228674
367.490,0.042126919
368.087,0.03476937
368.684,0.051060995
369.281,0.052472779
369.878,0.029722288
370.475,0.02850764
371.072,0.040170183
371.669,0.043268282
372.266,0.037944051
372.863,0.039464951
373.460,0.038030879
374.057,0.0372393
374.654,0.043289242
375.251,0.046833777
375.847,0.033406844
376.444,0.035384995
377.041,0.034895214
377.637,0.048404655
378.234,0.041248821
378.831,0.047322228
379.427,0.024564461
380.024,0.032443322
380.620,0.021560024
381.217,0.036055293
381.813,0.020933518
382.410,0.023342659
383.006,0.030218228
383.602,0.021888217
384.199,0.026236263
384.795,0.030988503
385.391,0.044928917
385.988,0.033966488
386.584,0.028566933
387.180,0.031002249
387.776,0.024290735
388.372,0.028773769
388.968,0.027042962
389.564,0.037283492
390.160,0.036658213
390.756,0.041513384
391.352,0.023783797
391.948,0.031562973
392.544,0.03410715
393.140,0.041999644
393.736,0.0260046
394.332,0.045314959
394.927,0.029987871
395.523,0.045615314
396.119,0.028200674
396.714,0.037349059
397.310,0.027325025
397.906,0.027159866
398.501,0.030064291
399.097,0.034045425
399.692,0.035433515
400.288,0.041009703
400.883,0.034370311
401.479,0.048932605
402.074,0.039035999
402.669,0.046381533
403.265,0.047003658
403.860,0.040823328
404.455,0.044330037
405.050,0.056103831
405.646,0.05481099
406.241,0.066650703
406.836,0.055592699
407.431,0.074680039
408.026,0.092170496
408.621,0.098470063
409.216,0.088362195
409.811,0.116089636
410.406,0.13158126
411.001,0.132315509
411.596,0.143685084
412.191,0.177245703
412.785,0.19525434
413.380,0.213125201
413.975,0.237508936
414.570,0.280904236
415.164,0.303344533
415.759,0.345366968
416.354,0.384962374
416.948,0.43966334
417.543,0.479858566
418.137,0.55266193
418.732,0.622975345
419.326,0.683552776
419.921,0.779804827
420.515,0.852634711
421.109,0.941351718
421.704,1.062796665
422.298,1.176183271
422.892,1.31867856
423.486,1.465675998
424.081,1.620253197
424.675,1.800126187
425.269,1.975060202
425.863,2.157752697
426.457,2.396458323
427.051,2.615154986
427.645,2.855542007
428.239,3.147681138
428.833,3.455892116
429.427,3.736839559
430.021,4.06020782
430.615,4.450885448
431.208,4.792815651
431.802,5.232983107
432.396,5.757069236
432.990,6.26049786
433.583,6.840478329
434.177,7.491902189
434.771,8.140062582
435.364,8.84103082
435.958,9.776481326
436.551,10.66603126
437.145,11.65560644
437.738,12.52735848
438.332,13.56668639
438.925,14.65344264
439.518,15.64127124
440.112,16.59913344
440.705,17.59150817
441.298,18.66338657
441.891,19.12965111
442.485,19.57115401
443.078,20.15358801
443.671,20.27550356
444.264,20.35588909
444.857,20.27069955
445.450,19.95271915
446.043,19.08581636
446.636,18.52145135
447.229,17.76405172
447.822,16.80324231
448.415,15.75063959
449.007,15.07342055
449.600,13.85822905
450.193,12.90542506
450.786,12.06197089
451.378,11.37912624
451.971,10.66285627
452.564,10.1114337
453.156,9.578358525
453.749,9.061138809
454.341,8.643044726
454.934,8.273234311
455.526,7.955790477
456.119,7.541572223
456.711,7.354335031
457.303,6.990579022
457.896,6.773067271
458.488,6.547072929
459.080,6.182531222
459.673,5.968663446
460.265,5.585925137
460.857,5.34025447
461.449,5.071305914
462.041,4.804793685
462.633,4.493681564
463.225,4.150811847
463.817,3.917857168
464.409,3.682125796
465.001,3.395502702
465.593,3.164139604
466.185,2.98484692
466.777,2.792152451
467.368,2.638613993
467.960,2.436179372
468.552,2.33328797
469.144,2.216932435
469.735,2.101473302
470.327,1.94644535
470.918,1.897181977
471.510,1.785146038
472.102,1.707529323
472.693,1.658417138
473.285,1.559069016
473.876,1.487484082
474.467,1.422127519
475.059,1.36987581
475.650,1.27474544
476.241,1.227113108
476.833,1.184121624
477.424,1.096954359
478.015,1.05333771
478.606,0.989315777
479.197,0.919269142
479.788,0.871179535
480.379,0.80206989
480.970,0.755928527
481.561,0.70096068
482.152,0.675107707
482.743,0.611883988
483.334,0.592046236
483.925,0.544861936
484.516,0.517267873
485.106,0.471549028
485.697,0.455561853
486.288,0.427038928
486.879,0.410601912
487.469,0.378200176
488.060,0.368563386
488.650,0.341266874
489.241,0.330851188
489.831,0.312157029
490.422,0.292255376
491.012,0.280200452
491.603,0.264284892
492.193,0.249756787
492.783,0.2389421
493.374,0.221248891
493.964,0.216484874
494.554,0.204240359
495.144,0.19461658
495.734,0.178626077
496.325,0.172162155
496.915,0.171197536
497.505,0.150989516
498.095,0.15541891
498.685,0.140412452
499.275,0.128964636
499.865,0.127238296
500.455,0.123321905
501.044,0.118033476
501.634,0.114022403
502.224,0.104428828
502.814,0.099831952
503.403,0.094576446
503.993,0.091873475
504.583,0.089840604
505.172,0.087986328
505.762,0.083543283
506.351,0.077131674
506.941,0.075178689
507.530,0.078534321
508.120,0.075310487
508.709,0.070578704
509.299,0.073628759
509.888,0.069825794
510.477,0.064183449
511.066,0.067238699
511.656,0.067163279
512.245,0.057333636
512.834,0.06388974
513.423,0.058974432
514.012,0.057333357
514.601,0.064378166
515.190,0.056881714
515.779,0.058735756
516.368,0.056863057
516.957,0.05534346
517.546,0.0540407
518.135,0.054017902
518.724,0.053074926
519.312,0.058789425
519.901,0.057765011
520.490,0.048299836
521.078,0.058070429
521.667,0.05690676
522.256,0.054293094
522.844,0.055907353
523.433,0.052506588
524.021,0.058868727
524.610,0.056375941
525.198,0.056838472
525.786,0.056997195
526.375,0.058578399
526.963,0.056742613
527.551,0.062621424
528.140,0.063141631
528.728,0.066703685
529.316,0.061316383
529.904,0.068990883
530.492,0.069424532
531.080,0.067641096
531.668,0.075074919
532.256,0.071595938
532.844,0.065360077
533.432,0.069968822
534.020,0.072439757
534.608,0.07908468
535.196,0.081138928
535.784,0.080884112
536.371,0.088702742
536.959,0.086285907
537.547,0.088680087
538.134,0.086815338
538.722,0.092017424
539.309,0.091689553
539.897,0.100377182
540.484,0.095638872
541.072,0.10385173
541.659,0.105734537
542.247,0.108014051
542.834,0.114374826
543.421,0.118914077
544.009,0.123008434
544.596,0.128275665
545.183,0.1302259
545.770,0.133467047
546.357,0.138348495
546.945,0.140452575
547.532,0.155683457
548.119,0.157882237
548.706,0.160655937
549.293,0.168660685
549.879,0.165833442
550.466,0.18398663
551.053,0.192366076
551.640,0.195891267
552.227,0.209212958
552.814,0.216675438
553.400,0.226651962
553.987,0.235917754
554.574,0.240001358
555.160,0.253953577
555.747,0.266335879
556.333,0.27833399
556.920,0.289596062
557.506,0.305475004
558.093,0.318627106
558.679,0.334169122
559.265,0.351528679
559.852,0.367252833
560.438,0.383366237
561.024,0.409319179
561.610,0.414779431
562.196,0.445598347
562.783,0.461465487
563.369,0.49148696
563.955,0.510707012
564.541,0.536151232
565.127,0.567986764
565.713,0.595443687
566.299,0.621882705
566.884,0.655252487
567.470,0.683755441
568.056,0.712758098
568.642,0.749603371
569.228,0.797568366
569.813,0.832327899
570.399,0.8844851
570.984,0.925356893
571.570,0.974875083
572.156,1.010217187
572.741,1.064842107
573.327,1.121237033
573.912,1.185145082
574.497,1.234321174
575.083,1.301008092
575.668,1.371815082
576.253,1.443933318
576.839,1.516034294
577.424,1.585053076
578.009,1.668941776
578.594,1.758960704
579.179,1.841819823
579.764,1.942892506
580.349,2.026475884
580.934,2.147673205
581.519,2.258143102
582.104,2.349970644
582.689,2.456990653
583.274,2.586139051
583.859,2.711871331
584.443,2.842105703
585.028,2.970491203
585.613,3.117624446
586.198,3.262516114
586.782,3.402954456
587.367,3.577231067
587.951,3.762077637
588.536,3.91381805
589.120,4.085860669
589.705,4.295280534
590.289,4.451453829
590.873,4.66380425
591.458,4.887322008
592.042,5.09055939
592.626,5.320054082
593.211,5.539615822
593.795,5.779683552
594.379,6.030992715
594.963,6.300780593
595.547,6.542348406
596.131,6.807088549
596.715,7.081233552
597.299,7.334357559
597.883,7.639295562
598.467,7.963427912
599.051,8.276925662
599.634,8.610461426
600.218,8.898077186
600.802,9.242315336
601.386,9.564818078
601.969,9.943144021
602.553,10.3061446
603.136,10.66966758
603.720,11.10734927
604.303,11.39919055
604.887,11.88455015
605.470,12.23424484
606.054,12.68934973
606.637,13.07737772
607.220,13.56793748
607.804,14.01430751
608.387,14.45611065
608.970,14.90212535
609.553,15.34999
610.136,15.71553909
610.719,16.1524842
611.303,16.72223467
611.886,17.19868339
612.469,17.66961435
613.051,18.21684901
613.634,18.58073756
614.217,19.26022887
614.800,19.72093713
615.383,20.23264862
615.966,20.8737471
616.548,21.47381462
617.131,22.08258477
617.714,22.64105555
618.296,23.31067165
618.879,23.97908204
619.461,24.4437694
620.044,25.13787014
620.626,25.61805992
621.209,26.06301729
621.791,26.59319872
622.373,26.97020833
622.956,27.31386355
623.538,27.73326951
624.120,28.01939245
624.702,28.27405551
625.284,28.49875797
625.866,28.70920132
626.449,28.98578168
627.031,29.30648031
627.613,29.53379741
628.194,29.83944177
628.776,30.26443552
629.358,30.73114446
629.940,31.21012844
630.522,31.66902143
631.104,32.14236075
631.685,32.59429306
632.267,33.07539244
632.849,33.54283154
633.430,33.98246375
634.012,34.55069649
634.593,34.92667469
635.175,35.27765313
635.756,35.6779691
636.338,36.13557013
636.919,36.32818825
637.500,36.56242591
638.082,37.11666294
638.663,37.37144066
639.244,37.55303873
639.825,37.85180813
640.407,38.15696682
640.988,38.58463538
641.569,38.83956448
642.150,39.22556721
642.731,39.2970271
643.312,39.58830988
643.893,39.93164213
644.473,40.05757231
645.054,40.45090025
645.635,40.57641753
646.216,41.0658411
646.797,41.22485487
647.377,41.36643086
647.958,41.72822103
648.538,42.15140735
649.119,42.5172025
649.700,42.2350059
650.280,42.90592914
650.860,43.06944224
651.441,43.36881105
652.021,43.66493324
652.602,43.94217923
653.182,44.15993797
653.762,44.36689688
654.342,44.36402258
654.922,44.49319209
655.503,44.55876813
656.083,44.49169228
656.663,44.3932941
657.243,44.42891319
657.823,44.38898344
658.403,44.13922778
658.983,44.12253669
659.562,44.19887123
660.142,43.73688274
660.722,43.62763836
661.302,43.74092361
661.882,43.48311931
662.461,43.39220143
663.041,43.48487151
663.620,43.430197
664.200,43.12706388
664.779,43.1358523
665.359,42.98142225
665.938,42.92014647
666.518,42.82441797
667.097,42.61018457
667.676,42.40041402
668.256,42.30733084
668.835,42.08372935
669.414,41.96325826
669.993,41.70663971
670.572,41.54831116
671.151,41.32783245
671.730,41.20991835
672.309,40.86811261
672.888,40.79081679
673.467,40.49994287
674.046,40.31424252
674.625,40.16625839
675.204,39.89021069
675.783,39.50575945
676.361,39.32574893
676.940,39.16888589
677.519,38.8894418
678.097,38.53044852
678.676,38.23130281
679.254,37.96802721
679.833,37.84130237
680.411,37.46358366
680.990,37.08736178
681.568,36.82666959
682.146,36.61788206
682.725,36.30101642
683.303,35.90592614
683.881,35.87349499
684.459,35.50066059
685.037,35.2898493
685.615,34.78800792
686.193,34.6230119
686.771,34.26010622
687.349,33.91644784
687.927,33.78912111
688.505,33.41503046
689.083,33.17673186
689.661,32.72102685
690.239,32.37147813
690.816,32.10268073
691.394,31.84587004
691.972,31.62525152
692.549,31.13982772
693.127,30.89041328
693.704,30.63961785
694.282,30.28655829
694.859,29.85454631
695.437,29.6455426
696.014,29.39922405
696.591,28.92625365
697.169,28.61485344
697.746,28.25444841
698.323,28.1405334
698.900,27.85470443
699.477,27.34560166
700.054,27.12766538
700.631,26.85404632
701.208,26.56907962
701.785,26.16273094
702.362,25.96678378
702.939,25.66132037
703.516,25.34783864
704.093,25.00490098
704.669,24.79381077
705.246,24.50915502
705.823,24.11454689
706.400,23.70928129
706.976,23.47086522
707.553,23.19878704
708.129,22.89028083
708.706,22.66957877
709.282,22.50581547
709.858,22.05773348
710.435,21.87923147
711.011,21.5997144
711.587,21.2084967
712.164,20.97564662
712.740,20.80604941
713.316,20.50916914
713.892,20.32968485
714.468,19.95003323
715.044,19.63981289
715.620,19.39367544
716.196,19.14456279
716.772,18.94365742
717.348,18.65062243
717.924,18.4950344
718.499,18.23974702
719.075,18.00782075
719.651,17.64125691
720.226,17.39283677
720.802,17.27768401
721.378,16.92701333
721.953,16.67762376
722.529,16.59290762
723.104,16.21308947
723.680,16.00945622
724.255,15.72036932
724.830,15.55313747
725.406,15.44345303
725.981,15.16240712
726.556,14.98565312
727.131,14.71762302
727.706,14.53516422
728.281,14.28304883
728.856,14.06066656
729.431,13.90907396
730.006,13.68722729
730.581,13.48195603
731.156,13.28891205
731.731,13.11466938
732.306,12.92353534
732.881,12.72604092
733.455,12.49002278
734.030,12.39231479
734.605,12.14765597
735.179,12.02232156
735.754,11.83080796
736.328,11.6211629
736.903,11.41899238
737.477,11.2698219
738.051,11.10204551
738.626,10.89538449
739.200,10.73306415
739.774,10.6065835
740.349,10.43356299
740.923,10.26128153
741.497,10.15736355
742.071,9.96837235
742.645,9.809040415
743.219,9.692441335
743.793,9.532942329
744.367,9.364786313
744.941,9.205341547
745.515,9.083612475
746.088,8.962629248
746.662,8.781886903
747.236,8.598384065
747.810,8.422086936
748.383,8.300826362
748.957,8.228039806
749.530,8.143070233
750.104,7.973847915
750.677,7.819031656
751.251,7.724134782
751.824,7.618356731
752.397,7.472357116
752.971,7.338409078
753.544,7.245822117
754.117,7.091326906
754.690,7.008775507
755.263,6.883463696
755.837,6.796222176
756.410,6.62260164
756.983,6.576810497
757.556,6.41181562
758.128,6.337573555
758.701,6.237979313
759.274,6.09919356
759.847,6.009400276
760.420,5.872592057
760.992,5.823472799
761.565,5.723818857
762.138,5.598588741
762.710,5.491107246
763.283,5.458470235
763.855,5.372215636
764.428,5.232959938
765.000,5.145365641
765.573,5.057232514
766.145,5.006618261
766.717,4.903522326
767.289,4.821977466
767.862,4.718856546
768.434,4.641658515
769.006,4.539727661
769.578,4.4845385
770.150,4.428843561
770.722,4.353207619
771.294,4.27388176
771.866,4.225954231
772.438,4.106666945
773.010,4.071912616
773.581,3.985190305
774.153,3.912207512
774.725,3.867840163
775.296,3.78675872
775.868,3.697868108
776.440,3.654201414
777.011,3.580758285
777.583,3.488972787
778.154,3.466078153
778.725,3.404240682
779.297,3.328194639
779.868,3.289697538
780.439,3.242021398
781.011,3.175763579
781.582,3.083977091
782.153,3.052316344
782.724,2.979956852
783.295,2.954134378
783.866,2.898731173
784.437,2.833510977
785.008,2.814459603
785.579,2.765489326
786.150,2.753048381
786.720,2.647933148
787.291,2.595462894
787.862,2.564914993
788.433,2.507730622
789.003,2.493949761
789.574,2.445236707
790.144,2.393932759
790.715,2.367173743
791.285,2.355099772
791.856,2.293099698
792.426,2.241097725
792.996,2.203462169
793.567,2.20200414
794.137,2.123076531
794.707,2.103604291
795.277,2.086317952
795.847,2.005186018
796.417,1.965850076
796.987,1.991967492
797.557,1.908586095
798.127,1.872166382
798.697,1.825365918
799.267,1.839027301
799.837,1.765782484
800.407,1.75450505
800.976,1.726719586
801.546,1.734281226
802.116,1.678827991
802.685,1.658166982
803.255,1.634831851
803.824,1.563932977
804.394,1.550736899
804.963,1.518741441
805.532,1.480280121
806.102,1.493897213
806.671,1.422996273
807.240,1.413220066
807.810,1.425797375
808.379,1.386754432
808.948,1.38225342
809.517,1.35269502
810.086,1.307619242
810.655,1.273815739
811.224,1.228632315
811.793,1.262532197
812.362,1.247176922
812.930,1.20653964
813.499,1.199598452
814.068,1.142613897
814.636,1.135014486
815.205,1.154626878
815.774,1.126041379
816.342,1.06012429
816.911,1.07199835
817.479,1.067747977
818.048,1.032651006
818.616,1.015647849
819.184,0.952441588
819.753,0.989265323
820.321,0.976123035
820.889,0.954110909
821.457,0.958481193
822.025,0.918705236
822.593,0.854754919
823.161,0.894053129
823.729,0.898341189
824.297,0.854915386
824.865,0.846429253
825.433,0.839078991
826.001,0.826748536
826.569,0.814519203
827.136,0.772589765
827.704,0.76915035
828.271,0.752035034
828.839,0.767498492
829.407,0.744220856
829.974,0.741215656
830.542,0.694196572
831.109,0.717739172
831.676,0.720384415
832.244,0.655146299
832.811,0.666603212
833.378,0.675296795
833.945,0.622538518
834.512,0.634431444
835.079,0.606673141
835.647,0.597498218
836.214,0.528069329
836.780,0.589419042
837.347,0.592402523
837.914,0.565321007
838.481,0.585814889
839.048,0.559570653
839.615,0.541159348
840.181,0.539772023
840.748,0.520932596
841.315,0.537131991
841.881,0.510632245
842.448,0.479004871
843.014,0.526367516
843.580,0.44508075
844.147,0.482600923
844.713,0.501821984
845.279,0.452483474
845.846,0.446029706
846.412,0.455884711
846.978,0.45770137
847.544,0.438782832
848.110,0.39278566
848.676,0.412732844
849.242,0.415383386
849.808,0.429921601
850.374,0.393649145
850.940,0.443077599
851.506,0.371376029
852.071,0.356539189
852.637,0.366657176
853.203,0.34708021
853.768,0.38744129
854.334,0.349859377
854.900,0.362533175
855.465,0.332201333
856.030,0.374294975
856.596,0.346050453
857.161,0.328385664
857.727,0.301323637
858.292,0.327895066
858.857,0.319774364
859.422,0.321750849
859.987,0.312856916
860.552,0.337445477
861.117,0.287072929
861.682,0.325302958
862.247,0.26401322
862.812,0.316353523
863.377,0.256567809
863.942,0.343006165
864.507,0.310694371
865.071,0.262028979
865.636,0.315261111
866.201,0.276222409
866.765,0.272706695
867.330,0.295097502
867.894,0.229949697
868.459,0.276113301
869.023,0.252807714
869.587,0.236890209
870.152,0.207248979
870.716,0.199268024
871.280,0.219690394
871.844,0.258402178
872.409,0.226443617
872.973,0.196897599
873.537,0.220916037
874.101,0.248509111
874.665,0.218037905
875.228,0.191952079
875.792,0.179495401
876.356,0.176854456
876.920,0.205322879
877.484,0.204080254
878.047,0.200132273
878.611,0.213821858
879.175,0.210576173
879.738,0.202802018
880.302,0.179814218
880.865,0.219697217
881.428,0.228282393
881.992,0.218782092
882.555,0.190013123
883.118,0.178318901
883.682,0.160938871
884.245,0.164428961
884.808,0.171258959
885.371,0.158853362
885.934,0.166120242
886.497,0.170416993
887.060,0.166026425
887.623,0.128417028
888.186,0.19558728
888.748,0.2269191
889.311,0.115783638
889.874,0.13832364
890.437,0.198379908
890.999,0.196064728
891.562,0.107721515
892.124,0.14622217
892.687,0.15070583
893.249,0.147348147
893.812,0.253725991
894.374,0.111460593
894.936,0.106603939
895.498,0.089774295
896.061,0.169525024
896.623,0.146310985
897.185,0.156064951
897.747,0.100952931
898.309,0.124378857
898.871,0.169819771
899.433,0.091730697
899.995,0.093405323
900.557,0.124658953
901.118,0.080456312
901.680,0.136614012
902.242,0.169062378
902.803,0.143095151
903.365,0.090412845
903.927,0.169834777
904.488,0.103286778
905.050,0.128156767
905.611,0.096715949
906.172,0.109150048
906.734,0.085357023
907.295,0.099810716
907.856,0.130194857
908.417,0.117020157
908.979,0.120104695
909.540,0.155172061
910.101,0.170229923
910.662,0.093300039
911.223,0.189751639
911.784,0.052956513
912.344,0.061631568
912.905,0.160098083
913.466,0.094441468
914.027,0.12079529
914.587,0.202921794
915.148,0.072342973
915.709,0.144605082
916.269,0.067778125
916.830,0.139263643
917.390,0.069636034
917.950,0.105375795
918.511,0.110600523
919.071,0.089130997
919.631,0.059630965
920.192,0.123991903
920.752,0.029861717
921.312,0.079559343
921.872,0.145497274
922.432,0.119976429
922.992,0.091814812
923.552,0.108256396
924.112,0.075389494
924.671,0.096301164
925.231,0.077320813
925.791,0.120496756
926.351,0.016294929
926.910,0.047743465
927.470,0.01425283
928.029,0.146118033
928.589,0.091922021
929.148,0.037230894
929.708,0.185744086
930.267,0.166573816
930.826,0.103628361
931.386,0.075156024
931.945,0.180002505
932.504,0.13961564
933.063,0.113076424
933.622,0.129729622
934.181,0.083015943
934.740,0.138081101
935.299,0.019528691
935.858,0.065151179
936.417,-0.021955172
936.976,0.094664907
937.535,0.081190587
938.093,0.09141979
938.652,0.077517993
939.210,0.079602568
939.769,0.085208536
940.328,0.017929177
940.886,-0.028514124
941.444,0.110374647
942.003,0.06098362
942.561,0.15845538
943.119,0.085006432
943.678,0.044845478
944.236,0.116985658
944.794,0.139924938
945.352,0.137965851
945.910,0.168803517
946.468,0.088542245
947.026,0.112392884
947.584,0.202195839
948.142,0.108327551
948.699,0.00519313
949.257,0.155244785
949.815,0.268947348
950.372,0.116311351
950.930,0.093789938
951.488,0.015613845
952.045,-0.006248077
952.603,0.092820109
953.160,0.001698629
953.717,0.117552178
954.275,0.05974045
954.832,0.087211085
955.389,-0.043381039
955.946,0.077607286
956.503,0.122859105
957.061,0.059559519
957.618,0.045870828
958.175,0.063621842
958.731,0.125128137
959.288,0.13468059
959.845,0.02469871
960.402,0.115169094
960.959,0.063907963
961.515,0.089229964
962.072,0.083517378
962.629,0.07146716
963.185,0.140304178
963.742,0.125329128
964.298,0.090056301
964.855,0.0579217
965.411,0.100412225
965.967,-0.003408069
966.523,0.083317622
967.080,0.13888964
967.636,0.05324658
968.192,-0.022486086
968.748,-0.006679488
969.304,0.251275105
969.860,0.003600617
970.416,0.190107845
970.972,0.228432577
971.528,0.014809707
972.083,0.068421269
972.639,0.129241378
973.195,0.068938073
973.750,0.12315971
974.306,0.092617539
974.861,0.114945588
